name,during_time_spec,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries,dist_rnn_vs_inter,dist_rnn_vs_extr,dist_inter_vs_extr
2_13,5.45,19,2,9099,7.510684515645016e-05,0.00010848766522598358,3.338082006953341e-05
2_12,6.0,24,5,11632,0.0010097698071033856,0.0010097698071033856,0.0
2_8,2.25,15,8,5074,9.179725519121687e-05,9.179725519121687e-05,0.0
2_5,1.84,12,2,4541,8.345205017383352e-06,8.345205017383352e-06,0.0
2_3,3.73,19,2,8154,0.00012517807526075028,0.00012517807526075028,0.0
2_14,2.21,16,6,6252,0.00011683287024336693,0.00011683287024336693,0.0
