name,spec_num,mistake_time_rand,mistake_rand,rand_num_queries
7,spec_second_1.dot,3.74,"('d', 'd', 'b', 'e', 'd', 'd', 'b', 'c', 'c', 'a', 'a', 'c', 'e', 'c', 'b', 'd', 'c', 'c', 'b', 'a', 'a', 'd', 'c', 'e', 'a', 'b', 'a', 'b', 'a', 'd', 'b', 'c', 'b', 'b', 'b', 'a', 'e', 'b', 'c', 'd', 'b', 'c', 'd', 'b', 'b', 'e', 'e', 'd', 'e', 'd', 'd', 'd', 'a', 'd', 'a', 'a', 'b', 'a', 'b', 'b', 'a', 'b', 'e', 'd', 'a')",8800
7,spec_second_5.dot,8.0,"('b', 'e', 'c', 'a', 'c', 'c', 'e', 'd', 'a', 'a', 'b', 'd', 'e', 'e', 'e', 'b', 'c', 'a', 'a', 'c', 'e')",18400
7,spec_second_3.dot,0.77,"('c', 'c', 'b', 'a', 'b', 'c', 'a', 'e', 'a', 'd', 'd', 'b', 'c', 'b', 'e', 'a', 'e', 'c', 'd', 'c', 'e', 'c', 'a', 'b', 'b', 'c', 'a', 'a', 'c', 'b', 'e', 'd', 'b', 'e', 'b', 'a', 'b', 'a', 'b', 'a', 'b', 'b', 'a', 'b', 'b', 'c', 'c', 'b', 'a', 'a', 'c', 'd', 'e', 'c')",1800
28,spec_second_2.dot,7.92,"('d', 'd', 'c', 'b', 'b', 'a', 'a', 'd', 'e', 'b', 'b', 'a', 'e', 'd', 'a', 'c', 'b', 'd', 'd', 'c', 'b', 'd', 'e', 'b', 'a', 'b', 'b', 'c', 'e', 'a', 'c', 'd', 'd', 'a', 'd', 'a', 'e', 'c', 'e', 'c', 'e', 'b', 'd', 'c', 'e', 'd', 'e', 'd', 'd', 'd', 'b', 'e', 'a', 'b', 'a', 'b', 'e', 'e', 'd', 'b', 'a', 'c', 'e', 'c', 'a', 'c', 'd', 'b', 'c', 'e', 'c', 'd', 'c', 'c', 'e', 'b', 'c', 'a', 'd', 'e', 'b', 'd', 'e', 'e', 'e', 'c', 'b', 'a', 'a', 'd', 'b', 'b', 'a', 'e', 'd', 'd', 'a', 'e', 'b', 'c', 'd', 'd', 'a', 'd', 'd', 'a', 'a', 'b', 'd', 'b', 'd', 'd', 'e', 'e', 'd', 'd', 'a', 'c', 'b', 'e', 'b', 'b', 'b', 'a', 'c', 'a', 'a', 'e', 'c', 'a', 'c', 'a', 'd', 'c', 'a', 'd', 'a', 'a', 'b', 'a', 'a', 'e', 'c', 'c', 'c', 'b', 'c', 'c', 'c', 'b', 'e', 'c', 'b', 'a', 'd', 'd', 'd', 'c', 'c', 'c', 'e', 'e', 'a', 'b', 'a', 'e', 'b', 'b', 'c', 'b', 'e', 'e', 'd', 'c', 'a', 'c', 'e', 'a', 'b', 'c', 'b', 'c', 'a', 'b', 'a', 'e', 'a', 'e', 'd', 'a', 'b', 'b', 'd', 'b', 'c', 'c', 'b', 'd', 'e', 'd', 'b', 'c', 'a', 'd', 'a', 'a', 'c', 'b', 'd', 'e', 'a', 'd')",15000
28,spec_second_1.dot,2.24,"('e', 'b', 'b', 'c', 'd', 'b', 'd', 'b', 'a', 'd', 'a', 'e', 'c', 'a', 'e', 'e', 'c', 'e', 'c', 'c', 'a', 'c', 'b', 'e', 'b', 'c', 'b', 'd', 'c', 'd', 'e', 'd', 'a', 'c', 'a', 'a', 'e', 'c', 'd', 'd', 'b', 'a', 'e', 'b', 'b', 'a', 'e', 'c', 'a', 'd', 'c', 'b', 'c', 'a', 'd', 'e', 'c', 'd', 'c', 'b', 'b', 'c', 'c', 'c', 'd', 'c', 'd', 'c', 'c', 'e', 'a', 'a', 'b', 'a', 'e', 'd', 'e', 'c', 'e', 'b', 'a', 'b', 'c', 'a', 'b', 'a', 'e', 'd', 'e', 'a', 'd', 'b', 'e', 'c', 'e', 'c', 'e', 'e', 'c', 'd', 'b', 'a', 'd', 'c', 'b', 'e', 'b', 'c', 'b', 'e', 'b', 'b', 'b', 'e', 'b', 'a', 'b', 'b', 'c', 'c', 'd', 'd', 'e', 'd', 'd', 'c', 'b', 'd', 'b', 'c', 'c', 'e', 'c', 'c', 'd', 'e', 'c', 'e', 'b', 'd', 'b', 'b', 'a', 'd', 'c', 'e', 'e', 'b', 'd', 'b', 'b', 'e', 'd', 'e', 'b', 'a', 'e', 'c', 'a', 'c', 'b')",4200
28,spec_second_3.dot,2.84,"('b', 'd', 'c', 'e', 'c', 'd', 'e', 'b', 'b', 'b', 'a', 'a', 'b', 'c', 'c', 'b', 'e', 'e', 'e', 'c', 'c', 'a', 'e', 'a', 'e', 'c', 'e', 'e', 'c', 'd', 'd', 'c', 'e', 'a', 'b', 'a', 'b', 'a', 'a', 'c', 'c', 'b', 'b', 'e', 'b', 'd', 'e', 'b', 'e', 'c', 'b', 'c', 'a', 'b', 'e', 'a', 'a', 'b', 'b', 'b', 'a', 'c', 'b', 'a', 'a', 'd', 'b', 'd', 'b', 'd', 'a', 'a', 'c', 'c', 'e', 'c', 'e', 'd', 'b', 'c', 'd', 'c', 'c', 'a', 'a', 'a', 'c', 'b', 'c')",5400
26,spec_second_4.dot,6e+02,NAN,1912000
26,spec_second_2.dot,6e+02,NAN,1927600
26,spec_second_1.dot,6e+02,NAN,1930200
26,spec_second_5.dot,1.86e+02,"('e', 'd', 'b', 'b', 'e', 'a', 'a', 'b', 'd', 'a', 'b', 'a', 'e', 'b', 'd', 'c', 'e', 'd', 'e', 'd', 'e', 'c', 'c', 'c', 'b', 'b', 'b', 'c', 'b', 'b', 'e', 'c', 'b', 'e', 'b', 'c', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'c', 'e', 'e', 'b', 'c', 'c', 'd', 'a')",593000
26,spec_second_3.dot,6e+02,NAN,1895200
9,spec_second_4.dot,13.5,"('b', 'e', 'b', 'd', 'a', 'd', 'a', 'd', 'e', 'e', 'd', 'c', 'd', 'b', 'c', 'd', 'd', 'b', 'c', 'e', 'e', 'e', 'a', 'c', 'd', 'c', 'a', 'b', 'c', 'a', 'd', 'b', 'c', 'e', 'b', 'd', 'a', 'e', 'd', 'd', 'd', 'b', 'b', 'b', 'b', 'b', 'd', 'b', 'a', 'b', 'a', 'd', 'b', 'e', 'e', 'e', 'd', 'd', 'a', 'c', 'd', 'b', 'a', 'e', 'd', 'd', 'b', 'b', 'a', 'a', 'b', 'd', 'e', 'b', 'a', 'a', 'c', 'd', 'c', 'c', 'c', 'e', 'e', 'c', 'b', 'a', 'a', 'a', 'd', 'd', 'c', 'a', 'd', 'e', 'd', 'd', 'd', 'a', 'e', 'c', 'b', 'd', 'c', 'e', 'b', 'b', 'd', 'c', 'c', 'b', 'e', 'a', 'a', 'b', 'e', 'e', 'd', 'd', 'c', 'd', 'c', 'd', 'e', 'e', 'c', 'a', 'a', 'a', 'e', 'c')",24800
9,spec_second_2.dot,1.74,"('a', 'a', 'a', 'e', 'b', 'b', 'd', 'b', 'd', 'a', 'c', 'd', 'c', 'd', 'c', 'b', 'c', 'e', 'b', 'd', 'c', 'a', 'b', 'd', 'd', 'e', 'b', 'e', 'a', 'a', 'b', 'd', 'a', 'c', 'b', 'd', 'a', 'b', 'd', 'c', 'a', 'a', 'a', 'b', 'e', 'a', 'e', 'c', 'd', 'e', 'a', 'c', 'c', 'a', 'd', 'b', 'e', 'e', 'd', 'b', 'd', 'c', 'b', 'd', 'c', 'e', 'e', 'd', 'e', 'e', 'b', 'e', 'c', 'd', 'c', 'a', 'b', 'd', 'b', 'd', 'c', 'a', 'a', 'a', 'a', 'c', 'a', 'c', 'a', 'a', 'a', 'b')",3200
9,spec_second_1.dot,2.42,"('c', 'd', 'e', 'c', 'd', 'd', 'b', 'd', 'd', 'e', 'd', 'b', 'c', 'c', 'c', 'b', 'e', 'b', 'a', 'c', 'c', 'a', 'a', 'e', 'b', 'a', 'a', 'b', 'c', 'c', 'e', 'c', 'c', 'c', 'b', 'c', 'd', 'a', 'd', 'd', 'c', 'c', 'e', 'a', 'c', 'e', 'd', 'd', 'a', 'd', 'a', 'c', 'e', 'c', 'a', 'b', 'd', 'd', 'd', 'e', 'd', 'e', 'b', 'b', 'd', 'c', 'a', 'd', 'b', 'e', 'b', 'e')",4200
9,spec_second_5.dot,8.18,"('c', 'b', 'a', 'd', 'a', 'b', 'b', 'd', 'c', 'a', 'b', 'b', 'd', 'b', 'd', 'b', 'd', 'd', 'b', 'e', 'a', 'e', 'a', 'a', 'a', 'c', 'b', 'd', 'e', 'e', 'b', 'a', 'c', 'd', 'a', 'a', 'e', 'c', 'c', 'e', 'a', 'd', 'c', 'd', 'a', 'e', 'a', 'b', 'c', 'e', 'b', 'c', 'a', 'b', 'b', 'b', 'c', 'd', 'c', 'c', 'd', 'c', 'e', 'e', 'a', 'a', 'a', 'b', 'e', 'd', 'c', 'c', 'a', 'a', 'e', 'b', 'c', 'd', 'c', 'd', 'd', 'a', 'c', 'e', 'e', 'b', 'd', 'a', 'a', 'a', 'a', 'a', 'b', 'b', 'a', 'c', 'e', 'd', 'c', 'b', 'c', 'e', 'c', 'c', 'c', 'c', 'c', 'e', 'e', 'b', 'd', 'b', 'a', 'b', 'e', 'b', 'c', 'e', 'a', 'c', 'c', 'b', 'd', 'a', 'a', 'd', 'e', 'e', 'e', 'c', 'a', 'd', 'c', 'c', 'b', 'c', 'e', 'e', 'a', 'b', 'b', 'c', 'a', 'b', 'e', 'c', 'c', 'd', 'c', 'c', 'c', 'c', 'a', 'd', 'a', 'a', 'b', 'a', 'b', 'a', 'a', 'b', 'd', 'e', 'e', 'e', 'b', 'd', 'a', 'a', 'd', 'd', 'a', 'c', 'e', 'e', 'e', 'c', 'd', 'e', 'd', 'c', 'b', 'c', 'b', 'e', 'e', 'b', 'e', 'c', 'e', 'b', 'd', 'b', 'e', 'c', 'c', 'a', 'd', 'e', 'a', 'd', 'b', 'c', 'c', 'a', 'e', 'e', 'a', 'd', 'b', 'a', 'a', 'b', 'c', 'e', 'a', 'b', 'b', 'c', 'd', 'd', 'e', 'e', 'd', 'a', 'e', 'c', 'a', 'a', 'a', 'a', 'e', 'b', 'c', 'e', 'b', 'b', 'd', 'e', 'b', 'e', 'd', 'e', 'a', 'b', 'd', 'a', 'c', 'e', 'd', 'd', 'a', 'a', 'e', 'a', 'a', 'b', 'c', 'b', 'b', 'd', 'b', 'c', 'd', 'd', 'd', 'a', 'a', 'd', 'c', 'd', 'a', 'a', 'a', 'a', 'c', 'd', 'd', 'c', 'a', 'a', 'a', 'e', 'e', 'a', 'a', 'b', 'a', 'b', 'e', 'c', 'c', 'a', 'b', 'd', 'e', 'b', 'e')",15000
9,spec_second_3.dot,1.71,"('c', 'b', 'a', 'a', 'd', 'a', 'd', 'e', 'b', 'a', 'b', 'e', 'c', 'd', 'a', 'd', 'd', 'a', 'd', 'e', 'e', 'd', 'e', 'b', 'd', 'e', 'a', 'd', 'e', 'c', 'd', 'd', 'a', 'b', 'd', 'e', 'e', 'e', 'e', 'e', 'e', 'e', 'a', 'a', 'd', 'e', 'b', 'e', 'b', 'd', 'b', 'e', 'b', 'c', 'e', 'e', 'a', 'd', 'a', 'e', 'c', 'd', 'b', 'c', 'a', 'a', 'e', 'd', 'd', 'c', 'e', 'a', 'd', 'c', 'c', 'a', 'e', 'e', 'b', 'e', 'b', 'c', 'e', 'd', 'b', 'b', 'c', 'e', 'b', 'd', 'c', 'b', 'c', 'a', 'e', 'b', 'b', 'a', 'b', 'c', 'd', 'd', 'd', 'a', 'e', 'e', 'c', 'c', 'a', 'e', 'a', 'b', 'c', 'b', 'a', 'e', 'e', 'a', 'd', 'd', 'c', 'c', 'd', 'e', 'e', 'a', 'a', 'a', 'e', 'e', 'b', 'a', 'a', 'b', 'd', 'c', 'b', 'b', 'c', 'b', 'd', 'b', 'a', 'e', 'a', 'd', 'd', 'b', 'a', 'e', 'd', 'e', 'e', 'a', 'c', 'a', 'c', 'b', 'e', 'e', 'b', 'd', 'c', 'e', 'e', 'a', 'a', 'c', 'b', 'b', 'a', 'e', 'c', 'b', 'e', 'd', 'a', 'e', 'a', 'b', 'd', 'd', 'd', 'e', 'b', 'a', 'd', 'a', 'e', 'e', 'a', 'c', 'd', 'd', 'c', 'e', 'b', 'e', 'a', 'd', 'a', 'e', 'c', 'a', 'a', 'e', 'b', 'b', 'c', 'd', 'c', 'a', 'c', 'd', 'e', 'd', 'b', 'a', 'b', 'a', 'a', 'e', 'b', 'd', 'e', 'b', 'e', 'c', 'b', 'c', 'a', 'd', 'b', 'e', 'a', 'c', 'd', 'e', 'c', 'b', 'd', 'e', 'd', 'd', 'c', 'c', 'a', 'a', 'e', 'b', 'e', 'e', 'b', 'a', 'd', 'a', 'b', 'e', 'e', 'a', 'c', 'e', 'b', 'e', 'a', 'c', 'c', 'b', 'b', 'c', 'b', 'e', 'e', 'a', 'd', 'e', 'c', 'a', 'b', 'c', 'd', 'e', 'e', 'c', 'c', 'b', 'b', 'e', 'c', 'c', 'b')",3200
11,spec_second_4.dot,3.41,"('d', 'e', 'd', 'c', 'b', 'a', 'c', 'a', 'c', 'e', 'c', 'd', 'b', 'b', 'd', 'e', 'b', 'b', 'c', 'b', 'e', 'e', 'e', 'e', 'c', 'd', 'c', 'a', 'b', 'c', 'a', 'c', 'c', 'a', 'a', 'a', 'b', 'd', 'b', 'a', 'a', 'a', 'b', 'd', 'e', 'b', 'e', 'c', 'e', 'c', 'b', 'e', 'e', 'a', 'd', 'a', 'd', 'd', 'c', 'b', 'd', 'b', 'c', 'b', 'c', 'd', 'b', 'd', 'd', 'b', 'a', 'b', 'd', 'c', 'c', 'a', 'a', 'c', 'b', 'c', 'd', 'a', 'd', 'a', 'b', 'c', 'a', 'e', 'c', 'e', 'a', 'b', 'a', 'b', 'c', 'b', 'b', 'c', 'a', 'a', 'e', 'd', 'a', 'e', 'a', 'a', 'c', 'c', 'b', 'd', 'a', 'a', 'b', 'c', 'b', 'e', 'b', 'c', 'a', 'c', 'd', 'a', 'e', 'b', 'a', 'd', 'b', 'c', 'b', 'e', 'e', 'e', 'e', 'd', 'd', 'c', 'd', 'e', 'a', 'd', 'e', 'e', 'e', 'e', 'd', 'd', 'd', 'c', 'b', 'e', 'd', 'c', 'e', 'c', 'c', 'c', 'b', 'a', 'c', 'a', 'e', 'b', 'd', 'd', 'd', 'a', 'b', 'e', 'c', 'b', 'c', 'd', 'b', 'd', 'c', 'c', 'c', 'c', 'd', 'a', 'b', 'a', 'a', 'c', 'e', 'c', 'a', 'e', 'd', 'c', 'a', 'd', 'b', 'b', 'e', 'a', 'd', 'b', 'e', 'b', 'a', 'c', 'b', 'b', 'e', 'c', 'd', 'a', 'e', 'e', 'b', 'd', 'a', 'b', 'e', 'c', 'b', 'd', 'e', 'c', 'c', 'a', 'c', 'e', 'b', 'c', 'b', 'd', 'd', 'e', 'b', 'e', 'a', 'c', 'b', 'a', 'a', 'd', 'd', 'e', 'a', 'b', 'a', 'a', 'a', 'e', 'c')",6000
11,spec_second_2.dot,15.6,"('c', 'd', 'c', 'd', 'e', 'b', 'c', 'd', 'c', 'c', 'b', 'd', 'd', 'c', 'e')",27200
11,spec_second_1.dot,2.55,"('b', 'b', 'c', 'b', 'a', 'a', 'd', 'c', 'd', 'a', 'e', 'c', 'd', 'a', 'a', 'c', 'd', 'c', 'b', 'd', 'c', 'e', 'd')",4400
11,spec_second_5.dot,1.78,"('e', 'b', 'c', 'd', 'c', 'a', 'd', 'c', 'd', 'e', 'b', 'e', 'a', 'a', 'd', 'c', 'c', 'b', 'e')",3000
11,spec_second_3.dot,32.1,"('b', 'a', 'a', 'a', 'd', 'e', 'e', 'c', 'b', 'a', 'c', 'a', 'a', 'e', 'c', 'c', 'b', 'b', 'd', 'e', 'd', 'd', 'c', 'a', 'c', 'a', 'c', 'a', 'e', 'b', 'e', 'c', 'b', 'e', 'c', 'e', 'e', 'e', 'c', 'a', 'd', 'a', 'a', 'b', 'c', 'd', 'd', 'd', 'c', 'd', 'a', 'e', 'c', 'b', 'c', 'b', 'a', 'a', 'e', 'b', 'e', 'e', 'd', 'd', 'c', 'b', 'e', 'e', 'a', 'd', 'b', 'b', 'c', 'b', 'c', 'e', 'e', 'b', 'd', 'a', 'b', 'c', 'b', 'a', 'a', 'd', 'c', 'a', 'e', 'e', 'b', 'e', 'a', 'c', 'e', 'b', 'd', 'c', 'd', 'b', 'c', 'c', 'b', 'e', 'e', 'e', 'a', 'a', 'd', 'a', 'a', 'b', 'c', 'a', 'a', 'd', 'b', 'c', 'a', 'e', 'c', 'c', 'a', 'e', 'a', 'e', 'c', 'c', 'd', 'c', 'b', 'd', 'd', 'c', 'd', 'd', 'b', 'c', 'a', 'd', 'c', 'e', 'e', 'a', 'c', 'a', 'e', 'b', 'c', 'b', 'e', 'e', 'd', 'c', 'a', 'd', 'e', 'c', 'e', 'c', 'e', 'e', 'b', 'a', 'd', 'b', 'b', 'e', 'a', 'a', 'd', 'c', 'c', 'e', 'c', 'b', 'a', 'a', 'd', 'a', 'c', 'e', 'a', 'b', 'a', 'e', 'd', 'e', 'e', 'e', 'd', 'b', 'c')",56000
3,spec_second_2.dot,11.6,"('c', 'd', 'e', 'c', 'd', 'a', 'e', 'a', 'd', 'c', 'b', 'd', 'a', 'd', 'b', 'e', 'b', 'e', 'b', 'a', 'd', 'e', 'b', 'c', 'c', 'a', 'a', 'a', 'e', 'b', 'a', 'd', 'c', 'e', 'b', 'd', 'e', 'e', 'e', 'd', 'e', 'a', 'e', 'b', 'a', 'b', 'a', 'b', 'a', 'a', 'c', 'a', 'e', 'e', 'c', 'c', 'd', 'b', 'c', 'c', 'b', 'a', 'b', 'e', 'b', 'a', 'a', 'a', 'c', 'd', 'a', 'a', 'a', 'd', 'a', 'd', 'd', 'd', 'a', 'a', 'b', 'c', 'c', 'd', 'd', 'a', 'a', 'e', 'a', 'b', 'd', 'c', 'c', 'e', 'b', 'e', 'a', 'd', 'b', 'c', 'e', 'c', 'c', 'b', 'a', 'a', 'e', 'd', 'a', 'd', 'a', 'e', 'a', 'b', 'a', 'b', 'd', 'b', 'c', 'a', 'c', 'c', 'a', 'e', 'b', 'c', 'b', 'd', 'c', 'c', 'b', 'a', 'a', 'd', 'e', 'd', 'b', 'd', 'b', 'c', 'b', 'a', 'e', 'e', 'c', 'd', 'e', 'b', 'd', 'b', 'b', 'b', 'a', 'd', 'd', 'd', 'b', 'a', 'b', 'e', 'b', 'b', 'b', 'b', 'c', 'e', 'a', 'c', 'b', 'a', 'e', 'a', 'd', 'd', 'a', 'e', 'e', 'a', 'd', 'b', 'c', 'c', 'b', 'a', 'b', 'b', 'a', 'e', 'd', 'b', 'd', 'd', 'c', 'c', 'a', 'e', 'c', 'c', 'b', 'a', 'b', 'd', 'b')",30600
