name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries
13,spec_5.dot,35.5,NAN,8,1,120590
13,spec_4.dot,34.9,NAN,8,1,120597
13,spec_1.dot,36.0,NAN,8,1,120597
13,spec_3.dot,36.3,NAN,8,1,120863
13,spec_2.dot,35.3,"('d', 'a', 'b', 'd', 'c', 'b', 'a', 'b', 'e', 'c', 'c', 'b', 'a', 'c', 'e', 'e', 'b', 'd', 'e', 'e', 'e', 'b', 'c', 'a', 'c', 'a', 'd', 'a', 'd', 'a', 'b', 'c', 'c', 'a', 'e', 'd', 'c', 'a', 'e', 'a', 'e', 'a', 'a', 'e', 'a', 'b', 'c', 'a', 'b', 'a', 'e', 'e', 'e', 'a', 'd', 'e', 'a', 'e', 'b', 'c', 'b', 'b', 'd', 'e', 'b', 'b', 'a', 'd', 'a', 'e', 'e', 'c', 'd', 'b', 'e', 'c', 'd', 'b', 'b', 'd', 'a', 'a', 'b', 'a', 'e', 'c', 'a', 'c', 'b', 'b', 'e', 'd', 'c', 'd', 'c', 'd', 'b', 'd', 'e', 'b', 'b', 'e', 'd', 'c', 'e', 'a', 'a', 'd', 'a', 'c', 'c', 'a', 'e', 'a', 'b', 'a', 'c', 'b', 'a', 'e', 'c', 'd', 'd', 'd', 'b', 'c', 'e', 'c', 'e', 'b', 'c', 'd', 'c', 'e', 'd', 'a', 'c', 'd', 'c', 'e', 'b', 'c', 'd', 'c', 'c', 'b', 'e', 'c', 'b', 'd', 'd', 'c', 'a', 'a', 'e', 'd', 'a', 'c', 'b', 'a', 'd', 'd', 'e', 'e', 'b', 'c', 'e', 'c', 'b', 'e', 'a', 'b', 'e', 'd', 'c', 'c', 'e', 'd', 'a', 'd', 'e', 'c', 'c', 'b', 'e', 'a', 'e', 'd', 'e', 'a', 'e', 'b', 'b', 'b', 'a', 'd', 'a', 'b', 'a', 'e', 'c', 'b', 'b', 'e', 'e', 'd', 'a', 'd', 'b', 'b', 'c', 'e', 'a', 'b', 'a', 'c', 'b', 'e', 'c', 'e', 'b', 'b', 'd', 'b', 'd', 'b', 'c', 'd', 'a', 'e', 'c', 'b', 'a', 'e', 'd', 'c', 'c', 'c', 'e', 'd', 'b', 'b', 'a', 'e', 'a', 'e', 'a', 'e', 'e', 'e', 'd', 'b', 'a', 'e', 'b', 'a', 'd', 'c', 'b', 'c', 'a', 'd', 'c', 'c', 'c', 'd', 'c', 'c', 'd', 'c', 'd', 'c', 'b', 'd', 'b', 'c', 'd', 'd', 'e', 'a', 'a', 'e', 'd', 'e', 'e', 'd', 'a', 'd', 'd', 'b', 'c', 'b', 'd', 'd', 'b', 'e', 'c', 'a', 'e', 'a', 'c', 'd', 'b', 'b', 'c', 'b', 'e', 'b', 'b', 'a', 'd', 'c', 'd', 'a', 'b', 'a', 'c', 'd', 'c', 'a', 'e', 'e', 'c', 'b', 'e', 'c', 'a', 'a', 'e', 'b', 'c', 'd', 'a', 'e', 'c', 'e', 'e', 'c', 'e', 'a', 'a', 'b', 'd', 'b', 'a', 'e', 'a', 'e', 'c', 'e', 'b', 'a', 'b', 'b', 'b', 'a', 'c', 'd', 'c', 'a', 'b', 'e', 'c', 'e', 'e', 'd', 'e', 'd', 'd', 'c', 'c', 'b', 'a', 'd', 'e', 'a', 'd', 'a', 'a', 'b', 'd', 'a', 'd', 'a', 'e', 'a', 'e', 'e', 'a', 'e', 'c', 'a', 'b', 'a', 'c', 'c', 'b', 'e', 'e', 'e', 'a', 'c', 'e', 'b', 'b', 'b', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'a', 'b', 'b', 'a', 'b', 'b', 'e', 'a', 'd', 'b', 'c', 'e', 'c', 'a', 'e', 'd', 'c', 'a', 'c', 'b', 'b', 'c', 'a', 'c', 'a', 'b', 'd', 'b', 'b', 'd', 'd', 'a', 'a', 'b', 'd', 'e', 'c', 'e', 'd', 'b', 'd', 'd', 'c', 'c', 'a', 'c', 'a', 'c', 'a', 'b', 'a', 'e', 'c', 'd', 'd', 'a', 'b', 'b', 'd', 'd', 'e', 'a', 'e', 'a', 'd', 'c', 'c', 'e', 'b', 'c', 'b', 'b', 'b', 'd', 'b', 'e', 'd', 'b', 'e', 'c', 'c', 'e', 'e', 'a', 'c', 'd', 'b', 'd', 'e', 'e', 'c', 'd', 'a', 'e', 'd', 'd', 'd', 'd', 'c', 'b', 'b', 'e', 'c', 'c', 'a', 'b', 'e', 'b', 'a', 'b', 'a', 'b', 'c', 'c', 'a', 'b', 'b', 'b', 'e', 'd', 'b', 'd', 'a', 'b', 'a', 'a', 'd', 'a', 'b', 'a', 'd', 'c', 'c', 'c', 'a', 'e', 'c', 'b', 'a', 'c', 'a', 'b', 'a', 'c', 'c', 'b', 'e', 'b', 'b', 'c', 'b', 'c', 'd', 'e', 'c', 'a', 'd', 'e', 'e', 'e', 'c', 'e', 'e', 'b', 'e', 'a', 'd', 'a', 'b', 'e', 'd', 'd', 'd', 'c', 'e', 'b', 'a', 'd', 'e', 'e', 'a', 'b', 'e', 'e', 'e', 'e', 'e', 'a', 'b', 'e', 'c', 'c', 'b', 'd', 'a', 'a', 'e', 'a', 'b', 'b', 'c', 'e', 'e', 'd', 'b', 'c', 'd', 'a', 'b', 'd', 'd', 'e', 'd', 'e', 'd', 'a', 'a', 'e', 'b', 'c', 'b', 'c', 'e', 'a', 'd', 'c', 'b', 'c', 'e', 'c', 'a', 'c', 'd', 'e', 'e', 'a', 'c', 'a', 'c', 'd', 'e', 'c', 'b', 'a', 'c', 'e', 'e', 'a', 'a', 'b', 'b', 'd', 'e', 'd', 'e', 'c', 'd', 'e', 'e', 'a', 'e', 'e', 'b', 'd', 'a', 'a', 'e', 'b', 'e', 'c', 'c', 'b', 'e', 'c', 'c', 'e', 'b', 'b', 'a', 'd', 'b', 'c', 'a', 'd', 'c', 'c', 'c', 'e', 'c', 'e', 'e', 'd', 'c', 'b', 'b', 'a', 'a', 'e', 'd', 'a', 'e', 'e', 'a', 'a', 'd', 'a', 'd', 'c', 'a', 'd', 'c', 'e', 'a', 'd', 'c', 'a', 'e', 'b', 'e', 'd', 'c', 'b', 'c', 'd', 'e', 'c', 'a', 'e', 'a', 'e', 'b', 'c', 'a', 'd', 'c', 'b', 'a', 'd', 'd', 'd', 'd', 'b', 'a', 'c', 'd', 'a', 'c', 'a', 'd', 'e', 'd', 'a', 'a', 'c', 'd', 'c', 'e', 'c', 'b', 'a', 'e', 'b', 'e', 'd', 'd', 'a', 'b', 'b', 'e', 'd', 'e', 'b', 'a', 'd', 'a', 'e', 'b', 'b', 'c', 'e', 'a', 'c', 'c', 'b', 'e', 'e', 'a', 'd', 'a', 'd', 'd', 'c', 'a', 'd', 'a', 'b', 'e', 'b', 'a', 'a', 'c', 'a', 'c', 'e', 'd', 'e', 'c', 'e', 'c', 'd', 'b', 'b', 'd', 'a', 'e', 'e', 'c', 'e', 'd', 'a', 'c', 'c', 'c', 'd', 'e', 'e', 'e', 'e', 'd', 'a', 'd', 'd', 'd', 'd', 'd', 'd', 'd', 'a', 'c', 'd', 'a', 'c', 'e', 'e', 'c', 'c', 'd', 'a', 'e', 'b', 'd')",8,1,118267
22,spec_1.dot,7.44,"('a', 'a', 'b', 'b', 'b', 'e', 'd', 'e', 'a', 'a', 'c', 'd', 'd', 'd', 'e', 'd', 'e', 'c', 'a', 'a', 'b', 'b', 'e', 'a', 'b', 'c', 'd', 'd', 'e', 'd', 'd', 'c', 'd', 'a', 'd', 'c', 'c', 'e', 'e', 'b', 'e', 'd', 'a', 'e', 'b', 'b', 'b', 'e', 'b', 'b', 'a', 'a', 'e', 'd')",11,8,21488
22,spec_2.dot,4.08,"('b', 'c', 'e', 'e', 'b', 'c', 'd', 'd')",11,8,11688
7,spec_5.dot,6.24,"('c', 'b', 'd', 'c', 'd', 'e', 'b', 'a', 'e', 'b', 'e', 'e', 'a', 'a', 'e', 'a', 'b', 'd', 'a', 'b', 'd', 'e', 'e', 'd', 'd', 'c', 'e')",19,5,17384
7,spec_4.dot,0.832,"('b', 'd', 'd', 'e', 'e', 'c', 'c', 'a', 'c', 'b', 'c', 'e', 'c', 'b', 'c', 'e', 'e', 'b', 'b', 'b', 'c', 'b', 'c', 'a', 'e', 'a', 'a', 'e', 'a', 'a', 'c', 'c', 'a', 'b', 'e', 'd', 'a', 'd', 'a', 'b', 'c', 'a', 'c', 'a', 'e', 'c', 'e', 'c', 'c', 'e', 'a', 'e', 'e', 'a', 'e', 'b', 'e', 'b', 'a', 'd', 'e', 'b', 'e', 'e')",19,5,4742
7,spec_1.dot,7.68,"('a', 'e', 'e', 'a', 'a', 'c', 'a', 'b', 'e', 'c', 'e', 'd', 'b', 'e', 'd', 'd', 'b', 'b', 'a', 'b', 'c', 'd', 'b', 'd', 'd', 'd', 'c', 'd', 'e', 'd', 'c', 'c', 'e', 'e', 'e', 'c', 'c', 'b', 'c', 'b', 'd', 'd', 'd', 'a', 'c', 'd', 'b', 'b', 'b', 'b', 'c', 'c', 'c', 'd', 'a', 'd', 'c', 'b', 'd', 'd', 'e', 'd', 'b', 'c', 'b')",19,5,21196
