name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries
7,spec_3.dot,3.15,"('a', 'a', 'c', 'e', 'a', 'e', 'b', 'd', 'b', 'a', 'a', 'c', 'a', 'c', 'a', 'd', 'c', 'a', 'd', 'd', 'a', 'a')",19,5,6620
7,spec_2.dot,1.92,"('c', 'e', 'a', 'c', 'a', 'e', 'e', 'b', 'b', 'c', 'd', 'c', 'e', 'b', 'd', 'b', 'b', 'b', 'd', 'e', 'e', 'b', 'b', 'c', 'a', 'c', 'd', 'd', 'a', 'c', 'a', 'b', 'e', 'b', 'c', 'e', 'e', 'd', 'b', 'd', 'e', 'd', 'd', 'c', 'b', 'a', 'd', 'c', 'c', 'e')",19,5,7003
28,spec_4.dot,3.09,"('e', 'e', 'c', 'b', 'a', 'c', 'a', 'a', 'a', 'd', 'c', 'd', 'a', 'c', 'c', 'a', 'e', 'c', 'd', 'b', 'd', 'd', 'a', 'd', 'a', 'e', 'c', 'e', 'd', 'd', 'd', 'd', 'c', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'e', 'd', 'a', 'a', 'd', 'b', 'e', 'c', 'b', 'e', 'd', 'c', 'b', 'e', 'b', 'b', 'd', 'b', 'd', 'b', 'e', 'e', 'a', 'e', 'c', 'e', 'b', 'a', 'b', 'd', 'e', 'e', 'b', 'b', 'b', 'e', 'a', 'd', 'd', 'd', 'a', 'd', 'b', 'c', 'a', 'c', 'd', 'a', 'd', 'b', 'c', 'd', 'b', 'd', 'c', 'd', 'd', 'e', 'e', 'e', 'a', 'a', 'c', 'b', 'e', 'e', 'e', 'c', 'c', 'e', 'e', 'd', 'a', 'a', 'a', 'a', 'e', 'e', 'd', 'd', 'e', 'c', 'e', 'e', 'e', 'd', 'e', 'a', 'a', 'd', 'a', 'a', 'e', 'a', 'd', 'd', 'c', 'b', 'a', 'c', 'b', 'c', 'e', 'd', 'a', 'c', 'b', 'b', 'c', 'e', 'e', 'a', 'a', 'a')",21,18,9571
28,spec_1.dot,2.23,"('a', 'd', 'b', 'a', 'b', 'd', 'c', 'e', 'e', 'e', 'e', 'a', 'a', 'a', 'd', 'c', 'e', 'c', 'b', 'c', 'c', 'a', 'b', 'e', 'c', 'd', 'e', 'd', 'b', 'd', 'a', 'b', 'e', 'a', 'b', 'e', 'e', 'e', 'e', 'c', 'e', 'a', 'b', 'c', 'a', 'a', 'd', 'b', 'd', 'b', 'e', 'a', 'a', 'b', 'c', 'b', 'c', 'd', 'e', 'a', 'c', 'd', 'a', 'c', 'b', 'd', 'a', 'b', 'e', 'b', 'a', 'e', 'c', 'd', 'b', 'b', 'd', 'd', 'b', 'a', 'e', 'a', 'e', 'e', 'b', 'd', 'b', 'b', 'e', 'b')",21,18,8171
28,spec_3.dot,1.02,"('c', 'd', 'd', 'c', 'c', 'a', 'a', 'a', 'c', 'd', 'a', 'd', 'b', 'd', 'e', 'd', 'd', 'd', 'c', 'a', 'a', 'd', 'e', 'e', 'd', 'd', 'c', 'c', 'd', 'e', 'c', 'e', 'c', 'c', 'c', 'c', 'c', 'b', 'd', 'd', 'e', 'd', 'e', 'e', 'b', 'e', 'e', 'd', 'b', 'b', 'b', 'c', 'c', 'd', 'c', 'a', 'b', 'd', 'd', 'a', 'd', 'd', 'e', 'b', 'a', 'b', 'd', 'c')",21,18,5771
28,spec_2.dot,2.84,"('c', 'e', 'b', 'c', 'b', 'c', 'c', 'e', 'a', 'a', 'b', 'd', 'a', 'c', 'd', 'a', 'b', 'e', 'b', 'e', 'd', 'd', 'c', 'c', 'c', 'b', 'e', 'b', 'a', 'b', 'd', 'c', 'd', 'a', 'b', 'b', 'd', 'd', 'e', 'a', 'c')",21,18,9171
26,spec_4.dot,35.7,NAN,9,4,120915
26,spec_1.dot,36.3,NAN,9,4,120631
26,spec_3.dot,36.4,NAN,9,4,120661
26,spec_2.dot,35.5,NAN,9,4,120631
9,spec_5.dot,7.13,"('c', 'c', 'd', 'e', 'b', 'b', 'b', 'b', 'e', 'e', 'a', 'c', 'a', 'e', 'e', 'b', 'a', 'd', 'e', 'd', 'c', 'c', 'c', 'e', 'e', 'b', 'c', 'e', 'c', 'a', 'a', 'd', 'd', 'c', 'a', 'b', 'd', 'e', 'b', 'a', 'a', 'e', 'c', 'b', 'b', 'e', 'b', 'c', 'b', 'a', 'd', 'd', 'b', 'a', 'c', 'a', 'b', 'a', 'a', 'b', 'b', 'd', 'a', 'b', 'b', 'c', 'b', 'b', 'a', 'c', 'c', 'a', 'd', 'e', 'a', 'a', 'e', 'd', 'b', 'c', 'e', 'd', 'c', 'c', 'd', 'e', 'd', 'd', 'a', 'e', 'b', 'c', 'a', 'b', 'c', 'a', 'e', 'e', 'c', 'c', 'e', 'c', 'e', 'c', 'a', 'c', 'd', 'd', 'e', 'c', 'b', 'a', 'd', 'c', 'd', 'a', 'c', 'e', 'b', 'b', 'd', 'd', 'd', 'd', 'c', 'd', 'c', 'c', 'c', 'c', 'e', 'd', 'b', 'c', 'c', 'b', 'b', 'a', 'd', 'b', 'a', 'b', 'e', 'e', 'b', 'e', 'b', 'e', 'a', 'd', 'e', 'd', 'e', 'd', 'e', 'e', 'c', 'b', 'c', 'e', 'c', 'e', 'd', 'd', 'b', 'd', 'a', 'b', 'e', 'd', 'b', 'd', 'd', 'd', 'd', 'b', 'c', 'a', 'a', 'e', 'b', 'b', 'e', 'd', 'a', 'e', 'e', 'b', 'b', 'b', 'e', 'd', 'd', 'b', 'd', 'c', 'd', 'e', 'e', 'b', 'c', 'b')",23,15,17872
9,spec_4.dot,1.21,"('a', 'd', 'c', 'a', 'e', 'd', 'd', 'e', 'd', 'c', 'd', 'b', 'a', 'd', 'a', 'a', 'b', 'c', 'b', 'c', 'b', 'b', 'e', 'e', 'e', 'e', 'a', 'c', 'a', 'c', 'b', 'c', 'b', 'e', 'c', 'e', 'e', 'c', 'b', 'c', 'c', 'a', 'b', 'a', 'd', 'b', 'a', 'c', 'd', 'a', 'b', 'd', 'c', 'c', 'b', 'c', 'a', 'b', 'a', 'e', 'e', 'd', 'e', 'c', 'c', 'd', 'c', 'a', 'c', 'c', 'e', 'd', 'c', 'c', 'c', 'd', 'b', 'e', 'a', 'b', 'b', 'a', 'a', 'e', 'b', 'd', 'c', 'c', 'c', 'c', 'c', 'e', 'b', 'a', 'e', 'c', 'b', 'd', 'a', 'b', 'd', 'c', 'a', 'e', 'b', 'a', 'a', 'd', 'a', 'd', 'a', 'c', 'a', 'e', 'a', 'b', 'b', 'a', 'd', 'a', 'c', 'b', 'c', 'c', 'b', 'd', 'b', 'c', 'e', 'e', 'd', 'c', 'a', 'd', 'b', 'c', 'a', 'c', 'c', 'b', 'c', 'd', 'c', 'c', 'e', 'b', 'b', 'a', 'a', 'd', 'd', 'e', 'a', 'b', 'a', 'b', 'c', 'b', 'b', 'b', 'a', 'd', 'a', 'a', 'e', 'c', 'd', 'b', 'a', 'b', 'd', 'c', 'a', 'd', 'a', 'a', 'b', 'e', 'd', 'e', 'e', 'd', 'b', 'c', 'd', 'e', 'e', 'd', 'c', 'c', 'c', 'd', 'c', 'e', 'd', 'e', 'e', 'c', 'd', 'b', 'a', 'e', 'b', 'b', 'c', 'e', 'b', 'b', 'b', 'e', 'c', 'b', 'e', 'e', 'b', 'b', 'b', 'e', 'a', 'd', 'a')",23,15,6383
9,spec_1.dot,4.86,"('d', 'b', 'd', 'a', 'e', 'b', 'a', 'a', 'e', 'e', 'a', 'e', 'a', 'a', 'c', 'c', 'a', 'e', 'c', 'd', 'a', 'e', 'c', 'c', 'd', 'a', 'b', 'c', 'a', 'c', 'd', 'e', 'e', 'c', 'e', 'e', 'd', 'd', 'd', 'a', 'a', 'b', 'd', 'a', 'e', 'e', 'a', 'e', 'c', 'a', 'e', 'b', 'd', 'd', 'c', 'a', 'e', 'e', 'd', 'c', 'c', 'e', 'd', 'b', 'b', 'd', 'd', 'd', 'e', 'a', 'd', 'c', 'a', 'c', 'd', 'd', 'b', 'c', 'c', 'a', 'b', 'a', 'a', 'b', 'e', 'e', 'c', 'c', 'b', 'd', 'b', 'c', 'e', 'e', 'c', 'e', 'd', 'b', 'a', 'e', 'a', 'd', 'c', 'e', 'd', 'c', 'c', 'd', 'd', 'e', 'c', 'e', 'e', 'e', 'd', 'a', 'd', 'b', 'e', 'b', 'b', 'a', 'b', 'd', 'a', 'a', 'd', 'b', 'b', 'd', 'e', 'd', 'b', 'd', 'e', 'e', 'e', 'b', 'c', 'b', 'd', 'd', 'd', 'c', 'c', 'd', 'a', 'b', 'b', 'c', 'b', 'b', 'c', 'b', 'c', 'd', 'b', 'c', 'e', 'd', 'b', 'b', 'd', 'd', 'a', 'd', 'a', 'd', 'a', 'b', 'a', 'b', 'a', 'a', 'b')",23,15,13169
9,spec_3.dot,1.11,"('a', 'c', 'a', 'd', 'c', 'd', 'e', 'e', 'c', 'c', 'b', 'c', 'a', 'a', 'c', 'd')",23,15,6553
9,spec_2.dot,7.71,"('a', 'd', 'c', 'b', 'a', 'e', 'c', 'e', 'e', 'c', 'a', 'c', 'c', 'd', 'a', 'a', 'e', 'e', 'e', 'e', 'c', 'c', 'a', 'b', 'c', 'e', 'c', 'c', 'b', 'a', 'c', 'd', 'a', 'c', 'c', 'c', 'a', 'e', 'd', 'd', 'e', 'a', 'c', 'a', 'e', 'a', 'd', 'a', 'd', 'e', 'e', 'c', 'd', 'a', 'd', 'b', 'b', 'c', 'b', 'd', 'b', 'b')",23,15,14234
11,spec_5.dot,5.58,"('a', 'c', 'c', 'a', 'a', 'e', 'e', 'a', 'a', 'c', 'c', 'd', 'b', 'e', 'c', 'e', 'd', 'e', 'a', 'b', 'a', 'c', 'd', 'd', 'b', 'c', 'd', 'e', 'e', 'a', 'd', 'b', 'e', 'a', 'a', 'c', 'd', 'e', 'b', 'c', 'd', 'd', 'b', 'b', 'e', 'b', 'b', 'c', 'e', 'c', 'e', 'd', 'd', 'c', 'd', 'b', 'd', 'a', 'b', 'd', 'e', 'c', 'b', 'd', 'c', 'd', 'b', 'e', 'b', 'b', 'a', 'b', 'e', 'a', 'e', 'c', 'd', 'd', 'e', 'c', 'a', 'd', 'b', 'b', 'b', 'c', 'b', 'e', 'a', 'e', 'a', 'd', 'd', 'a', 'c', 'a', 'e', 'd', 'c', 'c', 'a', 'c', 'c', 'c', 'd', 'b', 'd', 'b', 'e', 'd', 'd', 'b', 'e', 'e', 'd', 'a', 'c', 'c', 'e', 'c', 'b', 'b', 'a', 'b', 'd', 'b', 'a', 'e', 'e', 'e', 'b', 'b', 'b', 'e', 'c', 'c', 'e', 'b', 'b', 'd', 'c', 'c', 'b', 'a', 'a', 'd', 'd')",28,19,17374
11,spec_4.dot,1.75,"('e', 'c', 'd', 'd', 'd', 'b', 'a', 'c', 'd', 'd', 'b', 'e', 'c', 'd', 'c', 'b', 'c', 'c', 'e', 'e', 'c', 'a', 'a', 'e', 'b', 'e', 'c', 'e', 'c', 'a', 'd', 'b', 'b', 'd', 'a', 'c', 'b', 'd', 'c', 'c', 'b', 'c', 'e', 'b', 'a', 'd', 'd', 'd', 'c', 'b', 'c', 'e', 'c', 'd', 'c', 'd', 'b', 'a', 'c', 'b', 'e', 'b', 'e', 'b', 'a', 'a', 'd', 'a', 'a', 'c', 'e', 'd', 'e', 'e', 'b', 'a', 'd', 'b', 'a', 'd', 'c', 'e', 'c', 'b', 'e', 'b', 'c', 'a', 'c', 'a', 'c', 'b', 'd', 'a', 'b', 'b', 'c', 'b', 'b')",28,19,10574
11,spec_1.dot,5.61,"('d', 'e', 'c', 'b', 'c', 'c', 'e', 'a', 'e', 'a', 'a', 'c', 'b', 'c', 'a', 'a', 'a', 'e', 'a', 'a', 'e', 'c', 'e', 'c', 'e', 'b', 'd', 'd', 'c', 'e', 'c', 'c', 'a', 'c', 'b', 'b', 'c', 'b', 'c', 'b', 'e', 'd', 'c', 'e', 'a', 'b', 'c', 'd', 'b', 'd', 'e', 'e', 'a', 'c', 'c', 'a', 'd', 'a', 'b', 'b', 'a', 'c', 'a', 'd', 'c', 'd', 'd', 'e', 'c', 'a', 'a', 'a', 'e', 'c', 'c', 'c', 'e', 'c', 'c', 'b', 'c', 'c', 'd', 'd', 'b', 'c', 'a', 'a', 'b', 'b', 'e', 'a', 'c', 'd', 'd', 'b', 'a', 'e', 'a', 'c', 'b', 'e', 'a', 'e', 'b', 'c', 'e', 'd', 'd', 'b', 'e', 'e', 'b', 'e', 'd', 'a', 'a', 'a', 'd', 'b', 'b', 'a', 'a', 'b', 'd', 'e', 'c', 'd', 'd', 'b', 'e', 'd', 'b', 'd', 'a', 'e', 'a', 'a', 'a', 'd', 'd', 'e', 'c', 'b', 'a', 'e', 'a', 'c', 'e', 'b', 'e', 'b', 'c', 'a', 'e', 'e', 'd', 'c', 'a', 'b', 'e', 'e', 'e', 'c', 'c', 'c', 'a', 'a', 'c', 'd', 'c', 'e', 'a', 'a', 'c', 'b', 'e', 'e', 'c', 'a', 'd', 'c', 'a', 'a', 'e', 'c', 'a', 'a', 'd', 'd', 'd', 'e', 'a', 'b', 'b', 'd', 'b', 'e', 'c', 'e', 'e', 'a', 'b', 'd', 'e', 'd', 'c', 'a', 'b', 'd', 'a', 'a', 'b', 'b', 'a', 'c', 'a', 'd', 'd', 'e', 'e', 'e', 'e', 'c', 'd', 'a', 'b', 'd', 'b', 'd', 'c', 'c', 'b', 'e', 'b', 'e', 'c', 'd', 'a', 'a', 'a', 'b', 'b', 'e', 'e', 'b', 'd', 'e', 'e', 'd', 'a', 'e', 'a', 'e', 'b', 'd', 'e', 'a', 'a', 'c', 'a', 'b', 'b', 'd', 'd', 'a', 'a', 'b', 'c', 'a', 'c', 'a', 'c', 'e', 'b', 'e', 'c', 'c', 'a', 'c', 'e', 'e')",28,19,17574
11,spec_3.dot,15.7,"('c', 'a', 'c', 'e', 'e', 'b', 'b', 'c', 'b', 'a', 'a', 'd', 'd', 'b')",28,19,35574
11,spec_2.dot,3.77,"('b', 'e', 'd', 'd', 'c', 'b', 'd', 'd', 'a', 'c', 'b', 'c', 'c', 'e', 'e', 'b', 'd', 'c', 'b', 'b', 'a', 'a', 'e', 'c', 'd', 'b', 'a', 'd', 'b', 'b', 'e', 'a', 'c', 'b', 'a', 'c', 'c', 'c', 'c', 'e', 'e', 'a', 'b', 'd', 'e', 'd', 'a', 'a', 'e', 'b', 'c', 'b', 'a', 'a', 'd', 'c', 'd', 'e', 'd')",28,19,14174
3,spec_5.dot,6.03,"('b', 'e', 'c', 'a', 'd', 'd', 'b', 'e', 'd', 'd', 'a', 'e', 'c', 'd', 'e', 'd', 'b', 'd', 'e', 'd', 'a', 'd', 'c', 'e', 'e', 'd', 'b', 'c', 'd', 'c', 'a', 'b', 'a', 'd', 'd', 'd')",14,11,16958
3,spec_4.dot,6.23,"('a', 'd', 'b', 'b', 'd', 'c', 'd', 'a', 'e', 'b', 'd', 'c', 'b', 'a', 'b', 'a', 'b', 'd', 'd')",14,11,18168
3,spec_1.dot,12.9,"('c', 'b', 'a', 'c', 'e', 'e', 'b', 'c', 'e', 'e', 'd', 'd', 'c', 'c', 'b', 'b', 'a', 'a', 'a', 'a', 'd', 'd', 'e', 'b', 'a', 'c', 'c', 'a', 'c', 'd', 'b', 'c', 'b', 'd', 'a', 'b', 'b', 'a', 'e', 'b', 'c', 'c', 'a', 'a', 'a', 'c')",14,11,37768
3,spec_3.dot,4.79,"('b', 'c', 'e', 'e', 'd', 'c', 'b', 'a', 'b', 'b', 'e', 'd')",14,11,14758
3,spec_2.dot,1.93,"('d', 'a', 'e', 'c', 'e', 'd', 'd', 'b', 'a', 'd', 'b', 'c', 'c', 'c', 'c', 'a', 'e', 'e', 'c', 'a', 'a', 'c', 'c', 'b', 'a', 'c', 'e', 'e', 'd', 'b', 'e', 'e', 'a', 'b', 'a', 'e', 'd', 'd', 'a', 'a', 'c', 'e', 'e', 'd', 'c', 'b', 'e', 'a', 'd', 'e', 'd', 'a', 'c', 'd', 'd', 'd', 'd', 'd', 'd', 'd', 'a', 'e', 'a', 'c', 'd', 'e', 'd', 'd', 'a', 'e', 'd', 'e', 'c', 'e', 'd', 'e', 'e', 'd', 'e', 'e', 'a', 'a', 'c', 'a', 'a', 'd', 'b', 'b', 'b', 'a', 'e', 'e', 'd', 'd', 'b', 'c', 'd', 'c', 'b', 'a', 'b', 'b', 'b', 'e', 'e', 'c', 'd', 'c', 'c', 'e', 'd', 'd', 'b', 'e', 'b', 'd', 'c', 'c', 'c', 'b', 'd', 'a', 'c', 'b', 'e', 'e', 'c', 'd', 'c', 'a', 'b', 'e', 'e', 'e', 'c', 'e', 'c', 'd', 'b', 'e', 'd', 'e', 'e', 'a', 'a', 'c', 'd', 'a', 'e', 'd', 'a', 'b', 'd', 'c', 'a', 'e', 'c', 'd', 'c', 'd', 'a', 'c', 'b', 'a', 'b', 'b', 'c', 'b', 'd', 'c', 'd', 'e', 'd', 'a', 'd', 'c', 'd', 'd', 'e', 'b', 'b', 'c', 'c', 'd', 'e', 'd', 'a', 'a', 'e', 'c', 'c', 'b', 'd', 'c', 'd', 'b', 'c', 'd', 'e', 'd', 'd', 'a', 'a', 'b', 'a', 'b', 'a', 'b', 'c', 'a', 'c', 'e', 'a', 'a', 'a', 'e', 'e', 'c', 'c', 'd', 'c', 'b', 'a', 'b', 'c', 'c', 'e', 'e', 'd', 'd', 'a', 'c', 'a', 'c', 'b', 'b', 'd', 'c', 'd', 'b', 'a', 'd', 'c')",14,11,5954
