name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries
26,spec_2.dot,11.3,"('c', 'c', 'd', 'd', 'd', 'd', 'd', 'e', 'a', 'd', 'e', 'e', 'b', 'e', 'c', 'c', 'b', 'e', 'b', 'd', 'b', 'a', 'e', 'e', 'e', 'b', 'd', 'a', 'e', 'c', 'c', 'c', 'b', 'e', 'b', 'b', 'c', 'd', 'd', 'd', 'c', 'b', 'd', 'e', 'b', 'e', 'a', 'a', 'b', 'd', 'b', 'e', 'c', 'e', 'd', 'b', 'b', 'a', 'e', 'd', 'c', 'd', 'b', 'c', 'e', 'e', 'b', 'e', 'd', 'b', 'd', 'b', 'e', 'a', 'd', 'e', 'e', 'b', 'e', 'd', 'a', 'b', 'c', 'd', 'a', 'd', 'd', 'd', 'd', 'b', 'a', 'b', 'e', 'e', 'd', 'e', 'b', 'e', 'e', 'c', 'e', 'b', 'b', 'c', 'b', 'e', 'b', 'b', 'a', 'c', 'c', 'b', 'd', 'e', 'b', 'e', 'd', 'b', 'c', 'e', 'b', 'c', 'b', 'a', 'a', 'e', 'a', 'a', 'b', 'c', 'e', 'd', 'c', 'd', 'b', 'b', 'd', 'd', 'a', 'b', 'b', 'a', 'c', 'a', 'c', 'b', 'c', 'b', 'b', 'b', 'e', 'e', 'c', 'c', 'e', 'e', 'c', 'd', 'c', 'a', 'b', 'b', 'b', 'b', 'a', 'a', 'd', 'b', 'a', 'e', 'c', 'b', 'd', 'c', 'c', 'c', 'c', 'e', 'a', 'e', 'a', 'a', 'c', 'a', 'c', 'd', 'e', 'd', 'b', 'b', 'a', 'e', 'a', 'e', 'd', 'd', 'a', 'c', 'c', 'c', 'a', 'd', 'b', 'd', 'c', 'c', 'c', 'b', 'e', 'e', 'e', 'b', 'c', 'e', 'd', 'c', 'd', 'a', 'b', 'd', 'e', 'b', 'e', 'd', 'd', 'd', 'c', 'c', 'e', 'c', 'b', 'b', 'b', 'd', 'a', 'c', 'e', 'e', 'b', 'c', 'b', 'a', 'b', 'b', 'c', 'e', 'e', 'd', 'd', 'd', 'c', 'c', 'd', 'd', 'b', 'a', 'a', 'b', 'c', 'a', 'd', 'a', 'b', 'c', 'c', 'a', 'e', 'e', 'd', 'e', 'c', 'b', 'd', 'e', 'a', 'c', 'b', 'b', 'b', 'c', 'e', 'b', 'b', 'a', 'd', 'd', 'c', 'c', 'e', 'd', 'd', 'c', 'b', 'c', 'c', 'a', 'c', 'd', 'd', 'b', 'b', 'c', 'a', 'c', 'c', 'e', 'd', 'a', 'b', 'b', 'd', 'b', 'b', 'e', 'c', 'b', 'c', 'c', 'e', 'a', 'c', 'e', 'e', 'a', 'b', 'e', 'b', 'a', 'c', 'a', 'e', 'b', 'a', 'e', 'c', 'e', 'e', 'c', 'c', 'b', 'c', 'e', 'd', 'a', 'c', 'e', 'd', 'e', 'c', 'c', 'c', 'a', 'c', 'c', 'd', 'd', 'e', 'b', 'b', 'c', 'b', 'b', 'a', 'b', 'b', 'c', 'e', 'a', 'a', 'e', 'c', 'd', 'a', 'a', 'b', 'a', 'b', 'd', 'b', 'c', 'd', 'b', 'c', 'e', 'c', 'a', 'c', 'c', 'd', 'd', 'a', 'd', 'b', 'b', 'e', 'a', 'c', 'a', 'a', 'd', 'b', 'c', 'd', 'd', 'a', 'd', 'a', 'd', 'c', 'a', 'c', 'e', 'a', 'c', 'e', 'e', 'a', 'a', 'a', 'a', 'e', 'e', 'e', 'e', 'd', 'a', 'a', 'd', 'e', 'c', 'a', 'd', 'd', 'e', 'e', 'a', 'd', 'e', 'a', 'b', 'd', 'a', 'c', 'c', 'e', 'a', 'c', 'd', 'a', 'c', 'c', 'b', 'd', 'e', 'a', 'c', 'e', 'c', 'c', 'c', 'a', 'a', 'c', 'a', 'e', 'b', 'a', 'd', 'c', 'b', 'b', 'e', 'a', 'e', 'd', 'b', 'd', 'c', 'c', 'd', 'a', 'b', 'b', 'a', 'e', 'a', 'a', 'a', 'a', 'a', 'e', 'b', 'b', 'a', 'a', 'd', 'a')",21,5,23731
9,spec_5.dot,2.48,"('c', 'd', 'e', 'a', 'e', 'c', 'e', 'a', 'b', 'e', 'b', 'b', 'a', 'b', 'a', 'b', 'c', 'e', 'e', 'e', 'a', 'a', 'b', 'a', 'c', 'e', 'c', 'c', 'e', 'c', 'b', 'a', 'c', 'a', 'e', 'b', 'e', 'c', 'a', 'e', 'e', 'b', 'd', 'c', 'c', 'c', 'c', 'e', 'b', 'a', 'a', 'e', 'a', 'd', 'b', 'e', 'a', 'c', 'e', 'a', 'b', 'b', 'b', 'a', 'd', 'c', 'b', 'd', 'd', 'd', 'd', 'c', 'b', 'e', 'e', 'a', 'b', 'b', 'a', 'b', 'd', 'b', 'e', 'd', 'd', 'b', 'd', 'e', 'a', 'c', 'c', 'b', 'e', 'b', 'd', 'b', 'e', 'a', 'd', 'e', 'b', 'a', 'd', 'e', 'e', 'b', 'a', 'c', 'a', 'd', 'd', 'd', 'e', 'b', 'a', 'e', 'a', 'b', 'e', 'e', 'd', 'a', 'd', 'b', 'c', 'e', 'e', 'b', 'e', 'c', 'e', 'c', 'c', 'b', 'b', 'c', 'd', 'b', 'd', 'c', 'd', 'c', 'a', 'e', 'd', 'b', 'e', 'c', 'd', 'd', 'd', 'a', 'b', 'b', 'd', 'c', 'e', 'c', 'b', 'a', 'a', 'c', 'd', 'b', 'a', 'b', 'd', 'c', 'a', 'e', 'b', 'e', 'c', 'e', 'a', 'a', 'c', 'a', 'e', 'a', 'a', 'a', 'c', 'c', 'd', 'c', 'b', 'a', 'd', 'b', 'c', 'a', 'e', 'e', 'c', 'd', 'd', 'a', 'c', 'e', 'b', 'a', 'a', 'c', 'b', 'd', 'e', 'b', 'e', 'b', 'a', 'a', 'a', 'e', 'b', 'a', 'a', 'c', 'b', 'c', 'd', 'e', 'e', 'e', 'a', 'c', 'a', 'c', 'b', 'e', 'b', 'e', 'd', 'd', 'a', 'a', 'b', 'c', 'b', 'b', 'c', 'b', 'd', 'c', 'a', 'c', 'b', 'e', 'e', 'c', 'b', 'd', 'e', 'a', 'd', 'd', 'b', 'e', 'd', 'd', 'b', 'b', 'a', 'c', 'c', 'e', 'b', 'b', 'c', 'd', 'c', 'a', 'c', 'b', 'a', 'c', 'd', 'e', 'b', 'c', 'd', 'c', 'a', 'e', 'c', 'b', 'c', 'e', 'c', 'a', 'b', 'd', 'a', 'd', 'd', 'd', 'c', 'e', 'c', 'e', 'd', 'c', 'd', 'a', 'c', 'e', 'e', 'd', 'e', 'e', 'b', 'a', 'd', 'b', 'b', 'a', 'b', 'e', 'b', 'c', 'b', 'e', 'a', 'a', 'e', 'e', 'b', 'd', 'b', 'd', 'b', 'b', 'e', 'd', 'b', 'a', 'e', 'd', 'd', 'a', 'b', 'c', 'c', 'a', 'c', 'b', 'd', 'e', 'c', 'c', 'b', 'c', 'c', 'b', 'e', 'c', 'd', 'e', 'e', 'c', 'b', 'a', 'b', 'd', 'b', 'd', 'b', 'd', 'e', 'a', 'e', 'c', 'b', 'd', 'c', 'e', 'a', 'd', 'a', 'a', 'c', 'e', 'd', 'e', 'd', 'd', 'c', 'd', 'a', 'b', 'b', 'c')",14,8,7613
9,spec_4.dot,2.1,"('a', 'c', 'c', 'a', 'd', 'd', 'd', 'd', 'd', 'e', 'a', 'b', 'a', 'd', 'd', 'a', 'd', 'e', 'b', 'b', 'a', 'e', 'd', 'a', 'd', 'c', 'd', 'c', 'a', 'e', 'e', 'c', 'e', 'b', 'a', 'b', 'a', 'a', 'e', 'c', 'd', 'a', 'b', 'e', 'c', 'a', 'e', 'b', 'c', 'd', 'c', 'b', 'e', 'a', 'b', 'b', 'e', 'b', 'd', 'a', 'e', 'e', 'c', 'c', 'b', 'c', 'b', 'b', 'b', 'e', 'a', 'a', 'b', 'a', 'c', 'b', 'd', 'd', 'd', 'b', 'b', 'd', 'e', 'e', 'e', 'c', 'e', 'a', 'a', 'b', 'a', 'c', 'b', 'e', 'e', 'e', 'd', 'd', 'e', 'a', 'b', 'e', 'a', 'd', 'e', 'a', 'a', 'a', 'c', 'a', 'e', 'e', 'e', 'a', 'd', 'd', 'e', 'b', 'c', 'd', 'd', 'a', 'c', 'c', 'a', 'e', 'c', 'e', 'e', 'd', 'c', 'b', 'a', 'c', 'a', 'b', 'e', 'a', 'd', 'a', 'e', 'c', 'b', 'b', 'e', 'a', 'd', 'e', 'b', 'd', 'c', 'd', 'b', 'a', 'd', 'c', 'd', 'e', 'b', 'a', 'c', 'c', 'e', 'b', 'a', 'b', 'c', 'a', 'c', 'c', 'e', 'd', 'd', 'e', 'b', 'c', 'a', 'c', 'b', 'c', 'c', 'c', 'a', 'b', 'a', 'e', 'd', 'c', 'c', 'a', 'e', 'e', 'c', 'b', 'd', 'e', 'b', 'b', 'd', 'd', 'd', 'd', 'c', 'd', 'a', 'd', 'c', 'c', 'a')",14,8,6413
9,spec_1.dot,0.764,"('a', 'e', 'c', 'e', 'b', 'a', 'c', 'e', 'b', 'c', 'b', 'c', 'b', 'c', 'e', 'b', 'b', 'a', 'd', 'e', 'd', 'd', 'b', 'e', 'b', 'e', 'c', 'e', 'b', 'b', 'e', 'c', 'e', 'a', 'b', 'd', 'e', 'e', 'a', 'b', 'e', 'c', 'e', 'e', 'a', 'a', 'a', 'd', 'c', 'e', 'd', 'a', 'e', 'e', 'a', 'd', 'b', 'e', 'd', 'c', 'a', 'd', 'b', 'c', 'b', 'a', 'c', 'a', 'c', 'd', 'c', 'a', 'b', 'e', 'b', 'a', 'b', 'd', 'e', 'c', 'c', 'd', 'c', 'd', 'a', 'd', 'a', 'a', 'e', 'a', 'c', 'd', 'c', 'a', 'b', 'd', 'd', 'a', 'd', 'e', 'e', 'a', 'a', 'e', 'b', 'b', 'b', 'c', 'd', 'c', 'b', 'a', 'e', 'd', 'c', 'a', 'e', 'c', 'a', 'e', 'e', 'b', 'd', 'c', 'a', 'b', 'd', 'e', 'c', 'e', 'c', 'c', 'e', 'e', 'd', 'e', 'd', 'a', 'a', 'b', 'e', 'b', 'e', 'c', 'e', 'a', 'c', 'a', 'a', 'e', 'c', 'c', 'a', 'e', 'e', 'd', 'c', 'b', 'e', 'a', 'a', 'd', 'c', 'e', 'a', 'c', 'a', 'c', 'c', 'a', 'a', 'c', 'a', 'a', 'b', 'a', 'e', 'c', 'e', 'b', 'c', 'e', 'd', 'c', 'c', 'e', 'd', 'c', 'b', 'e', 'c', 'b', 'd', 'b', 'b', 'c', 'a', 'd', 'd', 'e', 'd', 'c', 'b', 'a', 'd', 'b', 'b', 'd', 'a', 'a', 'e', 'c', 'd', 'd', 'd', 'd', 'a', 'd', 'c', 'b', 'b', 'a', 'e', 'd', 'b', 'e', 'b', 'b', 'e', 'c', 'a', 'c', 'e', 'e', 'a', 'c', 'c')",14,8,3013
9,spec_3.dot,3.75,"('e', 'c', 'a', 'e', 'c', 'b', 'e', 'b', 'e', 'a', 'e', 'e', 'a', 'b', 'a', 'e', 'd', 'c', 'b', 'a', 'a', 'a', 'e', 'c', 'b', 'c', 'd', 'c', 'd', 'c', 'd', 'a', 'd', 'c', 'd', 'b', 'a', 'a', 'e', 'a', 'd', 'b', 'c', 'c', 'd', 'c', 'c', 'b', 'd', 'e', 'a', 'a', 'a', 'a', 'd')",14,8,10613
9,spec_2.dot,7.57,"('a', 'b', 'c', 'd', 'e', 'a', 'b', 'c', 'c', 'd', 'c', 'd', 'b', 'c', 'd', 'd', 'e', 'a', 'c', 'e', 'c', 'c', 'c', 'e', 'c', 'd', 'e', 'd', 'a', 'd', 'c', 'd', 'b', 'b', 'e', 'c', 'b', 'b', 'a', 'e', 'c', 'a', 'b', 'a', 'd', 'd', 'e', 'e', 'd', 'b', 'c', 'd', 'a', 'b', 'd', 'd', 'e', 'e', 'e', 'e', 'e', 'c', 'a', 'd', 'e', 'a', 'e', 'e', 'a', 'c', 'a', 'c', 'c', 'a', 'b', 'd', 'b', 'd', 'e', 'b', 'b', 'b', 'a', 'b', 'c', 'd', 'a', 'e', 'd', 'd', 'd', 'a', 'a', 'a', 'd', 'c', 'b', 'c', 'd', 'd', 'b', 'e', 'a', 'e', 'e', 'c', 'd', 'd', 'd', 'd', 'c', 'd', 'a', 'b', 'b', 'b', 'e', 'c', 'e', 'c', 'c', 'c', 'e', 'a', 'c', 'b', 'a', 'b', 'c', 'a', 'd', 'e', 'e', 'c', 'b', 'b', 'd', 'd', 'e', 'b', 'e', 'a', 'b', 'b', 'c', 'e', 'e', 'd', 'd', 'c', 'b', 'b', 'd', 'e', 'a', 'c', 'a', 'a', 'e', 'a', 'e', 'e', 'b', 'c', 'd', 'c', 'e', 'b', 'a', 'c', 'a', 'c', 'd', 'd', 'c', 'd', 'c', 'a', 'a', 'e', 'c', 'a', 'e', 'c', 'a', 'd', 'e', 'a', 'b', 'b', 'a', 'c', 'c', 'c', 'a', 'c', 'c', 'c', 'c', 'd', 'a', 'c', 'a', 'c', 'e', 'c', 'b', 'c', 'a', 'a', 'e', 'a', 'c', 'e', 'a', 'c', 'c', 'b', 'a', 'b', 'a', 'a', 'a', 'e', 'e', 'b', 'd', 'c', 'b', 'e', 'd', 'd', 'e', 'd', 'd', 'c', 'a', 'c', 'c', 'c', 'e', 'a', 'd', 'e', 'c', 'a', 'e', 'c', 'a', 'e', 'c', 'e', 'a', 'a', 'd', 'a', 'e', 'a', 'c', 'e', 'e', 'a', 'e', 'a', 'd', 'b', 'c', 'b', 'b', 'b', 'd', 'c', 'a', 'c', 'c', 'b', 'e', 'd', 'd', 'a', 'd', 'a', 'b', 'c', 'c', 'e')",14,8,20613
2,spec_5.dot,12.3,"('a', 'c', 'b', 'c', 'c', 'a', 'b', 'd', 'c', 'd', 'b', 'c', 'a', 'e', 'd', 'd', 'b', 'e', 'c', 'a', 'b', 'e', 'a', 'e', 'b', 'e', 'b', 'a', 'd', 'a', 'd', 'e', 'd', 'b', 'e', 'b', 'e', 'd', 'c', 'c', 'd', 'e', 'd', 'e', 'e', 'c', 'a', 'c', 'e', 'd', 'c', 'e', 'd', 'e', 'a', 'a', 'b', 'b', 'c', 'a', 'a', 'b', 'e', 'a', 'b', 'c', 'e', 'b', 'b', 'd', 'b', 'd', 'b', 'c', 'e', 'e', 'd', 'd', 'b', 'a', 'e', 'a', 'd', 'b', 'c')",17,1,14534
2,spec_4.dot,5.51,"('b', 'a', 'e', 'e', 'a', 'b', 'c', 'a', 'd', 'a', 'd', 'b', 'c', 'c', 'c', 'c', 'c', 'a', 'e', 'c', 'd', 'c', 'a', 'b', 'd', 'a', 'b', 'b', 'c', 'd', 'd', 'c', 'a', 'a', 'c', 'b', 'd', 'a', 'e', 'e', 'c', 'a', 'd', 'c', 'c', 'c', 'c', 'b', 'c', 'a', 'b', 'e', 'e', 'd', 'e', 'd', 'e', 'e', 'b', 'a', 'b', 'e', 'c', 'b', 'c', 'b', 'c', 'c', 'd', 'e', 'b', 'e', 'b', 'd', 'c', 'c', 'd', 'e', 'b', 'c')",17,1,8633
2,spec_1.dot,5.96,"('e', 'c', 'c', 'e', 'c', 'a', 'd', 'e', 'b', 'b', 'c', 'e', 'd', 'b', 'b', 'a', 'b', 'd', 'd', 'c', 'c', 'b', 'a', 'a', 'a', 'b', 'b', 'd', 'e', 'c', 'e', 'c', 'e', 'b', 'd', 'b', 'a', 'd', 'b', 'c', 'a', 'd', 'b', 'c', 'a', 'a', 'd', 'd', 'd', 'b', 'd', 'b', 'd', 'e', 'c', 'd', 'd', 'd', 'e', 'b', 'd', 'c', 'd', 'a', 'd', 'e', 'e', 'd', 'a', 'a', 'd', 'e', 'e', 'e', 'e', 'e', 'c', 'd', 'd', 'e', 'd', 'c', 'd', 'a', 'c', 'e', 'c', 'c', 'b', 'c', 'c', 'a', 'a', 'a', 'e', 'a', 'b', 'c', 'e', 'd', 'c', 'a', 'b', 'd', 'b', 'a', 'd', 'e', 'b', 'd', 'b', 'c', 'e', 'a', 'e', 'd', 'a', 'b', 'd', 'c', 'e', 'e', 'e', 'e', 'd', 'b', 'e', 'e', 'c', 'a', 'b', 'a', 'd', 'a', 'a', 'd', 'a', 'b', 'd', 'b', 'a', 'c', 'd', 'b', 'd', 'b', 'a', 'e', 'b', 'e', 'e', 'e', 'a', 'd', 'e', 'b', 'e', 'b', 'a', 'b', 'c', 'b', 'b', 'c', 'e')",17,1,8347
2,spec_3.dot,1.69,"('d', 'e', 'd', 'b', 'c', 'd', 'e', 'c', 'd', 'a', 'a', 'd', 'c', 'c', 'e', 'e', 'b', 'c', 'a', 'c', 'e', 'b', 'c', 'd', 'a', 'c', 'c', 'e', 'e', 'c', 'a', 'a', 'c', 'a', 'd', 'a', 'e', 'e', 'b', 'e', 'e', 'b', 'b', 'b', 'b', 'c', 'c', 'a', 'b', 'a', 'd', 'c', 'd', 'e', 'd', 'a', 'c', 'c', 'e', 'b', 'c', 'a', 'c', 'd', 'c', 'c', 'e', 'd', 'd', 'a', 'c', 'e', 'd', 'd', 'a', 'c', 'b', 'c', 'b', 'c', 'd', 'b', 'e', 'd', 'c', 'b', 'e', 'a', 'b', 'd', 'a', 'c', 'a', 'b', 'a', 'e', 'a', 'a', 'e', 'c', 'b', 'c', 'b', 'a', 'a', 'b', 'c', 'c', 'b', 'a', 'b', 'b', 'c', 'e', 'e', 'd', 'a', 'a', 'd', 'a', 'a', 'b', 'a', 'a', 'd', 'a', 'b', 'e', 'c', 'c', 'a', 'd', 'a', 'e', 'd', 'd', 'c', 'c', 'a', 'd', 'e', 'a', 'c', 'd', 'b', 'e', 'e', 'a', 'b', 'e', 'a', 'd', 'e', 'b', 'd', 'c', 'a', 'c', 'a', 'd', 'b', 'c', 'e', 'c', 'a', 'd', 'a', 'b', 'b', 'a', 'e', 'c', 'a', 'd', 'd', 'a', 'e', 'd', 'a', 'c', 'a', 'e', 'a', 'c', 'a', 'e', 'b', 'b', 'c', 'd', 'd', 'c', 'd', 'b', 'c', 'b', 'c', 'c', 'e', 'b', 'a', 'b', 'd', 'a', 'b', 'e', 'e', 'd', 'e', 'a', 'e', 'b', 'e', 'e', 'c', 'd', 'c', 'c', 'd', 'b', 'd', 'e', 'd', 'a', 'c', 'b', 'b', 'c', 'a', 'c', 'a', 'c', 'c', 'b', 'a', 'b', 'a', 'e', 'd', 'e', 'b', 'c', 'd', 'd', 'b', 'a', 'c', 'b', 'b', 'a', 'a', 'c', 'e', 'c', 'e', 'e', 'b', 'b', 'c', 'd', 'b', 'a', 'c', 'c', 'c', 'a', 'a', 'e', 'd', 'c', 'e', 'a', 'c', 'd', 'a', 'd', 'b', 'e', 'c', 'c', 'a', 'e', 'a', 'b', 'a', 'd', 'a', 'c', 'b', 'b', 'd', 'c', 'd', 'c', 'b', 'a', 'a', 'e', 'd', 'b', 'c', 'c', 'd', 'd', 'd', 'a', 'b', 'b', 'd', 'a', 'b', 'b', 'a', 'd', 'e', 'a', 'c', 'c', 'd', 'd', 'b', 'e', 'a', 'd', 'c', 'a', 'b', 'a', 'a', 'a', 'd', 'a', 'c', 'e', 'a', 'c', 'b', 'b', 'b', 'a', 'a', 'a', 'c', 'b', 'e', 'c', 'a', 'c', 'd', 'd', 'b', 'd', 'd', 'a', 'a', 'e', 'a', 'e', 'a', 'e', 'e', 'a', 'b', 'e', 'c', 'e', 'a', 'd', 'd', 'c', 'b', 'b', 'a', 'a', 'a', 'a', 'b', 'e', 'a', 'd', 'a', 'a', 'c', 'd', 'd', 'a', 'c', 'e', 'e', 'a', 'c', 'c', 'd', 'c', 'b', 'c', 'a', 'a', 'a', 'd', 'd', 'b', 'c')",17,1,6393
2,spec_2.dot,1.46,"('e', 'c', 'c', 'e', 'a', 'a', 'b', 'b', 'b', 'a', 'b', 'b', 'c', 'b', 'd', 'a', 'e', 'b', 'a')",17,1,5511
11,spec_5.dot,2.5,"('d', 'c', 'a', 'e', 'd', 'a', 'c', 'b', 'c', 'e', 'e', 'b', 'c', 'c', 'c', 'd', 'd', 'b', 'd', 'c', 'c', 'e', 'e', 'e', 'a', 'd', 'e', 'a', 'e', 'd', 'a', 'e', 'd', 'c', 'e', 'e', 'b', 'd', 'b', 'a', 'a', 'c', 'e', 'c', 'e', 'd', 'd', 'a', 'a', 'c', 'd', 'd', 'e', 'e', 'a', 'c', 'a', 'c', 'a', 'a', 'c', 'a', 'a', 'a', 'c')",14,1,7561
11,spec_4.dot,8.78,"('b', 'b', 'a', 'b', 'e', 'b', 'd', 'd', 'c', 'b', 'e', 'b', 'b', 'c', 'a', 'b', 'c', 'b', 'a', 'a', 'c', 'b', 'd', 'c', 'a', 'b', 'e', 'e', 'c', 'a', 'c', 'e', 'a', 'c', 'e', 'b', 'd', 'a', 'a', 'd', 'd', 'd', 'e', 'e', 'c', 'b', 'c', 'b', 'b', 'a', 'e', 'a', 'a', 'a', 'c', 'c', 'c', 'c', 'a', 'e', 'b', 'b', 'b', 'd', 'b', 'd', 'd', 'a', 'c', 'e')",14,1,24684
11,spec_1.dot,6.1,"('b', 'c', 'a', 'c', 'b', 'e', 'e', 'd', 'c', 'a', 'c', 'e', 'b', 'e', 'd', 'b', 'c', 'a', 'c', 'b', 'd', 'b', 'd', 'b', 'a', 'c', 'e', 'e', 'b', 'e', 'c', 'd', 'a', 'a', 'b', 'c', 'a', 'a', 'c', 'a', 'd', 'b', 'a', 'c', 'c', 'a', 'c', 'a')",14,1,16770
11,spec_3.dot,9.33,"('e', 'a', 'e', 'a', 'e', 'e', 'd', 'a', 'e')",14,1,27621
11,spec_2.dot,3.95,"('e', 'a', 'b', 'd', 'e', 'e', 'b', 'e', 'a', 'd', 'd', 'c', 'd', 'b', 'b', 'b', 'c', 'b', 'e', 'e', 'e', 'c', 'c', 'd', 'b', 'a', 'a', 'e', 'e', 'e', 'a', 'c', 'c', 'd', 'e', 'c', 'c', 'd', 'b', 'e', 'e', 'a', 'a', 'c', 'a', 'c', 'd', 'd', 'a', 'e', 'a', 'd', 'a', 'd', 'e', 'c', 'b', 'e', 'b')",14,1,8478
3,spec_5.dot,35.1,NAN,9,3,120719
3,spec_4.dot,38.9,NAN,9,3,120706
3,spec_1.dot,40.7,NAN,9,3,120917
3,spec_3.dot,39.2,NAN,9,3,120719
3,spec_2.dot,38.8,NAN,9,3,120722
5,spec_5.dot,0.503,"('c', 'e', 'a', 'b', 'e')",10,1,1477
5,spec_4.dot,0.0774,"('d', 'c', 'b', 'e', 'd', 'c', 'c', 'e', 'c', 'c', 'b', 'd', 'd', 'd', 'a', 'e', 'd', 'a', 'b', 'c', 'd', 'a', 'd', 'a', 'c', 'd', 'e', 'c', 'b', 'a', 'e', 'e', 'e', 'e', 'c', 'b', 'b', 'b', 'c', 'a', 'b', 'b', 'e', 'b', 'a', 'd', 'b', 'c', 'c', 'b', 'a', 'a', 'b', 'b', 'c', 'e', 'a', 'e', 'e', 'c', 'a', 'c', 'c', 'd', 'b', 'c', 'b', 'a', 'e', 'a', 'a', 'c', 'a', 'e', 'e', 'e', 'c', 'd', 'c', 'd', 'b', 'b', 'd', 'b', 'c', 'c', 'd', 'e', 'c', 'b', 'c', 'd', 'e', 'd', 'c', 'b', 'c', 'a', 'd', 'c', 'a', 'a', 'd', 'c', 'b', 'c', 'b', 'e', 'b', 'b', 'e', 'b', 'a', 'c', 'b', 'a', 'd', 'd', 'b', 'e', 'e', 'a', 'e', 'e', 'b', 'c', 'c', 'a', 'e', 'd', 'e', 'c', 'd', 'd', 'e', 'b', 'd', 'b', 'd', 'd', 'c', 'd', 'e', 'd', 'c', 'c', 'e', 'a', 'b', 'd', 'b', 'e', 'd', 'e', 'a', 'd', 'c', 'e', 'c', 'e', 'c', 'c', 'c', 'c', 'd', 'e', 'a', 'e', 'b', 'd', 'a', 'b', 'a', 'e', 'c', 'c', 'b', 'c', 'c', 'e', 'b', 'd', 'c', 'e', 'a', 'b', 'a', 'b', 'd', 'e', 'd', 'e', 'd', 'b', 'e', 'd', 'e', 'e')",1,0,200
5,spec_1.dot,0.0777,"('a', 'e', 'b', 'c', 'c', 'c', 'b', 'e', 'd', 'a', 'b', 'c', 'a', 'd', 'c', 'b', 'a', 'e', 'e')",1,0,200
5,spec_3.dot,0.0798,"('a', 'e', 'd', 'b', 'e', 'e', 'a', 'a', 'd', 'e', 'b', 'b', 'b', 'a', 'e', 'a', 'd', 'e', 'e', 'c', 'd', 'a', 'e', 'c', 'a', 'c', 'a', 'b', 'b', 'b', 'b', 'a', 'a', 'a', 'c', 'b', 'd', 'b', 'e', 'b', 'b', 'd', 'b', 'e')",1,0,200
5,spec_2.dot,3.19,"('c', 'e', 'a', 'b', 'e')",29,1,15411
