name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries
19,spec_4.dot,32.8,"('b', 'a', 'b', 'a', 'b', 'd', 'c', 'e', 'c', 'a', 'd', 'b', 'b')",36,23,30119
19,spec_1.dot,13.6,"('e', 'd', 'd', 'b', 'e', 'd', 'e', 'e', 'a', 'a')",28,18,29821
19,spec_3.dot,20.4,"('a', 'e', 'a', 'b', 'a', 'e', 'c', 'a', 'd', 'e', 'd')",28,17,14555
19,spec_2.dot,87.3,"('a', 'b', 'e', 'b', 'c', 'd', 'b', 'e', 'd')",26,17,16491
29,spec_5.dot,33.5,"('a', 'a', 'c', 'a', 'b', 'd', 'a', 'b', 'd', 'c')",25,8,31013
29,spec_4.dot,8.05,"('b', 'e', 'e', 'b', 'b', 'b', 'a', 'd', 'e')",23,7,19084
29,spec_1.dot,5.74,"('c', 'd', 'b', 'c', 'c', 'b', 'd', 'a', 'e')",26,8,12198
29,spec_3.dot,11.9,"('b', 'e', 'e', 'b', 'b', 'b', 'a', 'd', 'e')",23,7,25287
29,spec_2.dot,6.32,"('b', 'b', 'd', 'b', 'a', 'd', 'a', 'c', 'e', 'a', 'b', 'c')",31,8,20974
25,spec_5.dot,3.98,NAN,8,3,13311
25,spec_4.dot,3.83,NAN,8,3,13297
25,spec_1.dot,3.79,NAN,8,3,13285
25,spec_3.dot,3.74,NAN,8,3,13282
25,spec_2.dot,3.99,NAN,8,3,13413
10,spec_5.dot,4.35,"('d', 'e', 'b', 'd', 'b', 'e', 'e', 'a', 'd', 'a', 'd')",29,4,14313
10,spec_4.dot,18.1,"('b', 'd', 'e', 'e', 'a', 'd', 'd', 'a', 'b', 'c', 'a')",30,6,23264
10,spec_1.dot,11.2,"('d', 'c', 'c', 'a', 'd', 'e', 'a', 'b', 'a')",29,7,20752
10,spec_3.dot,1.12e+02,"('a', 'a', 'e', 'a', 'd', 'b', 'e', 'e', 'c', 'c', 'a')",60,10,88540
10,spec_2.dot,9.76,"('e', 'b', 'e', 'b', 'a', 'b', 'e', 'e')",26,5,20036
8,spec_5.dot,23.5,"('c', 'd', 'a', 'a', 'a')",25,12,11223
8,spec_4.dot,27.4,"('b', 'b', 'b', 'c', 'e', 'b', 'c', 'c', 'c')",27,10,12593
8,spec_1.dot,1.45e+02,"('b', 'a', 'a', 'e', 'b', 'e', 'e', 'd', 'b', 'd', 'd', 'c')",49,16,67050
8,spec_3.dot,21.0,"('c', 'd', 'b', 'a', 'd')",23,10,9511
8,spec_2.dot,1.84,"('c', 'a', 'd', 'd', 'a')",25,8,7962
17,spec_5.dot,79.3,"('c', 'd', 'd', 'e', 'c', 'a', 'b', 'a', 'b', 'c', 'b')",58,12,79905
17,spec_4.dot,46.0,"('a', 'a', 'd', 'e', 'b', 'd', 'b', 'd', 'c', 'b')",51,12,48198
17,spec_1.dot,12.8,"('c', 'a', 'd', 'e', 'a', 'd', 'c', 'e', 'b', 'e', 'a', 'a')",29,7,22413
17,spec_3.dot,4.65,"('a', 'c', 'b', 'e', 'b', 'c', 'c', 'b', 'b', 'c')",29,6,12599
17,spec_2.dot,6.75,"('b', 'b', 'b', 'c', 'c', 'd', 'e', 'c', 'e', 'a', 'a', 'a')",33,7,17275
15,spec_4.dot,13.8,"('a', 'c', 'd', 'c', 'e', 'c', 'b', 'e', 'c', 'a', 'e')",24,17,17654
15,spec_1.dot,7.72,NAN,16,12,20590
15,spec_3.dot,6.79,"('a', 'e', 'e', 'e', 'd', 'e', 'b')",20,16,18294
15,spec_2.dot,8.06,NAN,16,12,20590
