name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries,mistake_time_rand,mistake_rand,rand_num_queries
13,spec_5.dot,0.105,d,3,1,259,19.0,"('a', 'a', 'b', 'b', 'c', 'b', 'b', 'c', 'd', 'e', 'b', 'e', 'a', 'e', 'e', 'c', 'a', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'd', 'c', 'd', 'a', 'd', 'c', 'c', 'a', 'a', 'a', 'c', 'd')",54000
13,spec_4.dot,2.65,d,11,1,2656,20.9,"('a', 'c', 'a', 'd', 'd', 'e', 'e', 'b', 'c', 'd', 'a', 'a', 'b', 'c', 'a', 'b', 'b', 'e', 'e', 'd', 'e', 'd', 'e', 'c', 'b', 'a', 'e', 'c', 'b', 'c', 'e', 'a', 'b', 'e', 'b', 'd', 'b', 'e', 'c', 'c', 'c', 'e', 'd', 'c', 'a', 'e', 'e', 'e', 'd', 'a', 'd', 'a', 'e', 'e', 'c', 'a', 'd', 'a', 'b', 'a', 'd', 'b', 'e', 'c', 'b', 'e', 'a', 'c', 'b', 'a', 'a', 'e', 'e', 'b', 'a', 'd', 'c', 'b', 'd')",58600
13,spec_1.dot,0.11,e,4,1,317,34.7,"('e', 'e', 'c', 'b', 'd', 'd', 'b', 'd', 'a', 'a', 'b', 'd', 'e', 'b', 'a', 'a', 'b', 'c', 'd', 'b', 'd', 'e', 'a', 'd', 'a', 'c', 'd', 'c', 'a', 'a', 'e', 'e', 'c', 'd', 'b', 'd', 'c', 'e', 'e', 'd', 'd', 'b', 'c', 'c', 'e', 'a', 'b', 'a', 'c')",96400
13,spec_3.dot,0.208,b,6,1,583,1.8,"('a', 'c', 'e', 'c', 'b', 'd', 'b', 'a', 'a', 'e', 'c', 'a', 'c', 'b', 'd', 'a', 'd', 'b', 'b', 'e', 'd', 'd', 'b', 'e', 'b', 'b', 'e', 'b', 'e', 'd', 'a', 'a', 'e', 'd', 'e', 'b', 'd', 'e', 'b', 'c', 'c', 'a', 'c', 'e', 'b', 'b', 'd', 'c', 'b', 'b', 'b', 'b', 'd', 'd', 'd', 'a', 'd', 'e', 'd', 'b', 'd')",5000
name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries,mistake_time_rand,mistake_rand,rand_num_queries
13,spec_5.dot,0.276,b,8,1,941,1.91,"('a', 'd', 'b', 'd', 'a', 'b', 'd', 'e', 'a', 'e', 'a', 'c', 'e', 'a', 'e', 'e', 'c', 'b', 'b', 'e', 'a', 'd', 'e', 'a', 'c', 'e', 'c', 'c', 'a', 'd', 'a', 'b', 'a', 'a', 'b', 'b', 'a', 'd', 'b', 'd', 'c', 'e', 'd', 'a', 'c', 'a', 'a', 'b', 'd', 'a', 'c', 'e', 'b', 'b', 'b', 'c', 'd', 'a', 'd', 'b', 'a', 'b', 'c', 'b', 'b', 'b', 'e', 'b', 'e', 'c', 'd', 'e', 'a', 'd', 'd', 'b', 'e', 'e', 'd', 'd', 'c', 'c', 'b', 'a', 'a', 'b', 'a', 'b', 'd', 'e', 'a', 'e', 'd', 'c', 'e', 'e', 'a', 'e', 'e', 'd', 'd', 'a', 'a', 'e', 'c', 'c', 'e', 'e', 'a', 'c', 'e', 'c', 'd', 'd', 'a', 'a', 'b', 'e', 'b', 'e', 'b', 'd', 'b', 'd', 'b', 'a', 'a', 'a', 'c', 'e', 'd', 'c', 'e', 'b', 'e', 'c', 'c', 'd')",5400
13,spec_4.dot,0.411,c,10,1,1359,4.24,"('d', 'c', 'a', 'd', 'c', 'a', 'd', 'a', 'd', 'e', 'c', 'd', 'c', 'c', 'e', 'b', 'a', 'd', 'a', 'e', 'b', 'b', 'c', 'd', 'b', 'a', 'e', 'a', 'd', 'e', 'c', 'a', 'e', 'c', 'd', 'b', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'a', 'b', 'a', 'e', 'e', 'b', 'a', 'd', 'a', 'a', 'e', 'b', 'a', 'c')",11800
name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries,mistake_time_rand,mistake_rand,rand_num_queries
13,spec_5.dot,31.9,d,43,2,75178,45.5,NAN,120000
name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries,mistake_time_rand,mistake_rand,rand_num_queries
13,spec_5.dot,11.6,NAN,11,1,32351,6.79,"('b', 'a', 'd', 'c', 'e', 'c', 'c', 'b', 'b', 'e', 'd', 'c', 'a', 'c', 'e', 'e', 'd', 'b', 'e', 'c', 'c', 'e', 'b', 'e', 'e', 'd', 'b', 'd', 'b', 'c', 'b', 'd', 'a', 'b', 'e', 'b', 'c', 'a', 'd', 'a', 'e', 'c', 'e', 'e', 'b', 'd', 'c', 'a', 'b', 'c', 'b', 'e', 'e', 'b', 'd', 'd', 'a', 'a', 'e', 'a', 'c', 'c', 'c', 'b', 'c', 'd')",19200
13,spec_4.dot,11.2,NAN,11,1,32161,27.8,"('e', 'e', 'c', 'b', 'd', 'b', 'a', 'c', 'e', 'c', 'b', 'c', 'd', 'd', 'e', 'c', 'a', 'a', 'a', 'c', 'b', 'd', 'b', 'a', 'c', 'e', 'a', 'c', 'c', 'a', 'c', 'd', 'e', 'b', 'd')",79000
13,spec_1.dot,12.1,"('a', 'b', 'b', 'e', 'd', 'd', 'c', 'a', 'a', 'c', 'b', 'c', 'd')",19,2,10292,33.7,"('a', 'a', 'e', 'a', 'b', 'e', 'd', 'e', 'a', 'a', 'd', 'a', 'a', 'c', 'e', 'b', 'd', 'd', 'a', 'b', 'd', 'c', 'b', 'b', 'b', 'd', 'c', 'd', 'b', 'b', 'e', 'a', 'e', 'c', 'a', 'c', 'e', 'd', 'd', 'd', 'b', 'b', 'c', 'b', 'b', 'e', 'a', 'b', 'd', 'a', 'e', 'd', 'd', 'e', 'e', 'b', 'c', 'a', 'b', 'e', 'a', 'b', 'b', 'c', 'd', 'd', 'd', 'a', 'c', 'd', 'c', 'e', 'c', 'd')",95200
