name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries
9,spec_5.dot,9.36,"('a', 'e', 'e', 'b', 'b', 'd', 'a', 'a', 'b', 'b', 'b')",30,18,32400
9,spec_4.dot,9.76,"('e', 'b', 'b', 'a', 'd', 'd', 'd', 'b', 'd', 'e', 'a')",23,16,15231
9,spec_1.dot,8.12,"('a', 'e', 'e', 'b', 'b', 'd', 'a', 'd', 'c', 'b')",24,14,22052
9,spec_3.dot,5.67,"('b', 'b', 'd', 'd', 'd', 'a', 'd', 'c', 'd', 'c')",26,14,12079
9,spec_2.dot,19.0,"('b', 'b', 'd', 'e', 'c', 'b', 'a', 'd', 'd', 'b', 'b')",45,30,45993
2,spec_5.dot,17.9,"('e', 'e', 'a', 'a', 'd', 'a', 'a', 'e', 'e', 'b', 'a', 'a', 'c', 'e')",34,2,34394
2,spec_4.dot,15.8,"('a', 'a', 'a', 'd', 'b', 'c', 'b', 'e', 'b', 'e', 'a', 'b', 'c')",25,1,36580
2,spec_1.dot,41.4,"('a', 'a', 'd', 'a', 'a', 'a', 'b', 'b', 'c', 'c')",54,3,62031
2,spec_3.dot,9.3,"('d', 'e', 'c', 'a', 'a', 'b', 'e', 'a', 'c', 'e')",29,1,32838
2,spec_2.dot,20.3,"('d', 'b', 'c', 'd', 'a', 'e', 'b', 'a', 'd', 'b', 'd', 'b', 'a', 'c', 'c')",48,1,60483
11,spec_5.dot,42.7,"('e', 'a', 'd', 'a', 'c', 'c', 'a', 'a', 'a', 'b')",52,6,70310
11,spec_4.dot,1.08e+02,"('e', 'a', 'd', 'e', 'd', 'd', 'c', 'a', 'a', 'c', 'c', 'd', 'c')",52,9,79674
11,spec_1.dot,13.7,"('a', 'c', 'e', 'a', 'e', 'a', 'e', 'a', 'e', 'a', 'e', 'd', 'b')",27,3,29497
11,spec_3.dot,8.78,"('a', 'c', 'd', 'a', 'd', 'd', 'a', 'a', 'a', 'a', 'c', 'a', 'b', 'b')",24,2,20712
11,spec_2.dot,11.2,"('e', 'c', 'b', 'c', 'a', 'a', 'c', 'b', 'a', 'b', 'b')",22,1,33329
3,spec_5.dot,8.21,NAN,9,3,28712
3,spec_4.dot,8.09,NAN,9,3,28706
3,spec_1.dot,8.62,NAN,9,3,28706
3,spec_3.dot,8.49,NAN,9,3,28706
3,spec_2.dot,8.44,NAN,9,3,28757
5,spec_5.dot,0.809,"('c', 'e', 'a', 'b', 'e')",17,2,4256
5,spec_4.dot,0.994,"('c', 'e', 'a', 'b', 'e')",12,1,2810
5,spec_1.dot,3.33,"('c', 'e', 'a', 'b', 'e')",24,2,11346
5,spec_3.dot,0.613,"('c', 'e', 'a', 'b', 'e')",12,1,2984
5,spec_2.dot,5.03,"('c', 'e', 'a', 'b', 'e')",37,1,25327
14,spec_5.dot,8.44,"('c', 'a', 'b', 'e', 'd', 'b', 'd', 'a', 'd', 'a')",29,3,26065
14,spec_4.dot,6.26,"('a', 'c', 'c', 'a', 'c', 'e', 'd', 'a', 'c', 'c', 'e')",32,4,18902
14,spec_1.dot,11.9,"('b', 'a', 'c', 'a', 'd', 'e', 'a', 'c', 'a', 'd', 'e', 'b')",30,2,27576
14,spec_3.dot,12.6,NAN,12,2,34401
14,spec_2.dot,16.3,"('b', 'b', 'e', 'a', 'd', 'e', 'e', 'd', 'd')",42,7,38533
21,spec_5.dot,3.75,"('b', 'a', 'b', 'c', 'a', 'd', 'a', 'a', 'c', 'a', 'c', 'e', 'a')",28,14,10625
21,spec_4.dot,44.4,"('c', 'b', 'a', 'a', 'a', 'c', 'b', 'd', 'b', 'b', 'c', 'a')",48,22,55696
21,spec_1.dot,12.6,"('c', 'b', 'a', 'a', 'b', 'a', 'e', 'a', 'b', 'a', 'c')",24,10,13737
21,spec_3.dot,6.28,"('c', 'b', 'a', 'a', 'b', 'a', 'e', 'a', 'b', 'a', 'c')",39,12,20697
21,spec_2.dot,43.4,"('a', 'b', 'e', 'c', 'b', 'c', 'a', 'd', 'd', 'c', 'b', 'd')",48,25,51980
19,spec_5.dot,32.7,"('a', 'e', 'a', 'a', 'b', 'a', 'e', 'd', 'c', 'e', 'c')",28,18,17212
19,spec_4.dot,7.86,"('a', 'b', 'e', 'b', 'c', 'e', 'c', 'd', 'a', 'e')",29,21,20211
19,spec_1.dot,8.6,"('a', 'b', 'e', 'b', 'c', 'e', 'c', 'c', 'c', 'b', 'c', 'a', 'a')",31,23,15765
19,spec_3.dot,13.7,"('c', 'b', 'b', 'a', 'b', 'a', 'e', 'd', 'd', 'c', 'c', 'a', 'a')",37,24,29154
19,spec_2.dot,18.1,"('a', 'e', 'a', 'b', 'a', 'e', 'c', 'a', 'd', 'e', 'd')",28,17,18053
29,spec_5.dot,7.31,"('c', 'd', 'b', 'c', 'c', 'b', 'e', 'b', 'b', 'c')",25,7,13837
29,spec_4.dot,4.71,"('a', 'a', 'c', 'a', 'b', 'd', 'a', 'b', 'd', 'c')",25,8,13475
29,spec_1.dot,34.7,"('c', 'd', 'b', 'c', 'c', 'b', 'd', 'a', 'e')",27,8,14795
29,spec_3.dot,8.71,"('c', 'd', 'b', 'c', 'c', 'b', 'd', 'a', 'e')",26,8,14405
29,spec_2.dot,15.8,"('b', 'e', 'e', 'b', 'b', 'b', 'a', 'd', 'e')",26,8,11683
25,spec_5.dot,7.62,NAN,8,3,27082
25,spec_4.dot,7.73,NAN,8,3,27082
25,spec_1.dot,7.67,NAN,8,3,27082
25,spec_3.dot,7.64,NAN,8,3,27082
25,spec_2.dot,7.76,NAN,8,3,27082
10,spec_5.dot,15.8,"('a', 'd', 'b', 'c', 'a', 'd', 'e', 'a', 'b', 'a')",35,10,31755
10,spec_4.dot,5.47,"('c', 'd', 'e', 'a', 'a', 'e', 'b', 'd', 'a')",27,4,15143
10,spec_1.dot,4.16,"('d', 'a', 'a', 'd', 'b', 'b', 'd', 'a', 'b', 'a', 'a')",27,4,13680
10,spec_3.dot,78.6,"('e', 'b', 'a', 'b', 'e', 'a', 'b', 'd', 'a')",52,9,53326
10,spec_2.dot,50.0,"('e', 'd', 'd', 'b', 'd', 'b')",56,14,62267
8,spec_5.dot,2.0,"('c', 'a', 'c', 'b', 'b', 'a')",27,9,8966
8,spec_4.dot,33.4,"('a', 'c', 'c', 'b', 'b', 'c', 'b', 'c', 'a', 'd', 'a', 'c')",55,16,50505
8,spec_1.dot,1.86,"('c', 'a', 'd', 'd', 'a')",25,9,7822
8,spec_3.dot,1.27,"('c', 'd', 'b', 'a', 'd')",24,9,7035
8,spec_2.dot,9.22,"('c', 'b', 'e', 'b', 'b', 'c', 'd', 'a', 'c', 'c', 'a', 'd', 'e')",43,15,26074
17,spec_5.dot,1.3e+02,"('d', 'a', 'd', 'a', 'c', 'a', 'd', 'e', 'e', 'a', 'a')",52,10,57872
17,spec_4.dot,50.5,"('d', 'c', 'e', 'b', 'e', 'e', 'c', 'c', 'e', 'b')",49,13,60019
17,spec_1.dot,26.6,"('e', 'c', 'c', 'b', 'e', 'b', 'c', 'd', 'b')",42,7,31965
17,spec_3.dot,22.8,"('d', 'a', 'b', 'b', 'a', 'c', 'e', 'b', 'e', 'a', 'd', 'a', 'b')",49,13,50035
17,spec_2.dot,45.3,"('d', 'c', 'e', 'b', 'c', 'a', 'd', 'e', 'd', 'a', 'a')",28,8,25410
15,spec_4.dot,6.38,"('c', 'd', 'd', 'c', 'd', 'e', 'd', 'c', 'd', 'e', 'b')",24,18,20624
15,spec_1.dot,4.78,"('a', 'd', 'e', 'b', 'c', 'a', 'e', 'b', 'd', 'b', 'a', 'b')",29,24,18888
15,spec_3.dot,15.0,"('c', 'b', 'a', 'b', 'e', 'b', 'b', 'd', 'd', 'a', 'e', 'b', 'a', 'b')",26,18,46101
15,spec_2.dot,12.6,"('d', 'a', 'b', 'e', 'b', 'c', 'a', 'e', 'b', 'b', 'd')",32,25,35434
