name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries,mistake_time_rand,mistake_rand,rand_num_queries
2,spec_second_1.dot,10.2,"('d', 'e', 'a', 'c', 'b', 'b', 'b', 'd', 'e', 'd', 'e', 'd', 'e')",34,1,26305,15.5,"('c', 'c', 'a', 'a', 'a', 'c', 'b', 'b', 'c', 'c', 'c', 'c', 'd', 'd', 'a', 'd', 'c', 'e', 'c', 'c', 'c', 'b', 'c', 'a', 'e', 'e', 'e', 'c', 'b', 'b', 'e', 'e', 'd', 'b', 'b', 'a', 'b', 'b', 'e', 'c', 'c', 'b', 'b', 'b', 'd', 'a', 'a', 'd', 'd', 'd', 'e', 'e', 'a', 'e', 'd', 'd', 'c', 'e', 'e', 'e', 'c', 'e', 'e', 'e', 'c', 'e', 'b', 'a', 'e', 'e', 'c', 'a', 'a', 'e', 'c', 'c', 'c', 'a', 'b', 'b', 'c', 'd', 'b', 'c', 'c', 'c', 'd', 'c', 'c', 'a', 'd', 'a', 'e', 'd', 'a', 'a', 'e', 'a', 'd', 'd', 'a', 'c', 'b', 'a', 'e', 'd', 'c', 'a', 'c', 'd', 'e', 'd', 'e', 'b', 'd', 'a', 'e', 'b', 'b', 'b', 'a', 'e', 'd', 'e', 'a', 'a', 'c', 'c', 'a', 'c', 'c', 'a', 'e', 'e', 'c', 'e', 'e', 'a', 'c', 'e', 'b', 'c', 'c', 'a', 'b', 'b', 'd', 'd', 'c', 'b', 'b', 'e', 'c', 'c', 'c', 'a', 'b', 'd', 'e', 'd', 'c', 'e', 'b', 'd', 'c', 'b', 'c', 'b', 'b', 'b', 'b', 'a', 'd', 'd', 'b', 'e', 'e', 'd', 'c', 'c', 'a', 'a', 'd', 'b', 'e', 'd', 'b', 'd', 'd', 'd', 'e', 'b', 'e', 'c', 'b', 'd', 'c', 'c', 'c', 'd', 'e', 'c', 'a', 'b', 'c', 'b', 'e', 'b', 'e', 'b', 'e', 'c', 'd', 'd', 'c', 'e', 'e', 'a', 'b', 'd', 'b', 'd', 'c', 'b', 'b', 'c', 'b', 'd', 'c', 'a', 'e', 'a', 'd', 'a', 'b', 'c', 'a', 'a', 'd', 'e', 'b', 'a', 'c', 'a', 'd', 'c', 'd', 'd', 'a', 'c', 'c', 'd', 'a', 'b', 'b', 'd', 'd', 'e', 'e')",40000
2,spec_second_5.dot,64.6,"('a', 'e', 'a', 'e', 'c', 'a', 'a', 'd', 'e', 'e', 'b', 'a', 'c', 'e')",40,3,54457,10.9,"('a', 'a', 'a', 'a', 'e', 'b', 'b', 'c', 'c', 'e', 'a', 'a', 'a', 'b', 'e', 'e', 'a', 'e', 'e', 'e', 'c', 'b', 'd', 'e')",29000
2,spec_second_3.dot,42.5,"('c', 'a', 'b', 'a', 'd', 'a', 'a', 'd', 'b', 'a', 'e', 'a')",35,1,50937,3.71,"('c', 'b', 'c', 'c', 'a', 'e', 'c', 'a', 'a', 'e', 'b', 'e', 'e', 'c', 'd', 'd', 'e', 'e', 'd', 'c', 'c', 'e', 'a', 'b', 'c', 'a', 'b', 'a', 'e', 'e', 'd', 'b', 'b', 'a', 'd', 'd', 'b', 'd', 'c', 'c', 'a', 'b', 'a', 'd', 'b', 'e', 'c', 'a', 'b', 'c', 'c', 'e', 'd', 'e', 'd', 'a', 'b', 'e', 'd', 'a', 'e', 'd', 'c', 'c', 'c', 'c', 'c', 'a', 'b', 'e', 'a', 'a', 'a', 'd', 'd', 'b', 'e', 'b', 'e', 'b', 'b', 'b', 'c', 'b', 'e', 'a', 'e', 'd', 'c', 'd', 'c', 'd', 'd', 'e', 'c', 'b', 'e', 'a', 'c', 'e', 'a', 'b', 'a', 'e', 'b', 'e', 'c', 'e', 'b', 'd', 'e', 'a', 'a', 'a', 'e', 'e', 'b', 'a', 'd', 'a', 'c', 'd', 'b', 'd', 'c', 'd', 'b', 'd', 'd', 'c', 'a', 'c', 'e', 'b', 'd', 'b', 'b', 'b', 'd', 'a', 'd', 'e', 'e', 'd', 'd', 'e', 'e', 'b', 'd', 'd', 'e', 'c', 'e', 'b', 'e', 'e', 'd', 'b', 'b', 'c', 'c', 'b', 'e', 'b', 'e', 'd', 'e', 'd', 'd', 'c', 'c', 'b', 'c', 'e', 'd', 'a', 'c', 'b', 'd', 'b', 'c', 'd', 'c', 'c', 'a', 'd', 'a', 'a', 'a', 'd', 'e', 'd', 'a', 'd', 'b', 'b', 'a', 'b', 'a', 'b', 'e', 'e', 'b', 'e', 'e', 'e', 'c', 'a', 'a', 'a', 'e', 'a', 'e', 'a', 'c', 'a', 'a', 'd', 'a', 'd', 'c', 'a', 'e', 'd', 'a', 'd', 'c', 'e', 'c', 'c', 'a', 'b', 'a', 'd', 'a', 'a', 'c', 'e', 'd', 'a', 'c', 'a', 'b', 'a', 'a', 'c', 'd', 'a', 'd', 'b', 'a', 'a', 'b', 'b', 'b', 'a', 'e', 'd', 'd', 'c', 'b', 'd', 'b', 'a', 'd', 'd', 'e', 'd', 'c', 'b', 'c', 'c', 'c', 'c', 'c', 'e', 'c', 'e', 'b', 'a', 'e', 'c', 'b', 'c', 'a', 'd', 'e', 'c', 'd', 'c', 'c', 'd', 'c', 'e', 'c', 'd', 'b', 'c', 'b', 'b', 'd', 'a', 'd', 'e', 'c', 'b', 'b', 'e', 'd', 'e', 'd', 'b', 'c', 'b', 'e', 'e', 'e', 'b', 'c', 'c', 'b', 'e', 'a', 'd', 'a', 'e', 'c', 'c', 'd', 'd', 'e', 'd', 'e', 'e', 'e', 'd', 'b', 'b', 'b', 'd', 'c', 'd', 'e', 'c', 'a', 'd', 'c', 'd', 'd', 'e', 'd', 'a', 'a', 'a', 'c', 'd', 'b', 'c', 'b', 'c', 'b', 'a', 'a', 'd', 'c', 'b', 'c', 'b', 'e', 'e', 'e', 'e', 'd', 'c', 'b', 'a', 'a', 'd', 'e', 'b', 'd', 'b', 'e', 'd', 'd', 'd', 'a', 'c', 'e', 'c', 'c', 'a', 'c', 'c', 'c', 'd', 'd', 'b', 'c', 'e', 'd', 'd', 'e', 'b', 'c', 'c', 'a', 'b', 'b', 'a', 'a', 'c', 'e', 'e', 'b', 'c', 'd', 'd', 'c', 'a', 'b', 'd', 'a', 'd', 'e', 'a', 'c', 'b', 'b', 'b', 'e', 'c', 'd', 'e', 'e', 'a', 'a', 'c', 'a', 'c', 'e', 'c', 'd', 'd', 'c', 'c', 'b', 'a', 'e', 'b', 'd', 'b', 'd', 'b', 'b', 'e', 'a', 'a', 'b', 'b', 'a', 'b', 'c', 'e', 'c', 'e', 'a', 'e', 'c', 'b', 'a', 'e', 'c', 'd', 'a', 'a', 'c', 'b', 'b', 'd', 'e', 'd', 'd', 'd', 'e', 'a', 'e', 'a', 'a', 'a', 'd', 'e', 'e', 'd', 'a', 'b', 'd', 'e', 'a', 'c', 'c', 'd', 'c', 'e', 'b', 'e', 'd', 'e', 'd', 'e', 'b', 'a', 'e', 'b', 'd', 'b', 'e', 'd', 'b', 'e', 'b', 'c', 'c', 'd', 'd', 'c', 'c', 'e', 'c', 'b', 'd', 'c', 'b', 'c', 'e', 'd', 'a', 'e', 'e', 'e', 'e', 'a', 'a', 'd', 'c', 'b', 'a', 'a', 'e', 'a', 'c', 'b', 'e', 'd', 'b', 'e', 'a', 'e', 'e', 'c', 'e', 'b')",10000
11,spec_second_4.dot,7.81,"('a', 'e', 'e', 'd', 'a', 'a', 'b', 'c', 'a', 'a', 'a', 'c', 'a', 'e', 'c')",26,4,14035,1.03,"('e', 'd', 'd', 'a', 'e', 'd', 'a', 'c', 'b', 'd', 'b', 'e', 'b', 'e', 'd', 'e', 'e', 'd', 'd', 'b', 'a', 'b', 'd', 'c', 'c', 'c', 'a', 'b', 'e', 'b', 'e', 'c', 'c', 'e', 'e', 'e', 'c', 'a', 'c', 'c', 'a', 'd', 'c', 'c', 'b', 'b', 'd', 'd', 'd', 'd', 'a', 'e', 'd', 'c', 'c', 'a', 'c', 'c', 'a', 'd', 'b', 'd', 'a', 'c', 'a', 'a', 'a', 'e', 'c', 'e', 'b', 'b', 'b', 'a', 'b', 'c', 'd', 'a', 'a', 'a', 'b', 'b', 'e', 'c', 'b', 'd', 'c', 'c', 'b', 'c', 'd', 'b', 'e', 'e', 'b', 'd', 'c', 'b', 'd', 'd', 'c', 'd', 'e', 'e', 'a', 'b', 'c', 'a', 'e', 'd', 'd', 'b', 'd', 'c')",2800
11,spec_second_2.dot,5.25,"('e', 'a', 'e', 'e', 'b', 'b', 'b')",20,1,7610,7.67,"('a', 'b', 'b', 'c', 'b', 'd', 'a', 'a', 'c', 'e', 'e', 'd', 'b', 'e', 'e', 'a', 'a', 'c', 'a', 'a', 'b', 'd', 'a', 'a', 'b', 'b', 'a', 'e', 'c', 'c', 'e', 'e', 'a', 'd', 'c', 'e', 'b', 'e', 'b', 'b', 'd', 'c', 'd', 'd', 'b', 'a', 'a', 'c', 'e', 'e', 'd', 'd', 'e', 'e', 'd', 'e', 'b', 'b', 'c', 'c', 'c', 'a', 'c', 'e', 'e', 'e', 'a', 'e', 'a', 'b', 'b', 'd', 'd', 'd', 'a', 'a', 'c', 'c', 'd', 'a', 'b', 'a', 'd', 'd', 'c', 'c', 'e', 'a', 'a', 'a', 'a', 'a', 'd', 'e', 'a', 'b', 'e', 'b', 'b', 'b', 'a', 'a', 'a', 'c', 'a', 'a', 'c', 'd', 'b')",20800
11,spec_second_1.dot,4.07,"('e', 'a', 'e', 'e', 'd', 'a', 'b', 'e', 'b')",27,1,16441,25.5,"('e', 'a', 'b', 'c', 'd', 'b', 'e', 'c', 'd', 'e', 'b', 'c', 'c', 'd', 'e', 'e', 'a', 'b', 'c', 'a', 'a', 'b', 'e', 'a', 'd', 'a', 'e', 'a', 'c', 'e', 'c', 'd', 'd', 'e', 'a', 'd', 'b', 'e', 'e', 'd', 'd', 'e', 'b', 'b', 'b', 'd', 'b', 'e', 'd', 'd', 'e', 'c', 'e', 'c', 'a', 'a', 'c', 'b', 'e', 'c', 'd', 'c', 'b', 'b', 'b', 'c', 'd', 'd', 'e', 'b', 'c', 'd', 'a', 'e', 'e', 'b', 'a', 'd', 'e', 'd', 'e', 'd', 'a', 'c', 'c', 'd', 'e', 'b', 'a', 'c', 'b', 'e', 'c', 'b', 'b', 'c', 'd', 'b', 'a', 'c', 'e', 'c', 'd', 'e', 'e', 'd', 'e', 'e', 'e', 'e', 'e', 'c', 'e', 'b', 'a', 'd', 'c', 'a', 'b', 'a', 'a', 'a', 'a', 'c', 'd', 'd', 'e', 'd', 'a', 'a', 'a', 'd', 'b', 'd', 'd', 'c', 'b', 'b', 'd', 'a', 'b', 'b', 'a', 'a', 'b', 'b', 'e', 'e', 'b', 'e', 'e', 'c', 'e', 'a', 'a', 'e', 'd', 'b', 'e', 'c', 'a', 'd', 'e', 'b', 'c', 'd', 'e', 'b', 'c', 'a', 'd', 'a', 'b', 'a', 'a', 'e', 'a', 'd', 'd', 'a', 'c', 'e', 'a', 'd', 'e', 'c', 'a', 'b', 'b', 'a', 'a', 'c', 'c', 'c', 'e', 'a', 'a', 'e', 'e', 'e', 'd', 'e', 'e', 'a', 'e', 'a', 'e', 'd')",65200
11,spec_second_5.dot,9.2,"('e', 'a', 'e', 'c', 'a', 'a', 'c', 'a', 'b', 'b')",18,1,16320,0.166,"('d', 'e', 'a', 'e', 'e', 'a', 'a', 'd', 'a', 'b', 'd', 'e')",400
11,spec_second_3.dot,23.3,"('e', 'a', 'd', 'a', 'c', 'c', 'c', 'c', 'd', 'd')",44,5,64951,4.99,"('e', 'd', 'a', 'a', 'e', 'c', 'b', 'd', 'e', 'd', 'e', 'd', 'b', 'd', 'a', 'b', 'a', 'd', 'e', 'd', 'b', 'b', 'c', 'd', 'e', 'b', 'b', 'e', 'a', 'd', 'b', 'a', 'a', 'd', 'e', 'a', 'd', 'd', 'e', 'b', 'e', 'e', 'b', 'e', 'a', 'b', 'a', 'b', 'a', 'c', 'a', 'b', 'a', 'e', 'b', 'b', 'd', 'd', 'd', 'b', 'b', 'c', 'e', 'd', 'e', 'a', 'e', 'b', 'a', 'e', 'd', 'b', 'a', 'a', 'c', 'd', 'c', 'b', 'e', 'd', 'a', 'c', 'c', 'c', 'd', 'd')",12800
3,spec_second_4.dot,10.8,NAN,9,3,35675,38.7,NAN,120000
3,spec_second_2.dot,13.3,NAN,9,3,39725,40.4,NAN,120000
3,spec_second_1.dot,12.7,NAN,9,3,36865,40.4,NAN,120000
3,spec_second_5.dot,11.1,NAN,9,3,32906,40.5,NAN,120000
3,spec_second_3.dot,13.4,NAN,9,3,39706,40.3,NAN,120000
5,spec_second_4.dot,3.64,"('c', 'a', 'd', 'e', 'e')",27,2,12650,0.0682,"('d', 'c', 'e', 'd', 'b', 'e', 'c', 'b', 'd', 'e', 'c', 'b', 'a', 'd', 'd', 'b', 'b', 'e', 'b', 'e', 'c', 'a', 'd', 'c', 'b', 'c', 'b', 'e', 'e', 'e', 'd', 'd', 'b', 'a', 'e', 'b', 'd', 'd', 'e', 'a', 'd', 'e', 'd', 'b', 'b', 'c', 'd', 'd', 'b', 'c', 'a', 'b', 'c', 'b', 'd', 'e', 'b', 'e', 'a', 'c', 'b', 'c', 'b', 'e', 'c', 'b', 'c', 'b', 'e', 'd', 'b', 'b', 'c', 'c', 'e', 'e', 'd', 'a', 'c', 'c', 'e', 'd', 'd', 'a', 'e', 'e', 'e', 'd', 'd', 'd', 'a', 'd', 'd', 'e', 'a', 'c', 'd', 'd', 'a', 'a', 'b', 'b', 'c', 'd', 'b', 'a', 'a', 'c', 'b', 'd', 'b', 'b', 'a', 'b', 'a', 'b', 'd', 'c', 'b', 'd', 'b', 'c', 'd', 'd', 'e', 'b', 'e', 'b', 'a', 'e', 'b', 'b', 'b', 'b', 'd', 'd', 'c', 'a', 'b', 'e', 'a', 'e', 'b', 'a', 'c', 'e', 'c', 'b', 'd', 'c', 'b', 'd', 'e', 'c', 'a', 'b', 'a', 'd', 'c', 'd', 'c', 'd', 'd', 'b', 'd', 'e', 'd', 'e', 'e', 'b', 'c', 'a', 'e', 'c', 'c', 'b', 'a', 'c', 'd', 'e', 'c', 'b', 'b', 'c', 'a', 'e', 'd', 'b', 'e', 'b', 'e', 'c', 'd', 'a', 'c', 'a', 'b', 'e', 'd', 'd', 'd', 'c', 'd', 'e', 'b', 'b', 'b', 'd', 'a', 'e', 'a', 'c', 'c', 'a', 'd', 'c', 'b', 'e', 'c', 'c', 'e', 'e', 'd', 'e', 'e', 'c', 'd', 'e', 'b', 'b', 'e', 'b', 'd', 'a', 'd', 'd', 'c', 'd', 'c', 'e', 'e', 'c', 'e', 'b', 'c', 'e', 'a', 'e', 'a', 'b', 'a', 'a', 'e', 'a', 'd', 'b', 'c', 'c', 'b', 'b', 'b', 'e', 'c', 'c', 'd', 'c', 'd', 'e', 'e', 'b', 'b', 'c', 'c', 'e', 'd', 'e', 'b', 'e', 'e', 'e', 'e', 'd', 'e', 'e', 'c')",200
5,spec_second_2.dot,1.06,"('c', 'e', 'a', 'b', 'e')",16,1,4822,0.0812,"('e', 'd', 'c', 'a', 'a', 'd', 'e', 'b', 'a', 'c', 'e', 'b', 'a', 'e', 'e', 'b', 'b', 'a', 'c', 'e', 'b', 'c', 'a', 'd', 'b', 'a', 'b', 'b', 'e', 'd', 'a', 'a', 'b', 'b', 'e', 'b', 'a', 'c', 'b', 'd', 'c', 'c', 'e', 'e')",200
5,spec_second_1.dot,0.644,"('c', 'e', 'a', 'b', 'e')",13,1,2896,0.0778,"('b', 'e', 'e', 'c', 'e', 'e', 'c', 'a', 'b', 'a', 'a', 'b', 'c', 'e', 'd', 'e', 'd', 'b', 'c', 'c', 'e', 'b', 'd', 'd', 'b', 'a', 'b', 'a', 'c', 'a', 'a', 'c', 'b', 'e', 'c', 'a', 'a', 'b', 'c', 'e', 'e', 'a', 'a', 'e', 'b', 'e', 'd', 'a', 'a', 'd', 'e', 'c', 'c', 'c', 'd', 'c', 'c', 'd', 'e', 'a', 'e', 'd', 'a', 'd', 'b', 'a', 'c', 'e', 'c', 'd', 'c', 'a', 'e', 'a', 'c', 'd', 'a', 'e', 'c', 'c', 'a', 'c', 'e', 'a', 'e', 'e', 'b', 'e', 'a', 'e', 'e', 'd', 'b', 'e', 'c', 'a', 'd', 'd', 'b', 'c', 'b', 'a', 'a', 'e', 'e', 'e', 'd', 'c', 'e', 'a', 'e', 'c', 'a', 'b', 'a', 'a', 'a', 'd', 'b', 'd', 'b', 'd', 'b', 'b', 'e', 'd', 'b', 'c', 'a', 'a', 'c', 'b', 'd', 'e', 'd', 'a', 'd', 'a', 'd', 'a', 'a', 'b', 'a', 'd', 'a', 'c', 'e', 'a', 'a', 'b', 'd', 'b', 'c', 'b', 'b', 'b', 'd', 'd', 'a', 'b', 'e', 'd', 'e', 'c', 'b', 'a', 'e', 'e', 'd', 'a', 'd', 'c', 'e', 'c', 'e', 'd', 'e', 'e', 'a', 'e', 'c', 'a', 'd', 'e', 'b', 'c', 'd', 'b', 'b', 'd', 'c', 'b', 'd', 'a', 'e', 'b', 'b', 'e', 'd', 'd', 'a', 'c', 'e', 'b', 'c', 'b', 'b', 'b', 'c', 'c', 'a', 'c', 'd', 'c', 'd', 'e', 'd', 'd', 'e', 'c', 'e', 'b', 'c', 'c', 'e', 'c', 'c', 'd', 'b', 'b', 'e', 'b', 'c', 'd', 'd', 'b', 'd', 'd', 'c', 'd', 'c', 'd', 'e', 'e', 'b', 'b', 'e', 'c', 'c', 'b', 'e', 'a', 'd', 'e', 'e', 'd', 'e', 'e', 'd', 'd', 'c', 'c', 'a', 'a', 'c', 'b', 'c', 'e', 'e', 'c')",200
5,spec_second_5.dot,1.28,"('b', 'e', 'a', 'a', 'b', 'e')",23,2,8623,0.0762,"('e', 'd', 'a', 'e', 'b', 'd', 'c', 'b', 'c', 'e', 'b', 'c', 'a', 'c', 'd', 'a', 'c', 'd', 'e', 'b', 'b', 'd', 'a', 'e', 'a', 'b', 'a', 'e', 'e', 'e', 'a', 'b', 'b', 'a', 'b', 'c', 'c', 'b', 'b', 'd', 'e', 'd', 'b', 'a', 'a', 'c', 'a', 'b', 'd', 'a', 'c', 'b', 'c', 'd', 'a', 'e', 'a', 'd', 'd', 'd', 'd', 'a', 'e', 'b', 'c', 'a', 'b', 'e', 'c', 'e', 'd', 'd', 'e', 'e', 'a', 'd', 'd', 'a', 'e', 'e', 'b', 'b', 'b', 'e', 'b', 'd', 'b', 'e', 'b', 'b', 'b', 'b', 'b', 'a', 'a', 'c', 'a', 'e', 'b', 'd', 'd', 'c', 'c', 'e', 'b', 'e', 'c', 'c', 'b', 'c', 'a', 'a', 'e', 'e', 'c', 'e', 'e', 'd', 'b', 'b', 'b', 'e', 'd', 'c', 'a', 'a', 'e', 'd', 'd', 'b', 'c', 'd', 'e', 'a', 'e', 'e')",200
5,spec_second_3.dot,0.452,"('b', 'd', 'e', 'a', 'b', 'e')",9,1,1587,0.254,"('a', 'c', 'a', 'b', 'a', 'b', 'e', 'd', 'c', 'd', 'e', 'c', 'd', 'a', 'e', 'd', 'b', 'c', 'd', 'e', 'e', 'e', 'd', 'b', 'c', 'd', 'c', 'd', 'e', 'c', 'a', 'e', 'e', 'c', 'e', 'e', 'c', 'e', 'e', 'e', 'a', 'a', 'd', 'a', 'a', 'b', 'e')",600
14,spec_second_4.dot,1.49,"('d', 'c', 'e', 'a', 'e', 'b')",15,3,5425,34.5,"('e', 'b', 'b', 'b', 'a', 'd', 'c', 'a', 'a', 'd', 'c', 'b', 'e', 'c', 'e', 'e', 'a', 'b', 'd', 'e', 'a', 'c', 'a', 'd', 'b', 'c', 'e', 'd', 'd', 'b', 'c', 'e', 'd', 'a', 'c', 'c', 'd', 'b', 'b', 'e', 'd', 'c', 'a', 'a', 'd', 'b', 'c', 'c', 'e', 'c', 'e', 'b', 'b', 'c', 'a', 'c', 'c', 'e', 'd', 'a', 'b', 'e', 'a', 'a', 'a', 'a', 'a', 'e', 'e', 'e', 'a', 'c', 'd', 'd', 'e', 'd', 'd', 'd', 'c', 'c', 'c', 'e', 'd', 'c', 'c', 'c', 'e', 'a', 'c', 'e', 'd', 'b', 'a', 'b', 'e', 'c', 'd', 'b', 'c', 'd', 'd', 'c', 'c', 'b', 'a', 'a', 'c', 'e', 'b', 'c', 'a', 'e', 'a', 'a', 'a', 'e', 'e', 'b', 'd', 'a', 'd', 'a', 'c', 'b', 'd', 'd', 'a', 'a', 'e', 'b', 'b', 'b', 'a', 'e', 'a', 'e', 'a', 'd', 'b', 'd', 'c', 'a', 'e', 'b', 'd', 'd', 'e', 'd', 'e', 'c', 'e', 'c', 'b', 'c', 'c', 'e', 'a', 'c', 'e', 'c', 'b', 'a', 'e', 'c', 'e', 'c', 'e', 'b', 'd', 'd', 'a', 'd', 'b', 'e', 'd', 'a', 'e', 'c', 'c', 'd', 'a', 'b', 'd', 'd', 'b', 'a', 'b', 'd', 'd', 'b', 'e', 'd', 'a', 'e', 'd', 'd', 'e', 'e', 'd', 'a', 'c', 'a', 'a', 'a', 'b', 'a', 'd', 'c', 'b', 'b', 'd', 'e', 'c', 'b', 'a', 'c', 'a', 'd', 'c', 'd', 'e', 'a', 'd', 'd', 'a', 'd', 'e', 'e', 'd', 'd', 'e', 'e', 'a', 'c', 'e', 'c', 'd', 'b', 'b', 'e', 'e', 'b', 'e', 'a', 'b', 'c', 'b', 'e', 'a', 'b', 'c', 'd', 'e', 'b', 'b', 'b', 'e', 'b', 'e', 'b', 'a', 'a', 'c', 'd', 'a', 'e', 'c', 'd', 'd', 'c', 'a', 'b', 'c', 'e', 'a', 'd', 'b', 'a', 'e', 'e', 'a', 'c', 'd', 'a', 'e', 'd', 'c', 'c', 'b', 'd', 'c', 'e', 'b', 'e', 'e', 'a', 'e', 'd', 'c', 'c', 'b', 'd', 'a', 'e', 'e', 'c', 'a', 'a', 'b', 'd', 'c', 'e', 'a', 'b', 'b', 'e', 'a', 'c', 'd', 'a', 'b', 'c', 'e', 'e', 'a', 'd', 'e', 'b', 'd', 'a', 'a', 'a', 'a', 'e', 'd', 'a', 'b', 'e', 'b', 'b', 'e', 'd', 'c', 'b', 'a', 'e', 'a', 'd', 'b', 'a', 'e', 'a', 'c', 'c', 'd', 'c', 'a', 'a', 'c', 'e', 'a', 'd', 'b', 'e', 'c', 'e', 'e', 'c', 'a', 'c', 'a', 'd', 'd', 'c', 'e', 'a', 'e', 'b', 'e', 'd', 'd', 'e', 'e', 'd', 'd', 'a', 'a', 'b')",91400
14,spec_second_2.dot,11.9,"('d', 'c', 'e', 'a', 'e', 'd', 'a')",32,8,28055,9.23,"('a', 'd', 'c', 'e', 'b', 'd', 'c', 'd', 'e', 'c', 'e', 'a', 'b', 'e', 'e', 'b', 'e', 'c', 'd', 'a', 'c', 'c', 'd', 'e', 'e', 'e', 'c', 'd', 'e', 'e', 'a', 'b', 'c', 'a', 'b', 'd', 'c', 'a', 'b', 'a', 'd', 'c', 'd', 'c', 'e', 'c', 'd', 'c', 'b', 'b', 'c', 'a', 'e', 'd', 'a', 'b', 'd', 'c', 'b', 'a', 'b', 'b', 'e', 'e', 'd', 'c', 'e', 'c', 'b', 'b', 'a', 'b', 'd', 'd', 'c', 'e', 'c', 'd', 'b', 'a', 'c', 'b', 'a', 'e', 'b', 'd', 'd', 'c', 'd', 'e', 'b', 'a', 'c', 'c', 'b', 'd', 'b', 'd', 'd', 'd', 'd', 'b', 'a', 'e', 'a', 'c', 'a', 'c', 'a', 'b', 'd', 'a', 'c', 'b', 'd', 'd', 'e', 'e', 'b', 'd', 'd', 'c', 'a', 'd', 'd', 'c', 'e', 'e', 'b', 'd', 'e', 'a', 'e', 'c', 'b', 'c', 'e', 'd', 'b', 'b', 'd', 'c', 'e', 'd', 'b', 'a', 'e', 'e', 'b', 'c', 'e', 'a', 'b', 'b', 'd', 'b', 'a', 'e', 'a', 'b', 'c', 'c', 'a', 'e', 'a', 'a', 'a', 'd', 'c', 'a', 'b', 'b', 'd', 'c', 'd', 'a', 'b', 'e', 'e', 'c', 'b', 'c', 'b', 'e', 'e', 'c', 'e', 'a', 'c', 'c', 'a', 'd', 'd', 'c', 'a', 'b', 'd', 'd', 'e', 'c', 'a', 'c', 'b', 'b', 'c', 'd', 'c', 'e', 'b', 'a', 'd', 'e', 'c', 'a', 'b', 'b', 'c', 'b', 'b', 'a', 'a', 'd', 'b', 'd', 'd', 'c', 'd', 'a', 'c', 'c', 'a', 'a', 'a', 'c', 'a', 'e', 'd', 'b', 'b', 'a', 'e', 'b', 'b')",26600
