name,spec_num,mistake_time_rand,mistake_rand,rand_num_queries
12,spec_3.dot,9.59,ebacbeaabdeedcabbdcccabdcdbdcaddcacbdbabbbccdaaabcabedeccadcdabae,25665
12,spec_2.dot,19.8,deeadaabccceaadbacacecdecbbdccdadbbbaebdbcbdcbedcbeddaebebcbccdebbabbbcbcaaadececdbcdbeaabaddcebcaebeeceeedaeebeadbbccd,52319
30,spec_5.dot,2.79,abaddabaccedccdbceecddeccbeeeeeceacebcbeabdbceacbdaaaaadddacceaeacaacedebbdeabcccbdedbcabbcccadedecadcccedeecadecaebcbaadedbdbccbedcccdbdcccecedcdded,3949
30,spec_4.dot,0.537,ebadaacdddccbebaeecdccdabdeabbabecedcdcbcdeecedadbcdeceaacbdbaaecadcaabdacbbdbdccccdcaeeebbebcbbbeaabecba,505
30,spec_1.dot,1.53,eaeddacebddcdabced,2818
30,spec_3.dot,1.33,eddcdaadedbbacbaeedabeabdcdecddcdedcbbbddceaceebacaaddccbadbecedacbbbcaeeceeaeecbaecddbdaddcbdbeadecbddebbecbdabbbdbaccbeeceebbadadcedaacacecededcbd,1548
30,spec_2.dot,0.211,cacbdcaebadaecdedbadddcecbbeeddaaadbedc,239
26,spec_5.dot,1.17,ccecbecdbcdbdeedcdecccdaceeabdabbddcdbaadabacabdccbddaadecaabcabbad,1867
26,spec_4.dot,1.08,daaeecccebebcddddcebbcbccbccabbddbcebdacdacaddabcacebcaaaecccaebd,1665
26,spec_1.dot,3.17,cbbcceabecceacedbbadcbcabcebbacebeddacb,5839
26,spec_3.dot,1.36,edcacdaddadcabbdddbecdcddebebeaedcbbecdacbeccbadabbdebcabccdeeeadccaebabcbbeddacdebaacbdbcdeddcbadaddecbeddebbaeedecceacdedbecdebbbdcccaca,1138
26,spec_2.dot,6.3,dcbcabdddbdbbeaaeacdaededceddbabbeabbbebeebecdeceadaebacbcaedc,11662
9,spec_5.dot,7.31,beadeedeccbcdeaacbdeddedbbacddcbeadccaecddaaaddabaabbacebcbdabbddecabddacaddccabedadbabebadbeeecbddbbedceccbcaedaceebacbdccacbaaccceceebcbcaacbdeabdbdacebeccdbddbdebcabcdbaadadaaaecceaadccaedbeccebaedadcdcdadceab,18812
9,spec_4.dot,2.86,aebacbbcdedcdcaedbedcdddbdebbaeacceabacbbdbeebddecccebbaeabbcdebcbcdbeacddbacabcaaeeedacdcbecacbeaaadedcbebbaecedcbddeeaededaeabbdbecdcdabbb,7540
9,spec_1.dot,1.64,cbbbececaaabecabeabaecdaebdabbdaeeeedbcceacaaccbcadebdeeadbbbbeacdcbabdd,4472
9,spec_3.dot,3.83,caceabddeadbabeedeedeedaebcebaacceedbecceedebcdbeceacddace,10658
9,spec_2.dot,3.3,bedbbdeaeddccbcddcecedaaddecaeddadcdc,9237
2,spec_5.dot,2.2,ebadaceebdaeedeeaaacddebe,5825
2,spec_4.dot,0.707,bdaeedbeabceadbbbaadedbeaddccebadababcdceaaaaccdcebaabcedaadbbbecdcecdeeecacdbabdeedacadbaaacbebdacaacbebcdbaecc,912
2,spec_1.dot,0.557,dbaeabbacbbbeeeeebcccdeeacdcaabceccbcadedbacceeeaedbe,1253
2,spec_3.dot,14.4,edcdadbedaeceabceeccacecbeeadaeacbcaadaacbeeabea,37448
2,spec_2.dot,0.675,ebbddaecedadabdebabddebcdcbeebebbcbdbecacccecdaacedabcadedcdbdacaceeeeceeceaaaecaeceecedecccedadacaaabbcadcdbebeeebcc,717
11,spec_5.dot,8.29,beeaaebcddcbbebbaceabaeceedeabcaeeaeacbdeddbdecaaabcdebaaaceabdbecdaadadcacabcdabaacecceecabeeddaecbabaeebbdcdaddedaadadaccaaccedeaabcedbedeeacdeecbcdcdacaeeedccadbdedddbdbeacbdaccbccabbacccaedcecaaccccbdeaebacbcdcadccceebbdabddebabeebedeabcacaeaaebbccaaacabbccecbedebdabbacbabedddaededdaeebeeadbadadaabccecacaabacbbbcaeedcabacccbcdbbdaacabb,19541
11,spec_4.dot,0.74,ecbeecaaaacccccdceaeacbc,1824
11,spec_1.dot,0.844,aeebaeaeecadecdddbaaeaeaaedcbceeebdeeeecbdecbedcceacadabcebbebbbdbebaadcdabcecbeaadcaedaacaacce,1895
11,spec_3.dot,5.68,baceaceed,14009
11,spec_2.dot,7.06,bedacdbddaadadaeeccdcdeaeeaec,17429
3,spec_5.dot,37.0,NAN,120000
3,spec_4.dot,36.0,NAN,120000
3,spec_1.dot,35.7,NAN,120000
3,spec_3.dot,35.6,NAN,120000
3,spec_2.dot,35.5,NAN,120000
5,spec_5.dot,0.0942,dbcbcbacbee,211
5,spec_4.dot,0.184,cbdacdeecaadabe,215
5,spec_1.dot,0.109,ebbceaebccceededadbe,220
5,spec_3.dot,0.165,eacbbdddbcbdaddbccdcadcdadedcdebbcddedcbadabddeaecdaaacceabe,260
5,spec_2.dot,0.303,dabedbcdcaaedadbcdbbeccbabbaacedebadbcbdaacacaecbddcbceeccccaacaceaeabaebbeaedbdeddbaecaaadeaeccdedabebceccbdbbcbe,314
14,spec_5.dot,7.88,dbeaccdd,22008
14,spec_4.dot,0.318,edaeaceebbcecaceaaadbdbacbcddbedbeebd,837
14,spec_1.dot,2.71,bcdaceadceaeda,7614
14,spec_3.dot,5.12,bbceeccddddcecaeacccebccadeaaeededaecccaecabbdcbaeebcadadeceabdedcbedbeeddecceeaeda,13883
14,spec_2.dot,1.3,ccdaabcdcccdacebaebabedaaaacccdacaaaeecbdcdedbbebecdccdcebbaadedddecdbaebddbbdabcaacabddabacdcdbcbbddacebabdeddbcdbaaddbdcdabaaebbececdabedeadeabaaeaebadececbeaadedbdeeccc,2771
21,spec_5.dot,3.31,ddbacadbdecbeeceaececbeebdbadcbbdbcaebbcecedbeaabeaedbeeaccaebbacbcaddca,8472
21,spec_4.dot,7.19,acdbaedeecacadbcbbbaeeacbceacbaedeccbedaddbebdcdcccebcbadbcebadbdddabedeacbaeecbbcecaaababaedcaddcdccebabdbdcbdbbacddaadedaddabdecadbdedaeaeadbaabcacbebbbbbaaccddbebcbacebaaeebdcdaaecbadbaecbdacacdbcaceeecaaadadccebebdddcdaabdcaecebeabaeacebcdbabadadcadedeebdbdeccceacebdeeecadaebbeabddcabcaadeeedabbcaaaecacddbbbeaebecceedeeeecedeeba,10734
21,spec_1.dot,2.46,eabaadcbbdaedeeeadbbcdcecceeecdcaadeddcecbabceedeaaebbadebeccadcecedcdeecbcacecaeedaeae,5887
21,spec_3.dot,5.08,caeeecbeacacbddcae,13618
21,spec_2.dot,1.86,ebbdbcaeedccbddbcdbbddbeeeaedbbcccbcebccaceddceabdddadebdadadacaaaadacaacedaaadaa,4481
19,spec_5.dot,1.09,dcaeaeecccdeabedacaabecabccddedcdeabedaaccbbdaaaddcdaadceabedeccdeaecbcebcdbababdae,1483
19,spec_4.dot,18.8,dbbcdcceeededebdeebbacabedacccacdceeaebeeecbabadacaebecdeedcaabaeebaddeddbbbeacabebbedbadcccbdbeedceaebeaedcebdededbdddabacbbedbebdeecbbeecceeeeaeecaeceadeabbbcbcababeabccedceceededdabaeaacdcebeaaceacedaadeeaebaecbcabdeacccddceaabaedceadadeceeacac,30847
19,spec_1.dot,2.03,beacddcddbceacececdbbadaecadccddabd,3635
19,spec_3.dot,0.515,ccddcdaaeeedabbbccbdecaebbdeaabaeddcdeedabbd,844
19,spec_2.dot,1.37,bdceabaeadeadebbecdeedebdebabcaaaddbdaddaadcaabddebacacebae,2259
29,spec_5.dot,1.87,edcaabaaebddbdeddbbaaaeeaebceceaecadbcaacdabadcbeadceacbddcaddcdbddeaeceddacaecdbccbebadaebeebbbbaeb,3900
29,spec_4.dot,6.27,cadeaecaddaeebdeeaeacacdebaacbaeddedaddceeaedebebcdcadaaaeeabeaeedbbbecdcbccadabbabeeaeeaeedcabddceeaaeebebecbecedcdaeaccdddcaacdbbcaeedddddeaddaddebeddaecbacbbdcadbdcbeacabdaceabd,13180
29,spec_1.dot,3.37,eebcebaedbcabadaecdcccbabbbcdececbaabbbdaecdbadacecbbdacbceccdaebdddaebeeecbbacdabec,7484
29,spec_3.dot,7.22,abccecbdbbdbcecaddedcdbebdceedcacbabeaecddcebbecaaaedbabbcaaeeabcbaebdbaaecbcedebdceedaacacbdd,16894
29,spec_2.dot,9.15,ecabcabacbbbddcbcaceceeededcaddeaaaddcbdbdeedeaedaebceacaddcdbbdebcedcacdceeadcceeecacabdcebcabbdecdadaaadcdaeebdcbaedaeeaeeedbceebdeedbaddedaebccbccdecbcdbcbacedeeabbacedddeccdeeecbedbcaeaaecdaecdebbbaebbbbaedacaccdeaadbcaebbbeebaebcbebbbabddedecbabcbeadbedabcaaeacaaadbebbbaadccddeabbcabdedeabeaedecccdcbaceaddddebbecdebdabeaddaadbcbecceaadbcc,14945
25,spec_5.dot,34.9,NAN,120000
25,spec_4.dot,34.4,NAN,120000
25,spec_1.dot,35.2,NAN,120000
25,spec_3.dot,34.5,NAN,120000
25,spec_2.dot,35.1,NAN,120000
10,spec_5.dot,5.61,acecceeddcddadbbcccaebdecddccdaaeacdbaddbcbdaeeececbddbbededeeebeedadebbeccdbebcdeadcbedebabceaccaccdcaadabdccbbdacaadbdaedcbcedbeabbdadbadcaebaaeedbcddbaaedeabedaccdcebcccccdabeedabcecdebcaecdcedadeddcaeecededbaccdadbdbebccedbbccadeadedcbcbae,6443
10,spec_4.dot,2.4,eddbdd,4606
10,spec_1.dot,1.91,dccadaccee,3610
10,spec_3.dot,0.559,ecaacbaabbaaededebaaceeacbdccbbabdbcbebaa,841
10,spec_2.dot,8.35,eddbdd,16006
8,spec_5.dot,0.764,bbecbaeececdcbbaebdbaadcdaabedbdeddddadebabdbbedadcecbbcabcdbbbeaebedebabedbcaebccdbeeabadcddbcdead,699
8,spec_4.dot,0.446,cdaea,805
8,spec_1.dot,0.432,cdaebadcdb,810
8,spec_3.dot,0.36,deabbcecaeabcdacdabeee,622
8,spec_2.dot,0.604,aceaeaddeabaadcacddbbbabcdbdaddaabbdbebeddedccdcebbbedebabaaeaeccbaedcdeecccaabcbadabcbcdcecba,494
17,spec_5.dot,6.89,edaadcdccbbacdeeedbadbeaddaccccceebaeceedadcdedaeadebeadeccbdbaecdeeadabcaaabceadbbbbebcdaacceebdbecebccceecbbeeeeecadeedbedbabeacaeebbabcdadecebddbbceaeedaeadcececabbaadcaedeacadaecccbdcdeedbdedabbbdbcaebddddbeacbdabcdbaddbbbbedbdecaccecadaabadeacdaddb,8253
17,spec_4.dot,0.862,bddbbbedacdaccdaaeeddddacbbededebaedecdeabcdaecdbacbdcdacaceeddceeecceaeaebadedcacdedbaaebccaeecccecabac,704
17,spec_1.dot,0.938,ccdeedbaecbecaabcaebebadeecddecaebdbdaebbaecacbdddaddabbdaaeeddbadcabbbbbebeddecbdcabcbaeeccaeddeababaaecbcdcbdbdeedca,718
17,spec_3.dot,3.45,addacbaceccbcdbdebcaaeebcdebdbdbeb,6034
17,spec_2.dot,4.85,ddbdeacecaecaacaeaacbcdabecccdcbceedbabbdedbdeebdecdedbbecbdcebabcdaeacbdebdbececdedaacdcecdeddedcdcbddbebcceaebbccccbbbcdadcbadbdadddeaabdceeadecccedcbeedbbedeebdbbacacacadbdddaabeabdcebccdeeedbadcbbbcecbbdbaacabcbbeeeecbebccab,5428
15,spec_4.dot,11.7,aeeedeb,30607
15,spec_1.dot,22.6,bbacebccaeeecdbeddaaaedbcbbecbdadbeebaeadecedbbcbeecceceaaabbaeeedaeecddadbacdcccdeecdbbddccdaecabbdecaccbeaebcbcccacdbaacdbacddbcbaac,58334
15,spec_3.dot,3.73,eebecbccacaceedeebaedccceabdddcdaacaeadebbbeaaabeecadbecaaeeaddedceabcccbcedddaadaaecbdacbdedcacbedcebeccdaeadeeaaabdeecabbdadeedbcbbbedcacccbeeeeedbeeabdaecedabbeedcededccaeeecaeabcbccceedeadebaabcaeaacaaebaacbaeebaecedcbccdcecbdbbaceddcceddeadcccecadcabeccdbcbbbadccdaedcbcacbeaccacacaddebbbbdedbdddcdeeaddecdecdacccbdcbbcecdedcadedcdecbba,6541
15,spec_2.dot,3.98,eebacedcceadceeddeddbcaeddcabddedbcdcbabbaeadeeaecceeedaabbababeadeacdbceebedacddeaeadcaceebaecaacbdedeabdddcbdeadbcaeddabecdccadacdaadcceabdbdedcbcdeedeaedbccae,9961
