name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries
25,spec_2.dot,27.7,NAN,8,3,27082
10,spec_5.dot,54.4,"('c', 'd', 'e', 'a', 'a', 'e', 'd', 'd', 'a', 'a', 'c')",30,4,18194
10,spec_4.dot,1.86e+02,"('d', 'a', 'a', 'e', 'd', 'c', 'e', 'd', 'd')",38,5,35825
10,spec_1.dot,7.84e+02,NAN,32,8,40872
10,spec_3.dot,62.5,"('a', 'c', 'd', 'c', 'd', 'c', 'd', 'a', 'b', 'b', 'c', 'c', 'c')",31,6,16180
10,spec_2.dot,1.15e+02,"('e', 'b', 'e', 'b', 'a', 'b', 'e', 'e')",32,7,20472
8,spec_5.dot,58.1,"('e', 'a', 'd', 'b', 'c', 'a', 'c', 'd')",35,15,18532
8,spec_4.dot,10.3,"('c', 'a', 'd', 'd', 'a')",22,8,6273
8,spec_1.dot,12.3,"('c', 'e', 'b', 'c', 'c', 'c')",24,9,7494
8,spec_3.dot,14.4,"('c', 'd', 'a', 'a', 'a')",27,12,9338
8,spec_2.dot,42.1,"('c', 'd', 'a', 'c', 'a')",30,13,14244
17,spec_5.dot,1.08e+02,"('e', 'e', 'e', 'd', 'e', 'c', 'c', 'd', 'c', 'd', 'e', 'a', 'b')",33,6,21476
17,spec_4.dot,19.5,"('e', 'a', 'c', 'e', 'b', 'e', 'a', 'd', 'c', 'a', 'b')",27,9,11244
17,spec_1.dot,1.2e+02,"('b', 'b', 'c', 'b', 'd', 'b', 'd', 'c', 'b')",41,9,33649
17,spec_3.dot,1.21e+02,"('d', 'a', 'a', 'c', 'a', 'c', 'e', 'b', 'e', 'b', 'c', 'a', 'a', 'b')",45,14,35849
17,spec_2.dot,63.1,"('a', 'c', 'c', 'b', 'b', 'c', 'b', 'c', 'a', 'a', 'e', 'b')",46,15,33283
15,spec_4.dot,2.33e+02,"('a', 'a', 'a', 'c', 'b', 'a', 'd', 'd', 'a', 'e', 'c', 'b', 'd')",27,21,24091
15,spec_1.dot,1.49e+02,"('c', 'c', 'e', 'e', 'd', 'c', 'd', 'e', 'c', 'e')",37,27,35568
15,spec_3.dot,1.46e+02,"('e', 'a', 'd', 'c', 'e', 'd', 'e', 'c', 'a', 'e')",27,21,29555
15,spec_2.dot,69.2,"('d', 'c', 'e', 'd', 'e', 'a', 'd', 'c', 'b', 'e', 'c', 'a', 'e')",25,18,12806
