name,spec_num,mistake_time_rand,mistake_rand,rand_num_queries
26,spec_second_5.dot,0.892,"('d', 'c', 'b', 'e', 'c', 'b', 'e', 'd', 'b', 'a', 'c', 'e', 'b', 'b', 'e', 'd', 'e', 'b', 'c', 'c', 'e', 'b', 'a', 'c', 'd', 'b', 'a', 'e', 'e', 'a', 'e', 'b', 'e', 'c', 'e', 'e', 'e', 'a', 'e', 'a', 'c', 'd', 'd', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'c', 'a', 'b', 'e', 'e', 'a', 'c', 'd', 'b', 'd', 'd', 'e', 'b', 'c', 'a', 'c', 'c', 'e', 'b', 'b', 'c', 'b', 'b', 'd', 'd', 'b', 'd', 'a', 'd', 'e', 'b', 'd', 'e', 'a', 'd', 'e', 'd', 'c', 'c', 'c', 'd', 'c', 'b', 'c', 'd', 'e', 'a', 'c', 'c', 'c', 'c', 'e', 'a', 'c', 'c', 'a', 'd', 'a', 'e', 'a', 'e', 'a', 'e', 'b', 'e', 'd', 'b', 'e', 'a', 'd', 'd', 'c', 'e', 'e', 'd', 'a', 'a', 'c', 'e', 'e', 'e', 'c', 'a', 'e', 'e', 'e', 'e', 'c', 'a', 'c', 'd', 'b', 'b', 'e', 'b', 'a', 'c', 'a', 'd', 'b', 'c', 'c', 'b', 'e', 'a', 'c', 'b', 'b', 'd', 'c', 'd', 'e', 'a', 'a', 'b', 'b', 'a', 'd', 'a', 'b', 'e', 'd', 'd', 'a', 'a', 'a', 'c', 'a', 'b', 'b', 'd', 'a', 'a', 'c', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'b', 'd', 'a', 'c', 'b', 'a', 'a', 'b', 'c', 'a', 'b', 'd', 'b', 'a', 'c', 'c', 'e', 'e', 'b', 'd', 'c', 'a', 'c', 'b', 'd', 'e', 'c', 'b', 'd', 'e', 'a', 'a', 'b', 'a', 'b', 'a', 'a', 'd', 'a', 'd', 'e', 'a', 'd', 'd', 'b', 'e', 'a', 'a', 'b', 'd', 'a', 'e', 'e', 'a', 'e', 'd', 'c', 'c', 'b', 'e', 'b', 'b', 'c', 'c', 'd', 'c', 'd', 'd', 'c', 'e')",1600
26,spec_second_3.dot,0.212,"('d', 'd', 'b', 'a', 'a', 'a', 'd', 'd', 'b', 'e', 'b', 'b', 'e', 'e', 'd', 'a', 'd', 'b', 'e', 'e', 'e', 'b', 'a', 'a', 'd', 'c', 'a', 'd', 'b', 'd', 'c', 'b', 'e', 'c', 'd', 'e', 'c', 'b', 'a', 'b', 'd', 'e', 'b', 'b', 'b', 'a', 'a', 'd', 'e', 'b', 'e', 'b', 'e', 'c', 'b', 'e', 'e', 'a', 'b', 'b', 'a', 'b', 'a', 'c', 'c')",400
9,spec_second_4.dot,3.16,"('c', 'c', 'd', 'e', 'd', 'd', 'a', 'e', 'e', 'e', 'a', 'b', 'e', 'd', 'c', 'b', 'd', 'a', 'e', 'd', 'e', 'c', 'a', 'd', 'b', 'd', 'b', 'e', 'd', 'a', 'e', 'a', 'e', 'b', 'c', 'c', 'd', 'd', 'c', 'b', 'd', 'e', 'd', 'c', 'b', 'c', 'b', 'a', 'c', 'c', 'e', 'a', 'c', 'd', 'a', 'e', 'c', 'c', 'd', 'a', 'd', 'a')",8800
9,spec_second_2.dot,13.4,"('c', 'a', 'd', 'e', 'e', 'a', 'e', 'b', 'a', 'e', 'd', 'd', 'a', 'e', 'b', 'd', 'd', 'd', 'd', 'd', 'a', 'b', 'c', 'd', 'b', 'e', 'd', 'b', 'b', 'c', 'e', 'a', 'd', 'c', 'a', 'c', 'e', 'e', 'a', 'b', 'c', 'c', 'a', 'b', 'd', 'd', 'c', 'e', 'a', 'b', 'a', 'd', 'd', 'c', 'c', 'd', 'a', 'b', 'c', 'a', 'c', 'd', 'b', 'e', 'c', 'c', 'c', 'c', 'c', 'c', 'd', 'c', 'd', 'c', 'd', 'a', 'b', 'b', 'b', 'a', 'e', 'c', 'c', 'c', 'b', 'b', 'e')",35000
9,spec_second_1.dot,1.74e+02,"('a', 'a', 'e', 'b', 'a', 'c', 'a', 'a', 'c', 'a', 'd', 'e', 'c', 'a', 'a', 'e', 'c', 'a', 'e', 'e', 'c', 'c', 'b', 'c', 'a', 'd', 'd', 'a', 'e', 'b', 'e', 'b', 'a', 'd', 'b', 'a', 'a', 'a', 'b', 'd', 'd', 'c', 'e', 'e', 'd', 'c', 'e', 'e', 'a', 'd', 'd', 'b', 'a', 'e', 'd', 'c', 'a', 'c', 'a', 'a', 'd', 'b', 'a', 'd', 'd', 'c', 'c', 'a', 'e', 'c', 'b', 'a', 'e', 'a', 'd', 'c', 'c', 'e', 'e', 'a', 'e', 'd', 'e', 'c', 'e', 'a', 'c', 'd', 'b', 'b', 'a', 'e', 'c', 'a', 'c', 'c', 'c', 'a', 'd', 'c', 'd', 'd')",451000
9,spec_second_5.dot,0.986,"('a', 'd', 'e', 'b', 'd', 'e', 'b', 'd', 'd', 'a', 'b', 'c', 'd', 'b', 'c', 'b', 'a', 'b', 'c', 'e', 'e', 'd', 'a', 'd', 'c', 'd', 'c', 'b', 'a', 'a', 'e', 'c', 'd', 'a', 'd', 'e', 'a', 'e', 'a', 'd', 'd', 'd', 'e')",2600
9,spec_second_3.dot,1.23,"('a', 'a', 'a', 'e', 'e', 'a', 'e', 'e', 'a', 'd', 'e', 'b', 'b', 'b', 'd', 'd', 'd', 'a', 'd', 'c', 'd', 'a', 'b', 'e', 'e', 'c', 'b', 'b', 'c', 'c', 'd', 'e', 'e', 'c', 'e', 'c', 'd', 'b', 'c', 'd', 'd')",3000
2,spec_second_4.dot,1.55,"('c', 'c', 'd', 'd', 'a', 'd', 'b', 'c', 'e', 'd', 'e', 'c', 'a', 'c', 'b', 'a', 'e', 'd', 'c', 'b', 'c', 'd', 'a', 'd', 'e', 'e', 'e', 'b', 'a', 'a', 'b', 'b', 'c', 'a', 'b', 'd', 'a', 'e', 'b', 'b', 'd', 'c', 'e', 'e', 'c', 'a', 'e', 'a', 'd', 'b', 'e', 'e', 'a', 'a', 'a', 'c', 'c', 'c', 'd', 'a', 'b', 'b', 'c', 'e', 'b', 'b', 'c', 'a', 'a', 'b', 'a', 'b', 'a', 'd', 'c', 'c')",3800
2,spec_second_2.dot,1.07,"('b', 'e', 'a', 'e', 'e', 'a', 'a', 'a', 'e', 'd', 'c', 'a', 'c', 'd', 'a', 'c', 'd', 'd', 'b', 'c', 'b', 'a', 'a', 'c', 'e', 'e', 'e', 'e', 'a', 'd', 'd', 'b', 'b', 'e', 'e', 'e', 'c', 'e', 'a', 'e', 'e', 'a', 'c', 'd', 'd', 'd', 'e', 'e', 'c', 'b', 'd', 'a', 'e', 'd', 'e', 'd', 'b', 'c', 'd', 'e', 'e', 'c', 'b', 'd', 'd', 'a', 'd', 'b', 'd', 'e', 'b', 'e', 'e', 'a', 'c', 'b', 'b', 'c', 'c', 'a', 'b', 'd', 'a', 'd', 'd', 'b', 'a', 'a', 'b', 'd', 'a', 'b', 'c', 'a', 'd', 'b', 'a', 'a', 'c', 'e', 'a', 'e', 'e', 'e', 'e', 'a', 'd', 'a', 'e', 'e', 'c', 'c', 'a', 'c', 'd', 'e', 'a', 'd', 'c', 'b', 'e', 'c', 'd', 'd', 'b', 'b', 'b', 'd', 'b', 'a', 'a', 'c', 'a', 'd', 'a', 'a', 'a', 'b', 'e', 'c', 'e', 'b', 'b', 'b', 'd', 'a', 'c', 'e', 'd', 'c', 'c', 'd', 'd', 'e', 'c', 'c', 'b', 'c', 'd', 'e', 'c', 'a', 'e', 'a', 'b', 'e', 'e', 'd', 'a', 'b', 'c', 'e', 'c', 'e', 'd', 'a', 'c', 'a', 'a', 'e', 'e', 'c', 'c', 'e', 'c', 'b', 'b', 'd', 'a', 'e', 'e', 'c', 'd', 'a', 'e', 'd', 'a', 'e', 'e', 'd', 'd', 'c', 'b', 'd', 'e', 'e', 'd', 'b', 'c', 'b', 'c', 'e', 'd', 'a', 'c', 'c', 'b', 'b', 'd', 'e', 'a', 'c', 'c', 'd', 'a', 'b', 'a', 'e', 'c', 'c', 'c', 'b', 'd', 'a', 'e', 'c', 'c', 'a', 'd', 'd', 'e', 'c', 'e', 'a', 'b', 'd', 'b', 'e', 'b', 'd', 'b', 'c', 'a', 'c', 'd', 'd', 'b', 'e', 'e', 'c', 'b', 'b', 'c', 'e', 'd', 'a', 'd', 'a', 'd', 'a', 'b', 'c', 'e', 'd', 'b', 'd', 'd', 'b', 'c', 'd', 'b', 'a', 'b', 'd', 'c', 'b', 'b', 'e', 'a', 'b', 'd', 'b', 'c', 'b', 'a', 'b', 'd', 'd', 'c', 'b', 'a', 'c', 'b', 'e', 'e', 'c', 'e', 'b', 'd', 'a', 'b', 'c', 'b', 'c', 'a', 'c', 'c', 'b', 'a', 'e', 'e', 'e', 'e', 'd', 'd', 'a', 'c', 'a', 'e', 'c', 'e', 'c', 'b', 'b', 'd', 'a', 'c', 'e', 'a', 'd', 'd', 'd', 'b', 'd', 'b', 'c', 'a', 'a', 'c', 'e', 'c', 'b', 'd', 'b', 'c', 'a', 'c', 'd', 'd', 'b', 'e', 'a', 'a', 'b', 'c', 'd', 'b', 'c', 'e', 'a', 'e', 'a', 'a', 'e', 'e', 'a', 'd', 'e', 'b', 'd', 'd', 'c', 'c', 'a', 'c', 'a', 'e', 'c', 'e', 'b', 'c', 'c', 'e', 'd', 'c', 'e', 'c', 'd', 'e', 'c', 'b', 'b', 'd', 'a', 'a', 'e', 'b', 'e', 'd', 'a', 'b', 'c', 'c', 'a', 'e', 'a', 'c', 'c', 'e', 'c', 'e', 'd', 'd', 'a', 'd', 'a', 'b', 'b', 'c', 'd', 'a', 'a', 'e', 'a', 'e', 'b', 'a', 'a', 'e', 'e', 'd', 'b', 'b', 'd', 'e', 'e', 'b', 'c', 'a', 'b', 'e', 'c', 'b', 'b', 'a', 'b', 'b', 'a', 'd', 'b', 'd', 'd', 'a', 'c', 'c', 'c', 'a', 'd', 'b', 'c', 'c', 'a', 'a', 'c', 'b', 'e', 'a', 'e', 'c', 'e', 'a', 'e', 'd', 'd', 'b', 'b', 'b', 'e', 'c', 'e', 'b', 'c')",2600
2,spec_second_1.dot,8.42,"('e', 'e', 'b', 'e', 'c', 'a', 'a', 'c', 'c', 'e', 'a', 'e', 'a', 'c', 'b', 'a', 'd', 'c', 'c', 'd', 'a', 'e', 'd', 'c', 'b', 'a', 'a', 'c', 'a', 'd', 'e', 'e', 'e', 'd', 'b', 'b', 'a', 'c', 'a', 'e', 'd', 'd', 'd', 'a', 'd', 'a', 'a', 'e')",20400
2,spec_second_5.dot,6.41,"('b', 'e', 'd', 'e', 'e', 'd', 'd', 'c', 'd', 'a', 'd', 'e', 'c', 'a', 'a', 'b', 'e', 'a', 'c', 'b', 'd')",15600
2,spec_second_3.dot,13.2,"('e', 'c', 'e', 'c', 'e', 'c', 'd', 'd', 'e', 'b', 'b', 'b', 'd', 'b', 'c', 'a', 'c', 'e', 'e', 'c', 'd', 'b', 'a', 'e', 'c', 'b', 'e', 'd', 'e', 'd', 'b', 'a', 'e', 'b', 'b', 'e', 'e', 'a', 'b', 'b', 'c', 'e', 'b', 'c', 'e', 'b', 'd', 'e')",31800
11,spec_second_4.dot,0.631,"('d', 'd', 'c', 'b', 'e', 'd', 'd', 'b', 'e', 'e', 'b', 'b')",1600
11,spec_second_2.dot,3.47,"('c', 'a', 'd', 'd', 'c', 'b', 'a', 'a', 'd', 'e', 'c', 'a', 'b', 'a', 'e', 'd', 'b', 'e', 'c', 'b', 'b', 'b', 'a', 'b', 'b', 'b', 'e', 'a', 'd', 'e', 'b', 'c', 'b', 'e', 'c', 'd', 'a', 'd', 'b', 'a', 'a', 'e', 'b', 'c', 'd', 'd', 'e', 'd', 'b', 'e', 'e', 'c', 'd', 'c', 'd', 'b', 'a', 'a', 'b', 'd', 'b', 'c', 'e', 'a', 'd', 'e', 'd', 'd', 'a', 'a', 'a', 'e', 'e', 'c', 'a', 'c', 'a', 'e', 'a', 'c', 'd', 'e', 'b', 'a', 'b', 'e', 'e', 'd', 'd', 'e')",9000
11,spec_second_1.dot,13.8,"('d', 'a', 'a', 'c', 'e', 'c', 'e', 'd', 'b', 'e', 'a', 'a', 'c', 'd', 'd', 'e', 'a', 'e', 'e', 'b', 'b', 'e', 'a', 'c', 'e', 'c', 'a', 'e', 'a', 'e', 'd')",36000
11,spec_second_5.dot,1.73,"('c', 'e', 'a', 'd', 'a', 'c', 'd', 'b', 'b', 'e', 'e', 'e', 'd', 'e', 'e', 'b', 'a', 'e', 'd')",4400
11,spec_second_3.dot,22.5,"('d', 'e', 'a', 'd', 'b', 'a', 'b', 'c', 'c', 'b', 'b', 'e', 'e', 'e', 'a', 'e', 'b', 'b', 'c', 'c', 'e', 'a', 'a', 'b', 'd', 'b', 'd', 'e', 'a', 'b', 'c')",57800
3,spec_second_4.dot,6e+02,NAN,1923200
3,spec_second_2.dot,6e+02,NAN,1950400
3,spec_second_1.dot,6e+02,NAN,1950000
3,spec_second_5.dot,6e+02,NAN,1961000
3,spec_second_3.dot,6e+02,NAN,1955800
5,spec_second_4.dot,0.0777,"('b', 'b', 'c', 'd', 'e', 'a', 'a', 'c', 'a', 'b', 'd', 'd', 'b', 'c', 'a', 'd', 'b', 'a', 'e', 'e', 'd', 'e', 'c', 'a', 'c', 'c', 'a', 'e', 'e', 'b', 'c', 'a', 'd', 'a', 'd', 'e', 'd', 'a', 'b', 'b', 'b', 'e', 'e', 'a', 'c', 'b', 'c', 'a', 'b', 'd', 'b', 'a', 'b', 'e', 'c', 'e', 'd', 'a', 'e', 'b', 'd', 'b', 'd', 'b', 'd', 'd', 'e', 'c', 'b', 'b', 'c', 'e', 'd', 'd', 'd', 'a', 'e', 'd', 'c', 'e', 'e', 'e', 'b', 'c', 'b', 'b', 'a', 'e', 'd', 'd', 'e', 'c', 'e', 'b', 'b', 'b', 'b', 'c', 'c', 'a', 'd', 'd', 'd', 'e', 'c', 'c', 'b', 'b', 'e', 'a', 'e', 'e', 'd', 'c', 'c', 'e', 'e', 'e', 'e', 'b', 'e', 'd', 'a', 'b', 'b', 'a', 'd', 'b', 'c', 'a', 'b', 'd', 'b', 'e', 'd', 'a', 'c', 'b', 'd', 'd', 'd', 'c', 'c', 'a', 'a', 'a', 'd', 'c', 'a', 'e', 'a', 'a', 'e', 'b', 'a', 'c', 'a', 'a', 'a', 'a', 'd', 'c', 'd', 'a', 'c', 'a', 'b', 'd', 'e', 'c', 'a', 'c', 'c', 'e', 'e', 'c', 'c', 'c', 'a', 'a', 'd', 'd', 'a', 'b', 'a', 'e', 'd', 'a', 'b', 'b', 'e', 'e', 'b', 'd', 'e', 'e', 'b', 'd', 'a', 'd', 'c', 'a', 'd', 'd', 'a', 'a', 'b', 'b', 'a', 'a', 'e', 'e', 'a', 'd', 'e', 'd', 'a', 'e', 'b', 'd', 'b', 'd', 'e', 'c', 'e', 'b', 'c', 'e', 'c', 'b', 'a', 'c', 'e', 'b', 'a', 'b', 'a', 'e', 'd', 'e', 'a', 'e', 'e', 'a', 'b', 'a', 'c', 'd', 'd', 'e', 'd', 'a', 'e', 'd', 'e', 'a', 'a', 'd', 'd', 'c', 'b', 'e', 'a', 'b', 'd', 'c', 'a', 'b', 'c', 'e', 'd', 'a', 'b', 'a', 'a', 'e', 'b', 'b', 'c', 'c', 'b', 'd', 'a', 'e', 'e', 'd', 'b', 'd', 'd', 'c', 'd', 'b', 'e', 'a', 'a', 'b', 'c', 'e', 'a', 'b', 'a', 'b', 'c', 'd', 'b', 'a', 'a', 'c', 'a', 'e', 'e', 'd', 'b', 'e', 'e')",200
5,spec_second_2.dot,0.136,"('b', 'd', 'e', 'a', 'e', 'c', 'e', 'a', 'a', 'e', 'e', 'c', 'd', 'c', 'e', 'd', 'e', 'e', 'c', 'd', 'c', 'c', 'd', 'd', 'e', 'd', 'a', 'c', 'b', 'b', 'a', 'c', 'e', 'e', 'b', 'e', 'e', 'a', 'b', 'a', 'e', 'b', 'd', 'c', 'c', 'e', 'e', 'd', 'e', 'd', 'a', 'a', 'a', 'a', 'e', 'b', 'e', 'c', 'c', 'd', 'c', 'e', 'c', 'c', 'd', 'e', 'b', 'b', 'a', 'a', 'a', 'd', 'e', 'a', 'a', 'a', 'a', 'c', 'a', 'd', 'b', 'c', 'c', 'e', 'a', 'a', 'd', 'a', 'e', 'a', 'b', 'a', 'a', 'e', 'c', 'e', 'e', 'e', 'b', 'a', 'b', 'd', 'c', 'd', 'a', 'b', 'e', 'e', 'e', 'a', 'd', 'c', 'b', 'c', 'a', 'b', 'a', 'b', 'c', 'a', 'e', 'e', 'e', 'e', 'a', 'c', 'b', 'e', 'a', 'b', 'e', 'e', 'b', 'a', 'c', 'c', 'a', 'e', 'e', 'e', 'e', 'c', 'b', 'd', 'a', 'a', 'e', 'd', 'c', 'd', 'b', 'b', 'd', 'd', 'b', 'e')",400
5,spec_second_1.dot,0.0887,"('b', 'd', 'b', 'e', 'b', 'a', 'c', 'd', 'd', 'e', 'd', 'c', 'c', 'c', 'e', 'b', 'e', 'a', 'b', 'a', 'e', 'a', 'd', 'a', 'b', 'd', 'e', 'c', 'a', 'b', 'a', 'e', 'b', 'c', 'c', 'd', 'a', 'b', 'a', 'c', 'c', 'a', 'c', 'e', 'b', 'c', 'e', 'c', 'b', 'e', 'c', 'd', 'c', 'a', 'a', 'e', 'c', 'd', 'b', 'c', 'e', 'e', 'b', 'b', 'c', 'e', 'c', 'a', 'a', 'c', 'b', 'e', 'c', 'e', 'e', 'd', 'b', 'd', 'b', 'd', 'b', 'c', 'd', 'b', 'e', 'd', 'e', 'a', 'a', 'c', 'c', 'b', 'd', 'b', 'd', 'd', 'c', 'd', 'e', 'a', 'c', 'd', 'b', 'e', 'b', 'b', 'a', 'e', 'b', 'e', 'a', 'd', 'b', 'a', 'd', 'c', 'a', 'd', 'e', 'e', 'a', 'd', 'a', 'b', 'd', 'c', 'a', 'a', 'c', 'c', 'e', 'b', 'c', 'b', 'e', 'c')",200
5,spec_second_5.dot,0.081,"('c', 'e', 'b', 'a', 'b', 'e', 'c', 'c', 'b', 'd', 'b', 'a', 'd', 'd', 'e', 'e')",200
5,spec_second_3.dot,0.177,"('e', 'd', 'c', 'b', 'e', 'c', 'e', 'b', 'a', 'd', 'd', 'b', 'd', 'c', 'e', 'c', 'd', 'e', 'b', 'e', 'a', 'b', 'd', 'c', 'e', 'b', 'd', 'd', 'c', 'e', 'a', 'c', 'a', 'a', 'd', 'b', 'b', 'a', 'd', 'b', 'e', 'c', 'c', 'b', 'e', 'a', 'b', 'a', 'c', 'b', 'c', 'c', 'd', 'd', 'd', 'b', 'b', 'b', 'd', 'e', 'e', 'a', 'd', 'c', 'b', 'd', 'b', 'd', 'b', 'c', 'b', 'b', 'b', 'a', 'd', 'a', 'a', 'd', 'e', 'c', 'c', 'c', 'a', 'e', 'c', 'e', 'a', 'e', 'd', 'c', 'b', 'd', 'c', 'e', 'a', 'a', 'a', 'b', 'b', 'b', 'c', 'e', 'c', 'c', 'c', 'e', 'b', 'a', 'c', 'b', 'e', 'c', 'a', 'd', 'e', 'e', 'e', 'a', 'a', 'e', 'e', 'b', 'd', 'e', 'b', 'c', 'e', 'b', 'a', 'd', 'c', 'e', 'c', 'b', 'c', 'a', 'b', 'd', 'a', 'c', 'a', 'a', 'a', 'a', 'b', 'b', 'c', 'c', 'c', 'c', 'd', 'e', 'a', 'c', 'd', 'd', 'a', 'c', 'a', 'b', 'c', 'c', 'c', 'e', 'e', 'b', 'e', 'd', 'c', 'b', 'c', 'c', 'a', 'd', 'c', 'a', 'e', 'e')",400
14,spec_second_4.dot,3.78,"('d', 'c', 'a', 'd', 'e', 'e', 'd', 'e', 'b', 'b', 'e', 'c', 'b', 'b', 'b', 'e', 'c', 'c', 'b', 'c', 'b', 'c', 'b', 'c', 'c', 'b')",10200
14,spec_second_2.dot,7.1,"('d', 'c', 'd', 'c', 'b', 'c', 'c', 'a', 'd', 'c', 'a', 'b', 'c', 'c', 'a', 'e', 'a', 'c', 'b', 'a', 'c', 'e', 'b', 'a', 'd', 'c', 'e', 'c', 'a', 'd', 'd', 'b', 'c', 'a', 'a', 'c', 'c', 'a', 'b', 'a', 'e', 'b', 'b', 'a', 'b', 'e', 'e', 'a', 'e', 'a', 'e', 'b')",19000
14,spec_second_1.dot,1.76,"('d', 'e', 'a', 'c', 'a', 'c', 'c', 'a', 'c', 'd', 'e', 'a', 'd', 'b', 'd', 'c', 'a', 'e', 'a', 'e', 'b', 'd', 'e', 'a', 'b', 'e', 'a', 'a', 'd', 'c', 'e', 'e', 'a', 'e', 'a', 'e', 'e', 'a', 'c', 'a', 'c', 'c', 'e', 'a', 'c', 'e', 'e', 'a', 'c', 'd', 'e', 'c', 'a', 'e', 'a', 'c', 'c', 'd', 'e', 'c', 'c', 'd', 'e', 'a', 'b', 'c', 'd', 'c', 'c', 'e', 'a', 'a', 'b', 'b', 'b', 'b', 'a', 'c', 'c', 'c', 'c', 'b', 'c', 'b', 'e', 'e', 'a', 'b', 'e', 'd', 'a', 'd', 'e', 'c', 'b', 'c', 'a', 'd', 'e', 'e', 'd', 'e', 'b', 'a', 'a', 'd', 'e', 'e', 'c', 'b', 'b', 'a', 'd', 'd', 'd', 'c', 'a', 'a', 'd', 'c', 'a', 'b', 'd')",4800
14,spec_second_5.dot,29.1,"('a', 'c', 'c', 'c', 'b', 'a', 'd', 'b', 'b', 'd', 'd', 'c', 'a', 'c', 'e', 'a', 'a', 'b', 'b', 'b', 'b', 'b', 'b', 'e', 'b', 'c', 'a', 'd', 'c', 'e', 'd', 'a', 'c', 'd', 'b', 'a', 'c', 'c', 'a', 'a', 'e', 'd', 'a', 'e', 'b', 'e', 'c', 'b', 'b', 'e', 'a', 'c', 'c', 'a', 'b', 'c', 'b', 'b', 'e', 'b', 'b', 'd', 'e', 'd', 'b', 'e', 'a', 'c', 'e', 'e', 'b', 'c', 'b', 'a', 'c', 'a', 'a', 'e', 'c', 'c', 'b', 'a', 'd', 'b', 'b', 'd', 'c', 'c', 'd', 'c', 'b', 'b', 'a', 'd', 'c', 'd', 'b', 'c', 'e', 'b', 'b', 'b', 'a', 'e', 'a', 'd', 'a', 'b', 'c', 'd', 'c', 'c', 'e', 'e', 'd', 'a', 'c', 'd', 'a', 'e', 'c', 'a', 'b', 'a', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'b', 'e', 'a', 'a', 'd', 'c', 'a', 'a', 'e', 'd', 'e', 'e', 'b', 'c', 'c', 'b', 'b', 'c', 'c', 'e', 'c', 'e', 'c', 'c', 'e', 'e', 'd', 'b', 'a', 'c', 'a', 'a', 'b', 'b', 'e', 'c', 'a', 'd', 'b', 'e', 'd', 'e', 'd', 'b', 'b', 'e', 'b', 'a', 'c', 'c', 'e', 'a', 'c', 'd', 'e', 'e', 'b', 'c', 'e', 'd', 'e')",77200
14,spec_second_3.dot,45.5,"('d', 'd', 'a', 'd', 'd', 'a', 'd', 'b', 'c', 'e', 'c', 'a', 'b', 'e', 'd', 'b', 'e', 'a', 'd', 'e', 'e', 'd', 'b', 'c', 'b', 'c', 'b', 'd', 'e', 'd', 'a', 'a', 'e', 'e', 'e', 'e', 'c', 'b', 'd', 'e', 'c', 'a', 'e', 'e', 'e', 'd', 'b', 'a', 'c', 'a', 'a', 'b')",122200
21,spec_second_4.dot,3.06,"('b', 'a', 'b', 'e', 'e', 'd', 'a', 'e', 'b', 'a', 'd', 'a', 'c', 'd', 'd', 'a', 'e', 'b', 'e', 'b', 'a', 'd', 'e', 'b', 'd', 'c', 'a', 'e', 'b', 'a', 'a', 'd', 'c', 'c', 'c', 'e', 'c', 'a', 'c', 'b', 'e', 'b', 'a', 'e', 'e', 'b', 'a', 'e', 'c', 'd', 'a', 'a', 'c', 'c', 'b', 'a', 'b', 'e', 'c', 'e', 'c', 'c', 'c', 'c', 'd', 'b', 'b', 'a', 'a', 'd', 'b', 'a', 'b', 'b', 'c', 'b', 'b', 'd', 'c', 'd', 'e', 'a', 'b', 'a', 'e', 'd', 'd', 'd', 'b', 'd', 'e', 'c', 'd', 'd', 'd', 'e', 'e', 'e', 'e', 'c', 'e', 'b', 'd', 'b', 'e')",7600
21,spec_second_2.dot,18.1,"('c', 'c', 'd', 'b', 'b', 'a', 'b', 'e', 'c', 'd', 'd', 'c', 'c', 'd', 'e', 'd', 'c', 'b', 'e', 'e', 'c', 'e', 'e', 'd', 'e', 'b', 'e', 'a', 'd', 'a', 'b', 'c', 'e', 'd', 'e', 'd', 'd', 'e', 'd', 'd', 'd', 'e', 'e', 'e', 'c', 'b', 'a', 'a', 'a', 'd', 'a', 'c', 'a', 'c', 'c', 'd', 'e', 'a', 'b', 'b', 'd', 'b', 'c', 'c', 'b', 'd', 'd', 'd', 'a', 'd', 'c', 'c', 'c', 'b', 'e', 'c', 'e', 'd', 'e', 'e', 'c', 'c', 'd', 'b', 'e', 'c', 'c', 'a')",44200
21,spec_second_1.dot,2.43,"('d', 'a', 'a', 'b', 'a', 'a', 'e', 'd', 'd', 'd', 'b', 'a', 'c', 'a', 'a', 'e', 'c', 'c', 'c', 'e', 'a', 'b', 'e', 'd', 'b', 'c', 'a', 'd', 'c', 'c', 'd', 'a', 'd', 'd', 'e', 'c', 'e', 'd', 'e', 'e', 'a', 'b', 'c', 'c', 'a', 'c', 'e', 'd', 'a', 'c', 'a', 'e', 'b', 'e', 'e', 'c', 'a', 'a', 'e', 'b')",6000
21,spec_second_5.dot,33.9,"('c', 'b', 'e', 'b', 'd', 'd', 'e', 'd', 'e', 'a', 'e', 'e', 'c', 'c', 'c', 'a', 'e', 'e', 'e', 'b', 'a', 'd', 'd', 'c', 'a', 'b', 'e', 'b', 'e', 'a', 'd', 'd', 'd', 'c', 'b', 'a', 'd', 'c', 'e', 'e', 'd', 'e', 'e', 'c', 'e', 'a', 'e', 'e', 'b', 'a', 'a', 'd', 'd', 'b', 'c', 'e', 'e', 'a', 'a', 'd', 'b', 'b', 'a', 'c', 'b', 'c', 'a', 'e', 'b', 'd', 'b', 'e', 'e', 'b', 'd', 'd', 'b', 'c', 'd', 'a', 'c', 'a', 'a', 'e', 'a', 'd', 'd', 'd', 'a', 'e')",83800
21,spec_second_3.dot,3.35,"('a', 'a', 'e', 'e', 'd', 'e', 'e', 'a', 'd', 'e', 'a', 'a', 'b', 'a', 'e', 'a', 'a', 'a', 'd', 'e', 'a', 'b')",8200
19,spec_second_4.dot,10.4,"('a', 'e', 'e', 'd', 'a', 'a', 'e', 'a', 'c', 'd', 'c', 'd', 'c', 'b', 'b', 'b', 'e', 'b', 'c', 'd', 'b', 'a', 'b', 'a', 'b', 'b', 'd', 'e', 'b', 'a', 'c')",19200
19,spec_second_2.dot,4.72,"('a', 'd', 'b', 'c', 'd', 'a', 'd', 'd', 'a', 'e', 'a', 'd', 'd', 'e', 'c', 'e', 'c', 'd', 'b', 'c', 'a', 'c', 'a', 'b', 'b', 'c', 'b', 'd', 'b', 'd', 'a', 'b', 'a', 'e', 'c', 'a', 'd', 'e', 'd', 'c', 'c')",8800
