name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries,mistake_time_extraction,extraction_mistake_after,dfa_extract_states,dfa_extract_final,dfa_extract_mem_queries,mistake_time_rand,mistake_rand,rand_num_queries
2,5,9.5,"('a', 'c', 'c', 'b', 'a', 'e', 'e', 'a', 'c', 'c')",22,1,15412,4.28,NAN,17,1,9009,8.76,"('a', 'c', 'a', 'c', 'd', 'd', 'e', 'b', 'd', 'd', 'e', 'b', 'a', 'd', 'b', 'e', 'a', 'e', 'e', 'e', 'c', 'c', 'd', 'b', 'd', 'a', 'a', 'd', 'b', 'b', 'c', 'b', 'd', 'b', 'c', 'c', 'a', 'a', 'b', 'd', 'd', 'c', 'a', 'c', 'd', 'c', 'b', 'b', 'e', 'b', 'd', 'e', 'a', 'c', 'a', 'd', 'e', 'e', 'a', 'a', 'c', 'a', 'a', 'b', 'b', 'c', 'a', 'c', 'b', 'e', 'd', 'a', 'b', 'a', 'd', 'b', 'd', 'a', 'c', 'd', 'a', 'c', 'b', 'c', 'b', 'e', 'd', 'c', 'b', 'c', 'd', 'a', 'c', 'e', 'd', 'd', 'a', 'e', 'c', 'a', 'd', 'a', 'c', 'c', 'd', 'b', 'a', 'a', 'd', 'c', 'e', 'c', 'b', 'e', 'c', 'a', 'e', 'b', 'c', 'b', 'a', 'b', 'd', 'c', 'a', 'c', 'b', 'e', 'e', 'b', 'c', 'b', 'e', 'b', 'e', 'd', 'd', 'b', 'd', 'e', 'c', 'd', 'a', 'a', 'd', 'c', 'c', 'a', 'a', 'd', 'b', 'c', 'b')",22800
11,1,2.12,NAN,14,1,5972,2.37,NAN,14,1,5348,4.46,"('e', 'c', 'e', 'a', 'b', 'b', 'd', 'e', 'a', 'e', 'c', 'a', 'c', 'e', 'b', 'e', 'd', 'c', 'e', 'b', 'c', 'a', 'c', 'b', 'd', 'c', 'c', 'd', 'a', 'c', 'e', 'a', 'c', 'a', 'c', 'c', 'a', 'a', 'a', 'a', 'a', 'b', 'c', 'd', 'c', 'b', 'b', 'd', 'a', 'e', 'b', 'e', 'a', 'a', 'c')",12000
11,2,1.76,NAN,14,1,5595,1.75,NAN,14,1,5363,3.3,"('d', 'e', 'a', 'e', 'e', 'd', 'a', 'b', 'a', 'e', 'c')",9000
11,3,3.26,NAN,14,1,6448,47.5,NAN,45,3,52706,9.52,"('c', 'c', 'd', 'd', 'b', 'c', 'b', 'c', 'e', 'd', 'e', 'e', 'c', 'a', 'c', 'd', 'd', 'e', 'e', 'c', 'b', 'b', 'a', 'b', 'e', 'a', 'd', 'c', 'b', 'd', 'a', 'a', 'c', 'd', 'd', 'b', 'd', 'a', 'd', 'b', 'e', 'a', 'a', 'd', 'b', 'b', 'd', 'c', 'a', 'b', 'a', 'b', 'c', 'd', 'd', 'b', 'c', 'e', 'b', 'b', 'c', 'e', 'a', 'b', 'c', 'e', 'b', 'c', 'b', 'd', 'a', 'd', 'c', 'a', 'c', 'e', 'b', 'a', 'a', 'd', 'b', 'c', 'a', 'a', 'c', 'e', 'c', 'c', 'e', 'd', 'd', 'd', 'a', 'c', 'd', 'a', 'd', 'b', 'd', 'd', 'a', 'e', 'a', 'd', 'e', 'd', 'd', 'e', 'd', 'a', 'a', 'c', 'b', 'e', 'c', 'c', 'd', 'c', 'a', 'c', 'e', 'a', 'd', 'a', 'a', 'c', 'c', 'd', 'a', 'a', 'a', 'b', 'a', 'b', 'c')",25200
11,4,1.93,NAN,14,1,5845,2.32,NAN,14,1,4675,3.79,"('a', 'c', 'c', 'c', 'a', 'c', 'a', 'e', 'e', 'b', 'c', 'c', 'a', 'd', 'e', 'a', 'c', 'c', 'c', 'b', 'c', 'e', 'd', 'c', 'c', 'a', 'e', 'b', 'd', 'e', 'a', 'e', 'c', 'b', 'd', 'a', 'e', 'a', 'c', 'c', 'e', 'e', 'c', 'd', 'e', 'd', 'd', 'e', 'c', 'a', 'c', 'd', 'e', 'e', 'a', 'c', 'c', 'b', 'b', 'c', 'c', 'b', 'c', 'e', 'a', 'e', 'e', 'c', 'b', 'b', 'b', 'e', 'b', 'b', 'b', 'a', 'b', 'c', 'c', 'e', 'd', 'c', 'a', 'a', 'a', 'b', 'b', 'e', 'e', 'b', 'e', 'e', 'b', 'e', 'b', 'd', 'c', 'c', 'c', 'c', 'a', 'b', 'd', 'd', 'b', 'a', 'c', 'c', 'd', 'b', 'b', 'a', 'e', 'e', 'e', 'c', 'd', 'c', 'e', 'e', 'd', 'c', 'b', 'b', 'd', 'a', 'c', 'b', 'c', 'd', 'e', 'b', 'a', 'a', 'c', 'e', 'e', 'e', 'a', 'e', 'd', 'b', 'a', 'd', 'e', 'c', 'd', 'c', 'b', 'c', 'c', 'a', 'd', 'e', 'd', 'b', 'e', 'd', 'a', 'd', 'c', 'e', 'a', 'a', 'e', 'a', 'b', 'e', 'a', 'd', 'e', 'd', 'e', 'b', 'c', 'b', 'd', 'e', 'a', 'b', 'e', 'c', 'c', 'e', 'a', 'a', 'd', 'b', 'e', 'a', 'c', 'd', 'c', 'b', 'b', 'd', 'c', 'a', 'e', 'a', 'd', 'c', 'd', 'b', 'd', 'd', 'a', 'a', 'c', 'c', 'c', 'a', 'd', 'a', 'e', 'e', 'b', 'd', 'c', 'b', 'b', 'd', 'c', 'e', 'b', 'b', 'c', 'c', 'e', 'b', 'd', 'b', 'd', 'a', 'b', 'c', 'd', 'c', 'b', 'c', 'a', 'a', 'c', 'd', 'd', 'b', 'a', 'b', 'd', 'b', 'd', 'e', 'b', 'e', 'a', 'b', 'a', 'c', 'd', 'c', 'e', 'a', 'e', 'e', 'b', 'b', 'c', 'd', 'c', 'e', 'a', 'b', 'e', 'e', 'a', 'e', 'a', 'e', 'a', 'e', 'a', 'e', 'a', 'e', 'e', 'd', 'e', 'a', 'd', 'e', 'a', 'e', 'e', 'e', 'c', 'b', 'e')",10200
11,5,2.12,NAN,14,1,6086,20.9,"('d', 'c', 'd', 'e', 'c', 'b', 'd', 'c', 'b', 'b', 'a', 'a')",61,3,73424,21.1,"('a', 'b', 'e', 'd', 'd', 'd', 'b', 'a', 'e', 'c', 'b', 'a', 'a', 'e', 'e', 'c', 'e', 'd', 'd', 'e', 'b', 'e', 'd', 'd', 'b', 'e', 'e', 'e', 'd', 'e', 'a', 'a', 'b', 'e', 'b', 'b', 'a', 'e', 'a', 'a', 'e', 'd', 'd')",55200
3,1,1.02,NAN,9,3,3306,0.826,NAN,9,3,2724,37.9,NAN,120000
3,2,0.953,NAN,9,3,3320,1.19,NAN,9,3,3871,38.1,NAN,120000
3,3,1.33,NAN,9,3,3454,1.29,NAN,9,3,3569,38.2,NAN,120000
3,4,0.93,NAN,9,3,3282,1.3,NAN,9,3,3932,37.8,NAN,120000
3,5,0.934,NAN,9,3,3332,0.787,NAN,9,3,2703,37.9,NAN,120000
5,1,0.972,"('a', 'b', 'b', 'e', 'e', 'c', 'b', 'e')",13,1,3378,9.24e+02,"('c', 'a', 'b', 'e', 'c', 'b', 'e')",664,19,12327121,6.37,"('b', 'a', 'b', 'e', 'e', 'c', 'b', 'e')",14000
5,2,1.18,"('c', 'e', 'a', 'b', 'e')",18,2,4660,9.18e+02,NAN,681,21,13744790,0.0808,"('e', 'd', 'e', 'e', 'b', 'd', 'd', 'a', 'a', 'd', 'c', 'd', 'd', 'd', 'd', 'c', 'd', 'd', 'c', 'e', 'd', 'b', 'c', 'c', 'a', 'a', 'e', 'd', 'd', 'b', 'd', 'b', 'd', 'b', 'c', 'e', 'a', 'e', 'e', 'e', 'd', 'e', 'e', 'a', 'd', 'a', 'e', 'b', 'd', 'a', 'a', 'e', 'd', 'a', 'a', 'c', 'c', 'd', 'e', 'a', 'e', 'e', 'c', 'd', 'c', 'e', 'e', 'b', 'e', 'b', 'd', 'e', 'd', 'b', 'e', 'c', 'e', 'd', 'e', 'c', 'e', 'e', 'e', 'd', 'e', 'b', 'e', 'c', 'b', 'b', 'a', 'c', 'c', 'c', 'a', 'd', 'a', 'a', 'a', 'd', 'e', 'e', 'b', 'd', 'c', 'b', 'b', 'd', 'c', 'a', 'e', 'a', 'e', 'b', 'e', 'd', 'a', 'c', 'e', 'd', 'b', 'd', 'e', 'd', 'b', 'a', 'd', 'e', 'c', 'e', 'e')",200
5,3,9.26,"('b', 'd', 'c', 'd', 'b', 'e')",51,1,49267,9.85e+02,NAN,714,20,13859324,0.086,"('b', 'e', 'a', 'c', 'b', 'a', 'b', 'd', 'd', 'd', 'd', 'd', 'a', 'a', 'c', 'd', 'b', 'b', 'e', 'a', 'e', 'd', 'c', 'd', 'e', 'b', 'd', 'e', 'b', 'a', 'e', 'e', 'a', 'd', 'b', 'e', 'd', 'a', 'd', 'e', 'b', 'c', 'b', 'a', 'c', 'b', 'b', 'd', 'b', 'd', 'c', 'e', 'a', 'e', 'a', 'e', 'c', 'e', 'b', 'b', 'e', 'a', 'b', 'c', 'e', 'c', 'd', 'e', 'd', 'c', 'b', 'a', 'b', 'b', 'd', 'd', 'a', 'a', 'a', 'b', 'a', 'a', 'e', 'c', 'c', 'c', 'e', 'c', 'd', 'a', 'b', 'e', 'c', 'b', 'a', 'e', 'e', 'e', 'e', 'a', 'b', 'd', 'a', 'e', 'a', 'd', 'b', 'a', 'c', 'b', 'c', 'd', 'c', 'b', 'e', 'c', 'd', 'b', 'd', 'c', 'a', 'b', 'c', 'd', 'b', 'a', 'c', 'd', 'c', 'a', 'c', 'd', 'a', 'a', 'a', 'e', 'd', 'a', 'e', 'b', 'e', 'c', 'c', 'e', 'e', 'c', 'e', 'b', 'c', 'a', 'c', 'c', 'c', 'b', 'b', 'e', 'd', 'e', 'a', 'c', 'a', 'b', 'b', 'c', 'e', 'b', 'c', 'b', 'e', 'b', 'c', 'a', 'a', 'e', 'd', 'a', 'a', 'e', 'a', 'b', 'a', 'b', 'd', 'c', 'd', 'e', 'd', 'e', 'e', 'b', 'e', 'a', 'a', 'a', 'c', 'e', 'c', 'c', 'c', 'a', 'e', 'b', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'a', 'd', 'b', 'b', 'c', 'a', 'a', 'a', 'a', 'd', 'a', 'b', 'a', 'd', 'd', 'c', 'c', 'e', 'e', 'c')",200
5,4,0.87,"('d', 'e', 'c', 'b', 'e')",16,2,3774,9.02e+02,NAN,707,21,14039517,0.0861,"('d', 'c', 'b', 'c', 'c', 'b', 'd', 'c', 'c', 'a', 'd', 'a', 'e', 'c', 'e', 'a', 'c', 'b', 'e', 'c', 'a', 'e', 'd', 'e', 'a', 'd', 'c', 'c', 'd', 'a', 'c', 'a', 'd', 'd', 'e', 'a', 'b', 'a', 'e', 'e', 'e', 'a', 'd', 'b', 'c', 'a', 'e', 'a', 'e', 'c', 'd', 'a', 'a', 'b', 'a', 'd', 'c', 'd', 'b', 'c', 'a', 'b', 'd', 'a', 'b', 'e', 'b', 'c', 'a', 'a', 'd', 'a', 'b', 'b', 'd', 'b', 'b', 'a', 'c', 'd', 'd', 'b', 'b', 'd', 'e', 'e', 'b', 'b', 'c', 'b', 'c', 'c', 'a', 'a', 'e', 'c', 'd', 'e', 'b', 'a', 'b', 'd', 'c', 'a', 'd', 'e', 'e', 'd', 'a', 'b', 'a', 'a', 'e', 'e', 'd', 'd', 'e', 'e', 'b', 'e', 'c', 'a', 'd', 'e', 'b', 'a', 'd', 'a', 'c', 'e', 'c', 'd', 'c', 'e', 'b', 'c', 'b', 'e', 'a', 'e', 'e', 'a', 'e', 'd', 'b', 'e', 'e', 'd', 'a', 'b', 'd', 'c', 'e', 'b', 'd', 'a', 'd', 'a', 'e', 'b', 'd', 'b', 'a', 'e', 'b', 'e', 'e', 'a', 'b', 'd', 'b', 'd', 'e', 'd', 'c', 'd', 'a', 'e', 'e')",200
5,5,0.712,"('c', 'e', 'a', 'b', 'e')",14,1,3010,9.38e+02,NAN,695,11,13528597,0.174,"('e', 'd', 'a', 'e', 'e', 'b', 'd', 'b', 'a', 'b', 'a', 'd', 'e', 'e', 'b', 'a', 'b', 'b', 'e', 'b', 'b', 'c', 'd', 'e', 'd', 'b', 'b', 'e', 'a', 'b', 'a', 'b', 'b', 'c', 'b', 'd', 'b', 'e', 'a', 'd', 'e', 'c', 'b', 'c', 'e', 'd', 'c', 'b', 'd', 'b', 'd', 'a', 'c', 'd', 'e', 'b', 'e', 'd', 'd', 'd', 'd', 'c', 'c', 'd', 'a', 'b', 'a', 'd', 'e', 'd', 'a', 'd', 'c', 'e', 'a', 'c', 'e', 'e', 'd', 'a', 'd', 'b', 'b', 'd', 'e', 'b', 'a', 'b', 'd', 'b', 'a', 'c', 'e', 'a', 'b', 'e', 'c')",400
14,1,16.9,"('b', 'b', 'e', 'a', 'a', 'c', 'a', 'e', 'd', 'd')",42,4,37856,1.6,NAN,12,2,4804,2.76,"('e', 'c', 'a', 'c', 'b', 'c', 'a', 'b', 'e', 'a', 'b', 'a', 'e', 'a', 'd', 'a', 'e', 'c', 'e', 'a', 'd', 'e', 'c', 'd', 'd', 'c', 'a', 'd', 'c', 'b', 'b', 'b', 'd', 'c', 'e', 'a', 'd', 'b', 'd', 'e', 'a', 'b', 'b', 'd', 'e', 'a', 'e', 'b', 'c', 'd', 'b', 'a', 'd', 'd', 'd', 'b', 'd', 'b', 'e', 'b', 'c', 'd', 'c', 'e', 'c', 'c', 'd', 'a', 'd', 'c', 'c', 'b', 'a', 'b', 'a', 'a', 'c', 'c', 'd', 'e', 'e', 'c', 'e', 'd', 'a', 'b', 'd', 'c', 'c', 'a', 'e', 'c', 'c', 'd', 'e', 'e', 'd', 'a', 'c', 'c', 'a', 'c', 'e', 'd', 'd', 'c', 'e', 'b', 'a', 'e', 'e', 'd', 'c', 'b', 'b', 'e', 'a', 'd', 'e', 'c', 'd', 'e', 'b', 'e', 'e', 'e', 'd', 'd')",6600
14,2,1.62,NAN,12,2,4647,1.63,NAN,12,2,4383,39.0,"('d', 'b', 'c', 'd', 'd', 'd', 'a', 'e', 'b', 'a', 'c', 'd', 'a', 'a', 'b', 'a', 'b', 'd', 'a', 'a', 'c', 'e', 'e', 'b', 'e', 'c', 'b', 'c', 'd', 'b', 'b', 'd', 'c', 'a', 'a', 'c', 'e', 'a', 'e', 'c', 'a', 'd', 'b', 'd', 'b', 'e', 'e', 'a', 'e', 'c', 'c', 'c', 'b', 'c', 'b', 'b', 'd', 'c', 'a', 'c', 'e', 'c', 'c', 'a', 'd', 'e', 'a', 'c', 'c', 'b', 'c', 'e', 'b', 'd', 'c', 'a', 'a', 'd', 'e', 'b', 'a', 'c', 'e', 'a', 'c', 'c', 'b', 'd', 'e', 'c', 'a', 'd', 'e', 'd', 'b', 'b', 'e', 'a', 'a', 'd', 'b', 'a', 'e', 'c', 'b', 'c', 'd', 'a', 'd', 'b', 'c', 'c', 'c', 'b', 'c', 'b', 'a', 'd', 'e', 'd', 'b', 'a', 'e', 'e', 'd', 'd', 'b', 'b', 'a', 'b', 'd', 'a', 'd', 'c', 'd')",91600
14,3,1.64,NAN,12,2,4569,6.24,NAN,18,4,8739,50.8,NAN,120000
14,4,1.63,NAN,12,2,4493,2.06,NAN,12,2,4188,26.1,"('a', 'a', 'b', 'c', 'c', 'c', 'd', 'b', 'd', 'a', 'e', 'e', 'a', 'c', 'b', 'c', 'd', 'd', 'd', 'd', 'a', 'b', 'a', 'd', 'b', 'b', 'd', 'b', 'c', 'e', 'b', 'c', 'd', 'e', 'c', 'd', 'e', 'b', 'e', 'b', 'd', 'c', 'd', 'c', 'b', 'e', 'e', 'a', 'a', 'e', 'b', 'c', 'd', 'd', 'd', 'a', 'd', 'c', 'e', 'b', 'b', 'a', 'e', 'a', 'd', 'b', 'c', 'a', 'a', 'd', 'c', 'a', 'e', 'd', 'd', 'c', 'b', 'b', 'b', 'b', 'a', 'e', 'b', 'a', 'b', 'd', 'e', 'b', 'd', 'c', 'b', 'd', 'a', 'a', 'a', 'e', 'e', 'e', 'b', 'a', 'c', 'c', 'c', 'd', 'd', 'e', 'a', 'c', 'c', 'd', 'd', 'b', 'e', 'd', 'a', 'c', 'e', 'e', 'd', 'd', 'a', 'c', 'b', 'b', 'e', 'e', 'b', 'c', 'c', 'c', 'd', 'd', 'd', 'e', 'd', 'a', 'd', 'b', 'e', 'b', 'd', 'e', 'a', 'e', 'd', 'b', 'a', 'c', 'a', 'd', 'c', 'e', 'e', 'c', 'e', 'a', 'c', 'c', 'e', 'e', 'd', 'c', 'e', 'b', 'c', 'e', 'a', 'a', 'a', 'a', 'e', 'b', 'c', 'e', 'e', 'e', 'a', 'd', 'c', 'b', 'c', 'a', 'd', 'e', 'a', 'e', 'c', 'd', 'd', 'b', 'b', 'd', 'c', 'c', 'c', 'c', 'b', 'c', 'c')",61600
14,5,1.69,NAN,12,2,4668,1.62,NAN,12,2,4177,1.86,"('b', 'a', 'c', 'e', 'b', 'a', 'b', 'd', 'a', 'e', 'd', 'b', 'c', 'c', 'b', 'c', 'd', 'a', 'd', 'a', 'd', 'd', 'a', 'a', 'a', 'b', 'a', 'd', 'b', 'c', 'e', 'b', 'd', 'c', 'b', 'e', 'c', 'b', 'a', 'd', 'a', 'c', 'b', 'c', 'b', 'd', 'b', 'e', 'a', 'c', 'c', 'd', 'd', 'a', 'c', 'c', 'a', 'a', 'e', 'c', 'd', 'b', 'a', 'e', 'c', 'c', 'e', 'b', 'c', 'a', 'e', 'a', 'd', 'e', 'c', 'c', 'd', 'd', 'a', 'e', 'b', 'e', 'e', 'e', 'a', 'b', 'd', 'e', 'd', 'c', 'b', 'e', 'd', 'b', 'b', 'c', 'b', 'e', 'c', 'b', 'c', 'b', 'a', 'e', 'c', 'c')",4400
21,1,5.83,"('c', 'd', 'd', 'e', 'd', 'b', 'e', 'c', 'b', 'c', 'c', 'e')",31,15,13968,2.95,NAN,17,9,5534,0.471,"('d', 'e', 'b', 'c', 'b', 'd', 'd', 'b', 'd', 'b', 'a', 'e', 'c', 'c', 'c', 'a', 'd', 'd', 'd', 'b', 'b', 'd', 'd', 'c', 'e', 'a', 'd', 'b', 'e', 'a', 'a', 'b', 'a', 'a', 'e', 'e', 'b', 'a', 'c', 'a', 'b', 'd', 'e', 'c', 'b', 'e', 'a', 'a', 'd', 'c', 'a', 'e', 'a', 'e', 'e', 'e', 'b', 'c', 'c', 'd', 'c', 'd', 'b', 'b', 'b', 'a', 'd', 'e', 'd', 'e', 'd', 'b')",1000
21,2,2.26,NAN,17,9,6635,2.74e+02,NAN,118,54,325102,12.3,"('e', 'c', 'a', 'd', 'a', 'b', 'd', 'b', 'c', 'd', 'c', 'd', 'b', 'd', 'd', 'a', 'd', 'c', 'a', 'c', 'b', 'a', 'c', 'b', 'd', 'd', 'd', 'e', 'c', 'e', 'b', 'd', 'a', 'e', 'b', 'd', 'e', 'e', 'b', 'd', 'c', 'e', 'b', 'd', 'b', 'd', 'c', 'b', 'e', 'e', 'a', 'd', 'a', 'a', 'e', 'b', 'e', 'd', 'e', 'a', 'b', 'd', 'b', 'c', 'b', 'c', 'b', 'b', 'e', 'd', 'd', 'e', 'e', 'b', 'c', 'c', 'd', 'a', 'a', 'a')",28200
21,3,2.15,NAN,17,9,6650,16.3,NAN,17,9,7850,39.5,"('d', 'e', 'e', 'c', 'e', 'd', 'c', 'c', 'c', 'c', 'c', 'a', 'b', 'b', 'c', 'c', 'a', 'c', 'c', 'c', 'd', 'b', 'e', 'd', 'd', 'a', 'a', 'd', 'e', 'd', 'd', 'a', 'b', 'e', 'e', 'b', 'a', 'e', 'd', 'c', 'd', 'e', 'd', 'b', 'd', 'd', 'b', 'd', 'e', 'e', 'd', 'a', 'b', 'b', 'd', 'd', 'a', 'd', 'e', 'e', 'b', 'e', 'c', 'c', 'b', 'd', 'c', 'd', 'c', 'd', 'b', 'a', 'a', 'c', 'b', 'c', 'a', 'd', 'd', 'e', 'c', 'c', 'e', 'e', 'a', 'c')",87200
21,4,2.23,NAN,17,9,6652,3.15,NAN,17,9,6657,1.29,"('a', 'e', 'c', 'a', 'a', 'a', 'e', 'b', 'c', 'b', 'b', 'd', 'a', 'd', 'b', 'd', 'a', 'a', 'e', 'b', 'b', 'e', 'b', 'c', 'a', 'a', 'e', 'b', 'c', 'e', 'd', 'd', 'b', 'b', 'c', 'c', 'c', 'a', 'c', 'c', 'd', 'e', 'd', 'b', 'e', 'a', 'e', 'e', 'e', 'd', 'e', 'b', 'e', 'c', 'b', 'c', 'e', 'e', 'c', 'c', 'b', 'a', 'c', 'b', 'd', 'c', 'e', 'a', 'e', 'd', 'a', 'e', 'c', 'e', 'b', 'e', 'b', 'd', 'c', 'a', 'e', 'e', 'c', 'c', 'e', 'd', 'b', 'e', 'b', 'b', 'd')",2800
21,5,15.1,"('a', 'e', 'd', 'a', 'a', 'e', 'c', 'c', 'd', 'a', 'a', 'a', 'e')",28,13,15612,3.11,NAN,17,9,5917,5.29,"('d', 'c', 'a', 'b', 'c', 'e', 'e', 'e', 'e', 'd', 'a', 'a', 'a', 'b', 'e', 'b', 'a', 'a', 'b', 'a', 'b', 'd', 'd', 'a', 'c', 'd', 'e', 'c', 'b', 'c', 'c', 'd', 'c', 'c', 'e', 'c', 'e', 'd', 'b', 'a', 'a', 'a', 'a', 'c', 'e', 'c', 'e', 'd', 'c', 'e', 'a', 'a', 'd', 'd', 'a', 'a', 'e', 'e', 'e', 'e', 'a', 'e', 'c', 'b', 'a', 'b', 'b', 'c', 'd', 'b', 'e', 'c', 'd', 'd', 'c', 'c', 'b', 'a', 'a', 'b', 'd', 'a', 'b', 'e', 'c', 'c', 'd', 'c', 'e', 'd', 'e', 'b', 'd', 'a', 'c', 'e', 'a', 'a', 'e', 'e', 'c', 'e', 'd', 'b', 'b', 'c', 'a', 'e', 'a', 'e', 'a', 'e', 'c', 'b', 'a', 'e', 'd', 'c', 'a', 'b', 'b', 'b', 'e', 'c', 'a', 'd', 'd', 'b', 'e', 'a', 'e', 'b', 'c', 'a', 'b', 'c', 'd', 'e', 'd', 'a', 'd', 'e', 'e', 'd', 'c', 'a', 'e', 'e', 'd', 'c', 'd', 'c', 'd', 'c', 'a', 'c', 'a', 'c', 'd', 'a', 'b', 'd', 'a', 'b', 'b', 'a', 'e', 'd', 'c', 'e', 'b', 'a', 'b', 'a', 'c', 'b', 'd', 'e', 'b', 'e', 'b', 'a', 'a', 'a', 'a', 'b', 'a', 'e', 'd', 'a', 'd', 'c', 'b', 'c', 'b', 'c')",11400
19,1,8.57,"('a', 'b', 'e', 'b', 'c', 'd', 'b', 'e', 'd')",26,17,10235,1.02e+02,NAN,38,22,35627,3.95,"('e', 'd', 'c', 'c', 'd', 'b', 'c', 'a', 'b', 'b', 'a', 'a', 'b', 'a', 'b', 'b', 'c', 'a', 'a', 'a', 'c', 'd', 'e', 'c', 'a', 'b', 'b', 'c', 'd', 'd', 'd', 'c', 'a', 'e', 'c', 'a', 'b', 'a', 'd', 'e', 'a', 'e', 'c', 'b', 'c', 'e', 'b', 'a', 'd', 'b', 'c', 'e', 'b', 'a', 'e', 'a', 'd', 'b', 'b', 'b', 'e', 'a', 'b', 'c', 'd', 'c', 'e', 'b', 'c', 'b', 'c', 'e', 'c', 'e', 'c', 'b', 'a', 'b', 'a', 'd', 'b', 'e', 'e', 'b', 'b', 'e', 'b', 'b', 'a', 'b', 'b', 'b', 'e', 'c', 'b', 'b', 'a', 'b', 'c', 'b', 'c', 'd', 'c', 'b', 'd', 'a', 'c', 'd', 'c', 'b', 'b', 'b', 'c', 'd', 'a', 'c', 'c', 'e', 'a', 'e', 'b', 'b', 'b', 'd', 'b', 'c', 'e', 'c', 'e', 'a', 'a', 'c', 'c', 'd', 'a', 'd', 'b', 'c', 'e', 'b', 'd', 'a', 'b', 'a', 'a', 'c', 'd', 'd', 'd', 'b', 'e', 'b', 'b', 'c', 'b', 'b', 'd', 'a', 'a', 'e', 'c', 'b', 'd', 'd', 'b', 'b', 'e', 'd', 'e', 'b', 'd', 'b', 'c', 'd', 'c', 'e', 'a', 'e', 'e', 'c', 'b', 'b', 'b', 'a', 'c', 'a', 'a', 'a', 'b', 'e', 'b', 'a', 'b', 'c', 'e', 'a', 'b', 'b', 'a', 'b', 'a', 'c', 'e', 'd')",6800
19,2,11.8,"('a', 'b', 'e', 'b', 'c', 'd', 'b', 'a', 'b', 'e')",26,17,9807,5.33,NAN,21,13,9293,4.29,"('a', 'a', 'd', 'c', 'a', 'b', 'a', 'b', 'd', 'e', 'c', 'c', 'a', 'b', 'd', 'c', 'c', 'e', 'd', 'c', 'c', 'c', 'd', 'b', 'c', 'a', 'e', 'a', 'c', 'e', 'b', 'e', 'd', 'a', 'e', 'b', 'b', 'b', 'e', 'c', 'd', 'a', 'e', 'c', 'b', 'c', 'a', 'c', 'd', 'b', 'c', 'e', 'e', 'a', 'a', 'b', 'b', 'b', 'c', 'c', 'b', 'e')",7400
19,3,3.17,NAN,21,13,8543,1.09e+02,NAN,51,29,56425,6.5,"('c', 'b', 'c', 'd', 'c', 'd', 'a', 'a', 'a', 'b', 'e', 'd', 'a', 'd', 'c', 'a', 'e', 'e', 'a', 'a', 'b', 'b', 'd', 'd', 'e', 'c', 'e', 'b', 'a', 'b', 'd', 'e', 'd', 'e', 'e', 'b', 'c', 'a', 'a', 'e', 'd', 'd', 'c', 'b', 'b', 'a', 'd', 'a', 'b', 'a', 'a', 'b', 'a', 'b', 'a', 'c', 'a', 'a', 'd', 'e', 'b', 'd', 'b', 'd', 'e', 'a', 'b', 'e', 'a', 'c', 'e', 'a', 'b', 'c', 'a', 'c', 'e', 'b', 'b', 'b', 'a', 'e', 'a', 'c', 'd', 'd', 'd', 'd', 'e', 'b', 'c', 'a', 'e', 'c', 'b', 'b', 'c', 'a', 'e', 'e', 'e', 'c', 'd', 'd', 'a', 'd', 'a', 'e', 'e', 'd', 'd', 'c', 'b', 'b', 'e', 'a', 'b', 'a', 'b', 'b', 'e', 'e', 'e', 'e', 'b', 'd', 'c', 'd', 'd', 'e', 'a', 'c', 'a', 'e', 'd', 'a', 'c', 'a', 'a', 'b', 'a', 'e', 'd', 'c', 'e', 'd', 'e', 'c', 'b', 'b', 'b', 'a', 'a', 'd', 'd', 'a', 'e')",11000
19,4,5.3,"('a', 'e', 'a', 'c', 'a', 'e', 'a', 'a', 'd', 'b', 'a', 'b', 'b', 'b')",31,17,15253,4.52,NAN,21,13,8155,6.93,"('b', 'a', 'e', 'd', 'a', 'a', 'e', 'd', 'c', 'c', 'e', 'a', 'd', 'd', 'd', 'd', 'a', 'a', 'e', 'a', 'b', 'c', 'c', 'e', 'a', 'e', 'b', 'a', 'd', 'd', 'c', 'a', 'd', 'e', 'd', 'b', 'b', 'c', 'b', 'b', 'e', 'e', 'd', 'b', 'd', 'd', 'a', 'c', 'b', 'a', 'a', 'c', 'c', 'd', 'b', 'd', 'a', 'd', 'c', 'e', 'e', 'a', 'c', 'd', 'a', 'b', 'c', 'c', 'c', 'a', 'd', 'd', 'e', 'e', 'e', 'd', 'd', 'd', 'c', 'd', 'c', 'e', 'd', 'b', 'e', 'c', 'c', 'b')",12200
