name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries,mistake_time_extraction,extraction_mistake_after,dfa_extract_states,dfa_extract_final,dfa_extract_mem_queries,mistake_time_rand,mistake_rand,rand_num_queries
12,5,1.77,NAN,15,5,5546,1.79,NAN,15,5,4649,13.5,"('c', 'd', 'e', 'e', 'e', 'a', 'a', 'b', 'e', 'c', 'e', 'b', 'e', 'e', 'e', 'e', 'd', 'c', 'd', 'e', 'e', 'a', 'd', 'e', 'c', 'a', 'c', 'c', 'b', 'b', 'b', 'c', 'b', 'b', 'a', 'd', 'e', 'a', 'a', 'b', 'e', 'c', 'd', 'b', 'e', 'd', 'd', 'e', 'e', 'c', 'd', 'd', 'c', 'e', 'c', 'd', 'b', 'b', 'd', 'a', 'e', 'c', 'a', 'c', 'c', 'd', 'e', 'b', 'b', 'e', 'e', 'e', 'a', 'e', 'e', 'b', 'd', 'c', 'b', 'a', 'd', 'c', 'e', 'b', 'e', 'c', 'b', 'a', 'a', 'e', 'e', 'c', 'b', 'c', 'e', 'a', 'd', 'a', 'e', 'e', 'c', 'e', 'b', 'e', 'b', 'd', 'e', 'a', 'c', 'e', 'e', 'e', 'e', 'd', 'e', 'd', 'a', 'c', 'c', 'd', 'b', 'd', 'e', 'a', 'c', 'd', 'e', 'c', 'a', 'd', 'a', 'd', 'd', 'b', 'a', 'c', 'd', 'e', 'c', 'b', 'b', 'e', 'a', 'a')",35400
30,1,23.4,"('d', 'e', 'c', 'a', 'c', 'b', 'd', 'c', 'b', 'a', 'a', 'c')",36,9,28274,3.87e+02,NAN,308,66,2544917,8.81,"('c', 'b', 'd', 'a', 'a', 'c', 'b', 'd', 'a', 'e', 'a', 'c', 'b', 'd', 'c', 'e', 'e', 'c', 'c', 'c', 'e', 'c', 'e', 'a', 'a', 'e', 'e', 'b', 'e', 'a', 'e', 'e', 'c', 'a', 'b', 'd', 'e', 'a', 'a', 'a', 'b', 'a', 'c', 'd', 'e', 'e', 'c', 'e', 'e', 'b', 'd', 'b', 'e', 'd', 'a', 'c', 'd', 'b', 'c', 'c', 'e', 'e', 'c', 'c', 'd', 'e', 'b', 'c', 'c', 'd', 'a', 'b', 'd', 'b', 'e', 'e', 'b', 'c', 'e', 'b', 'd', 'a', 'd', 'b', 'e', 'c', 'a', 'b', 'e', 'd', 'b', 'c', 'e', 'c', 'd', 'a', 'e', 'c', 'c', 'd', 'e', 'd', 'e', 'e', 'a', 'e', 'a', 'e', 'a', 'e', 'b', 'c', 'e', 'c', 'c', 'b')",15600
30,2,4.04,"('b', 'd', 'd', 'a', 'd', 'b', 'e', 'd', 'a', 'c')",28,6,11795,9.56e+02,NAN,533,134,7115422,63.5,"('d', 'd', 'b', 'a', 'd', 'b', 'c', 'e', 'a', 'b', 'c', 'd', 'd', 'd', 'c', 'c', 'e', 'b', 'd', 'a', 'c', 'e', 'e', 'b', 'e', 'c', 'a', 'b', 'b', 'e', 'e', 'b', 'e', 'b', 'e', 'c', 'e', 'd', 'e', 'c', 'd', 'e', 'c', 'd', 'a', 'd', 'b', 'd', 'a', 'd', 'b', 'd', 'e', 'e', 'b', 'c', 'd', 'b', 'b', 'c', 'd', 'b', 'd', 'a', 'd', 'c', 'd', 'e', 'a', 'c', 'e', 'e', 'a', 'd', 'd', 'b', 'c', 'e', 'e', 'd', 'b', 'd', 'd', 'e', 'b', 'c', 'c', 'd', 'd', 'a', 'a', 'b', 'a', 'c', 'e', 'c', 'a', 'd', 'a', 'd', 'b', 'a', 'd', 'd', 'b', 'd', 'e', 'c', 'c', 'c', 'c', 'd', 'e', 'c', 'a', 'c', 'd', 'a', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'a', 'a', 'e', 'e', 'c', 'c', 'd', 'e', 'c', 'e', 'a', 'b', 'b', 'c', 'a', 'd', 'b', 'c', 'c', 'e', 'a', 'c', 'd', 'b', 'c', 'd', 'a', 'a', 'd', 'd', 'a', 'e', 'a', 'a', 'c', 'e', 'd')",106200
30,3,3.85,"('a', 'e', 'a', 'c', 'e', 'c', 'e', 'a', 'c', 'd')",29,7,12097,7.69,NAN,24,6,12522,1.81,"('c', 'd', 'e', 'a', 'd', 'e', 'd', 'b', 'b', 'b', 'c', 'd', 'a', 'e', 'e', 'd', 'e', 'c', 'd', 'c', 'e', 'b', 'b', 'e', 'd', 'd', 'c', 'd', 'd', 'e', 'a', 'd', 'c', 'c', 'b', 'c', 'e', 'd', 'a', 'e', 'e', 'e', 'a', 'd', 'c', 'a', 'b', 'e', 'a', 'e', 'a', 'e', 'c', 'b', 'e', 'a', 'e', 'e', 'b', 'c', 'e', 'b', 'd', 'c', 'a', 'b', 'c', 'a', 'd', 'a', 'e', 'b', 'd', 'a', 'b', 'c', 'a', 'e', 'b', 'b', 'd', 'd', 'a', 'b', 'a', 'e', 'c', 'a', 'd', 'd', 'e', 'c', 'd', 'a', 'a', 'e', 'a', 'd', 'c', 'a', 'b', 'b', 'a', 'a', 'a', 'b', 'c', 'b', 'a', 'e', 'a', 'b', 'e', 'b', 'e', 'c', 'e', 'c', 'e', 'b', 'e', 'a', 'b', 'b', 'e', 'e', 'e', 'a', 'e', 'a', 'b', 'd', 'e', 'b', 'c', 'e', 'b', 'b', 'c', 'b', 'a', 'e', 'c', 'a', 'e', 'b', 'e', 'e', 'c', 'c', 'a', 'a', 'b', 'a', 'c', 'e', 'd', 'b', 'e', 'c', 'e', 'e', 'a', 'a', 'c', 'a', 'a', 'b', 'c', 'b', 'a', 'a', 'c', 'b', 'b', 'b', 'c', 'a', 'd', 'c', 'c', 'd', 'b', 'a', 'b', 'd', 'd', 'c', 'b', 'e', 'c', 'a', 'c', 'c', 'a', 'd', 'd', 'b', 'b', 'd', 'b', 'b', 'c', 'c', 'd', 'c', 'd', 'c', 'a', 'b', 'a', 'e', 'e', 'd', 'e', 'd', 'd', 'a', 'b', 'a', 'e', 'e', 'b', 'b', 'e', 'c', 'a', 'a', 'e', 'a', 'c', 'd', 'a', 'a', 'e', 'b', 'c', 'd', 'a', 'd', 'b', 'e', 'a', 'd', 'd', 'b', 'a', 'c', 'a', 'b', 'd', 'b', 'b', 'a', 'a', 'b')",3000
30,4,11.2,"('a', 'e', 'a', 'c', 'a', 'a', 'c', 'a', 'c', 'b', 'c', 'e', 'd')",40,12,28861,91.6,NAN,50,11,67927,1.32,"('e', 'a', 'd', 'e', 'b', 'd', 'c', 'd', 'e', 'b', 'a', 'a', 'e', 'e', 'e', 'b', 'c', 'c', 'e', 'c', 'd', 'a', 'c', 'b', 'c', 'e', 'c', 'd', 'e', 'd', 'd', 'b', 'e', 'd', 'c', 'a', 'b', 'e', 'a', 'b', 'b', 'c', 'c', 'd', 'a', 'c', 'a', 'a', 'e', 'e', 'd', 'b', 'c', 'a', 'a', 'c', 'e', 'a', 'e', 'c', 'd', 'a', 'b', 'e', 'e', 'e', 'c', 'a', 'a', 'd', 'e', 'a', 'b', 'b', 'a', 'e', 'd', 'd', 'd', 'c', 'a', 'c', 'e', 'a', 'c', 'c', 'd', 'e', 'c')",2200
30,5,5.18,NAN,24,6,11523,8.54,NAN,24,6,11423,1.65,"('d', 'b', 'c', 'e', 'b', 'c', 'd', 'c', 'a', 'a', 'd', 'd', 'c', 'b', 'a', 'e', 'c', 'd', 'e', 'a', 'a', 'a', 'b', 'c', 'e', 'a', 'a', 'e', 'b', 'e', 'd', 'e', 'e', 'c', 'd', 'a', 'c', 'b', 'a', 'b', 'a', 'b', 'c', 'a', 'c', 'b', 'c', 'd', 'c', 'a', 'b', 'd', 'd', 'd', 'a', 'a', 'c', 'a', 'c', 'b', 'd', 'c', 'e', 'e', 'd', 'c', 'a', 'e', 'e', 'e', 'a', 'b', 'e', 'e', 'e', 'b', 'e', 'd', 'e', 'b', 'a', 'c', 'c', 'a', 'e', 'a', 'd', 'a', 'c', 'c', 'a', 'b', 'a', 'c', 'b', 'a', 'c', 'b', 'e', 'b', 'b', 'd', 'e', 'c', 'e', 'e', 'a', 'b', 'e', 'a', 'c', 'a', 'd', 'd', 'd', 'd', 'a', 'd', 'b', 'e', 'd', 'a', 'e', 'c', 'c', 'e', 'c')",2600
26,1,4.62,"('a', 'c', 'd', 'e', 'b', 'b', 'a', 'a', 'a', 'b')",24,5,10928,7.27,NAN,21,5,11073,1.01,"('b', 'd', 'b', 'd', 'd', 'd', 'b', 'b', 'a', 'd', 'b', 'a', 'e', 'b', 'd', 'a', 'a', 'b', 'e', 'b', 'b', 'c', 'd', 'd', 'b', 'a', 'b', 'b', 'a', 'a', 'c', 'd', 'a', 'd', 'e', 'b', 'b', 'e', 'a', 'b', 'c', 'b', 'e', 'c', 'b', 'c', 'd', 'a', 'd', 'a', 'e', 'b', 'c', 'd', 'b', 'e', 'b', 'e', 'd', 'c', 'd', 'd', 'a', 'c', 'a', 'e', 'c', 'a', 'e', 'b', 'c', 'e')",1800
26,2,36.7,"('a', 'c', 'd', 'e', 'b', 'b', 'b', 'a', 'd', 'd', 'a')",28,5,16473,37.8,NAN,38,9,29851,4.53,"('d', 'd', 'a', 'c', 'd', 'b', 'b', 'e', 'b', 'd', 'c', 'c', 'a', 'd', 'c', 'c', 'c', 'a', 'e', 'c', 'e', 'e', 'e', 'c', 'e', 'a', 'c', 'a', 'c', 'c')",7800
26,3,5.67,"('a', 'c', 'd', 'e', 'b', 'b', 'a', 'a', 'a', 'b')",24,5,8129,5.54,NAN,21,5,9709,0.461,"('c', 'd', 'c', 'd', 'b', 'e', 'e', 'b', 'b', 'd', 'e', 'e', 'c', 'd', 'e', 'b', 'd', 'a', 'c', 'd', 'c', 'd', 'b', 'a', 'c', 'b', 'b', 'b', 'd', 'c', 'e', 'd', 'd', 'd', 'c', 'c', 'd', 'b', 'd', 'b', 'a', 'a', 'c', 'c', 'd', 'c', 'd', 'b', 'a', 'e', 'c', 'e', 'b', 'b', 'e', 'e', 'd', 'a', 'a', 'b', 'd', 'e', 'b', 'a', 'e', 'e', 'd', 'b', 'e', 'e', 'd', 'c', 'a', 'd', 'c', 'a', 'b', 'a', 'a', 'd', 'b', 'e', 'e', 'e', 'e', 'e', 'c', 'd', 'b', 'c', 'a', 'a', 'a', 'a', 'c', 'c', 'c', 'c', 'e', 'd', 'e', 'e', 'c', 'a', 'b', 'e', 'd', 'c', 'a', 'e', 'c', 'b', 'e', 'b', 'd', 'e', 'd', 'e', 'b', 'd', 'b', 'd', 'c', 'b', 'b', 'e', 'e', 'b', 'e', 'c', 'a', 'c', 'b', 'e', 'a', 'd', 'c', 'e', 'a', 'd', 'd', 'e', 'e', 'd', 'c', 'e', 'd', 'e', 'e', 'c', 'e', 'a', 'b', 'b', 'c', 'c', 'c', 'a', 'a', 'd', 'd', 'd', 'e', 'c', 'e', 'e', 'a', 'd', 'c', 'd', 'b', 'e', 'b', 'e', 'e', 'd', 'c', 'd', 'b', 'a', 'b', 'b', 'b', 'b', 'b', 'c', 'b', 'b', 'e', 'a', 'b', 'd', 'b', 'a', 'b', 'e', 'c', 'b', 'c', 'e', 'b', 'b', 'c', 'a', 'e', 'c', 'a', 'a', 'e', 'b', 'b', 'd', 'e', 'a', 'e', 'b', 'd', 'd', 'b', 'a', 'e', 'c', 'b', 'e', 'b', 'c', 'e', 'c', 'c', 'a', 'e', 'c', 'e', 'c', 'a', 'a', 'e', 'e', 'a', 'c', 'b', 'a', 'b', 'a', 'b', 'b', 'd', 'c', 'c', 'b', 'c', 'b', 'e', 'c', 'b', 'c', 'e', 'b', 'b', 'b', 'b', 'd', 'c', 'b', 'b', 'c', 'd', 'c', 'c', 'a', 'a', 'c', 'd', 'd', 'b', 'b', 'd', 'a', 'e', 'd', 'a', 'a', 'a', 'e', 'd', 'c', 'a', 'd', 'c', 'e', 'b', 'a', 'e', 'a', 'd', 'c')",800
26,4,3.55,NAN,21,5,9215,5.52,NAN,21,5,8965,12.7,"('e', 'a', 'a', 'e', 'a', 'c', 'd', 'd', 'e', 'a', 'e', 'c', 'a', 'b', 'c', 'd', 'a', 'c', 'd', 'b', 'd', 'e', 'b', 'b', 'b', 'd', 'd', 'b', 'c', 'e', 'e', 'c', 'a', 'a', 'b', 'd', 'd', 'd', 'd', 'b', 'c', 'b', 'a', 'b', 'b', 'e', 'd', 'c', 'a', 'd', 'd', 'c', 'd', 'a', 'd', 'e', 'a', 'b', 'e', 'c', 'a', 'a', 'd', 'b', 'e', 'b', 'd', 'a', 'c', 'a', 'e', 'e', 'a', 'a', 'b', 'b', 'b', 'e', 'd', 'c', 'c', 'd', 'a', 'd', 'a', 'd', 'b', 'c', 'e', 'e', 'c', 'a', 'd', 'c', 'c')",21600
26,5,3.14,NAN,21,5,8964,6.32,NAN,21,5,9019,0.46,"('e', 'a', 'a', 'c', 'a', 'c', 'c', 'e', 'b', 'd', 'c', 'e', 'c', 'a', 'b', 'e', 'e', 'a', 'b', 'e', 'b', 'b', 'b', 'a', 'd', 'e', 'd', 'b', 'd', 'b', 'a', 'c', 'c', 'c', 'e', 'c', 'c', 'e', 'e', 'd', 'e', 'e', 'a', 'a', 'c', 'b', 'd', 'e', 'a', 'b', 'd', 'a', 'c', 'b', 'e', 'c', 'b', 'e', 'e', 'a', 'a', 'e', 'b', 'b', 'b', 'b', 'd', 'd', 'c', 'e')",800
9,1,30.6,"('a', 'e', 'e', 'c', 'd', 'a', 'd', 'c', 'e', 'a', 'b')",45,22,42833,2.2,NAN,14,8,4751,9.19,"('a', 'c', 'b', 'b', 'd', 'b', 'c', 'e', 'a', 'c', 'c', 'e', 'd', 'b', 'd', 'a', 'c', 'a', 'a', 'c', 'c', 'a', 'c', 'c', 'a', 'd', 'b', 'c', 'b', 'e', 'd', 'a', 'd', 'c', 'e', 'a', 'b', 'c', 'a', 'e', 'a', 'c', 'e', 'b', 'e', 'c', 'c', 'a', 'a', 'a', 'c', 'c', 'd', 'e', 'a', 'e', 'e', 'e', 'd', 'b', 'e', 'a', 'a', 'd', 'd', 'b', 'b', 'd', 'c', 'a', 'e', 'a', 'e', 'd', 'd', 'a', 'a', 'b', 'c', 'b', 'e', 'a', 'a', 'b', 'e', 'a', 'e', 'c', 'e', 'd', 'c', 'e', 'd', 'b', 'c', 'd', 'c', 'd', 'd', 'd', 'b', 'a', 'c', 'd', 'd', 'e', 'd', 'a', 'c', 'b', 'a', 'd', 'd', 'd', 'b', 'd', 'e', 'c', 'a', 'e', 'e', 'a', 'a', 'b', 'c', 'b', 'e', 'b', 'c', 'b', 'c')",21400
9,2,1.67,NAN,14,8,4962,10.6,NAN,22,16,14087,33.6,"('d', 'b', 'c', 'b', 'c', 'b', 'e', 'e', 'e', 'b', 'b', 'e', 'd', 'd', 'c', 'a', 'e', 'e', 'd', 'a', 'b', 'a', 'e', 'a', 'd', 'a', 'e', 'c', 'c', 'c', 'e', 'a', 'a', 'c', 'c', 'd', 'd', 'e', 'b', 'c', 'e', 'a', 'b', 'd', 'd', 'e', 'e', 'd', 'a', 'b', 'e', 'c', 'a', 'c', 'c', 'b', 'c', 'c', 'a', 'c', 'a', 'c', 'e', 'e', 'a', 'c', 'c', 'b', 'a', 'b')",79200
9,3,1.68,NAN,14,8,5013,6.29,NAN,21,13,9847,24.7,"('c', 'a', 'c', 'd', 'e', 'c', 'd', 'b', 'e', 'd', 'a', 'a', 'a', 'd', 'd', 'a', 'c', 'b', 'e', 'd', 'd', 'b', 'd', 'e', 'b', 'e', 'a', 'b', 'e', 'b', 'c', 'a', 'e', 'a', 'd', 'a', 'b', 'b', 'a', 'b', 'c', 'c', 'd', 'e', 'b', 'c', 'a', 'b', 'a', 'a', 'e', 'd', 'c', 'e', 'b', 'b', 'e', 'c', 'a', 'b', 'd', 'e', 'd', 'b', 'c', 'b', 'a', 'c', 'c', 'c', 'c', 'd', 'd', 'c', 'd', 'a', 'd', 'd', 'd', 'd', 'e', 'a', 'e', 'd', 'e', 'a', 'c', 'e', 'e', 'b', 'e', 'd', 'b', 'd', 'b', 'd', 'c', 'd', 'b', 'b', 'a', 'b', 'e', 'e', 'c', 'e', 'c', 'e', 'd', 'd', 'c', 'd', 'c', 'c', 'd', 'e', 'e', 'a', 'e', 'b')",59200
9,4,1.59,NAN,14,8,5009,1.92,NAN,14,8,5353,6.27,"('d', 'a', 'b', 'e', 'd', 'c', 'd', 'd', 'd', 'a', 'd', 'c', 'd', 'd', 'd', 'a', 'c', 'c', 'e', 'e', 'e', 'c', 'c', 'c', 'd', 'e', 'd', 'b', 'b', 'b', 'a', 'c', 'e', 'd', 'd', 'd', 'd', 'c', 'e', 'e', 'e')",15000
9,5,1.74,NAN,14,8,5018,2.2,NAN,14,8,5201,1.58,"('e', 'a', 'a', 'c', 'b', 'b', 'a', 'a', 'e', 'b', 'd', 'd', 'd', 'd', 'd', 'd', 'e', 'e', 'e', 'b', 'c', 'a', 'a', 'c', 'b', 'd', 'e', 'd', 'a', 'a', 'a', 'b', 'a', 'b', 'e', 'c', 'c', 'c', 'a', 'a', 'b', 'd', 'b', 'd', 'c', 'd', 'a', 'c', 'b', 'e', 'a', 'b', 'd', 'd', 'c', 'e', 'd', 'd', 'a', 'e', 'e', 'b', 'a', 'd', 'b', 'a', 'c', 'c', 'd', 'd', 'a', 'e', 'a', 'd', 'a', 'd', 'b', 'a', 'b', 'e', 'c', 'a', 'c', 'a', 'a', 'c', 'e', 'd', 'c', 'd', 'd', 'e', 'c', 'd', 'a', 'd', 'b', 'b', 'e', 'a', 'c', 'a', 'a', 'c', 'c', 'e', 'b', 'a', 'c', 'a', 'a', 'd', 'b', 'e', 'e', 'e', 'b')",3600
2,1,3.67,NAN,17,1,8898,4.46,NAN,17,1,8443,3.79,"('e', 'c', 'b', 'e', 'e', 'a', 'd', 'a', 'c', 'c', 'e', 'a', 'a', 'b', 'd', 'b', 'c', 'e', 'd', 'b', 'c', 'b', 'e', 'b', 'b', 'a', 'e', 'b', 'b', 'c', 'd', 'a', 'c', 'a', 'e', 'c', 'e', 'e', 'b', 'b', 'd', 'c', 'c', 'e', 'd', 'c', 'd', 'b', 'c', 'd', 'd', 'e', 'e', 'a', 'c', 'd', 'a', 'c', 'a', 'd', 'b', 'b', 'e', 'c', 'a', 'a', 'b', 'd', 'd', 'd', 'e', 'b', 'c', 'e', 'e', 'c', 'd', 'd', 'd', 'c', 'b', 'c', 'a', 'e', 'b', 'a', 'd', 'e', 'a', 'c', 'c', 'a', 'd', 'b', 'a', 'a', 'a', 'd', 'a', 'b', 'b', 'c', 'c', 'b', 'b', 'a', 'a', 'd', 'a', 'b', 'e', 'c', 'e', 'a', 'c', 'e', 'c', 'd', 'b', 'e', 'a', 'd', 'd', 'a', 'b', 'e', 'b', 'b', 'e', 'e', 'b', 'c', 'a', 'c', 'e', 'e', 'e', 'a', 'd', 'e', 'b', 'e', 'd', 'a', 'e', 'c', 'a', 'd', 'e', 'a', 'a', 'c', 'e', 'd', 'c', 'c', 'e', 'e', 'c', 'a', 'c', 'd', 'a', 'e', 'd', 'b', 'd', 'e', 'a', 'd', 'a', 'a', 'd', 'd', 'e', 'c', 'd', 'b', 'b', 'a', 'a', 'e', 'a', 'd', 'e', 'e', 'e', 'c', 'a', 'c', 'a', 'd', 'a', 'c', 'a', 'b', 'b', 'e', 'a', 'c', 'd', 'e', 'a', 'e', 'b', 'e', 'e', 'd', 'd', 'd', 'c', 'c', 'd', 'e', 'c', 'b', 'e', 'd', 'b', 'e', 'b', 'b', 'a', 'a', 'e', 'b', 'e', 'c', 'd', 'd', 'b', 'd', 'b', 'd', 'c', 'a', 'c', 'd', 'a', 'a', 'd', 'd', 'e', 'd', 'e', 'd', 'a', 'a', 'a', 'd', 'e', 'b', 'c', 'a', 'e', 'e', 'a', 'e', 'c', 'd', 'd', 'b', 'c', 'c', 'a', 'e', 'b', 'c', 'd', 'c', 'a', 'a', 'b', 'a', 'b', 'e', 'b', 'a', 'd', 'b', 'e', 'a', 'e', 'd', 'd', 'e', 'e', 'b', 'e', 'e', 'a', 'c', 'b', 'a', 'd', 'c', 'b', 'e', 'e', 'b', 'e', 'd', 'd', 'a', 'e', 'a', 'a', 'e', 'c', 'a', 'c', 'e', 'c', 'b', 'd', 'e', 'e', 'b', 'a', 'a', 'e', 'c', 'd', 'b', 'e', 'c', 'a', 'e', 'c', 'a', 'a', 'c', 'a', 'a', 'e', 'c', 'c', 'c', 'b', 'd', 'c', 'c', 'b', 'a', 'a', 'b', 'b', 'b', 'b', 'e', 'd', 'd', 'c', 'b', 'b', 'd')",8600
2,2,2.6,NAN,17,1,8233,5.8,NAN,17,1,8542,21.0,"('d', 'b', 'd', 'c', 'd', 'c', 'c', 'b', 'd', 'c', 'a', 'd', 'e', 'e', 'b', 'd', 'a', 'a', 'c', 'b', 'e', 'a', 'd', 'e', 'a', 'a', 'e')",47600
2,3,2.75,NAN,17,1,8141,69.3,NAN,52,3,78852,0.682,"('b', 'd', 'a', 'e', 'b', 'e', 'd', 'a', 'd', 'e', 'a', 'd', 'c', 'd', 'd', 'd', 'b', 'c', 'c', 'e', 'd', 'b', 'e', 'a', 'c', 'a', 'd', 'd', 'e', 'b', 'b', 'b', 'e', 'a', 'a', 'd', 'b', 'd', 'c', 'c', 'e', 'b', 'c', 'a', 'c', 'e', 'c', 'b', 'e', 'c', 'e', 'd', 'a', 'b', 'a', 'e', 'b', 'd', 'e', 'c', 'a', 'b', 'a', 'a', 'b', 'c', 'd', 'e', 'd', 'e', 'a', 'b')",1800
2,4,23.9,"('c', 'b', 'a', 'e', 'e', 'a', 'c', 'b', 'd')",35,2,34007,1.81e+02,NAN,175,13,795430,3.55,"('a', 'c', 'b', 'b', 'a', 'd', 'd', 'b', 'b', 'c', 'b', 'd', 'c', 'c', 'a', 'e', 'e', 'a', 'b', 'b', 'b', 'c', 'b', 'e', 'd', 'd', 'd', 'a', 'd', 'a', 'd', 'b', 'c', 'c', 'e', 'e', 'd', 'a', 'd', 'a', 'a', 'a', 'a', 'e', 'e', 'b', 'c', 'c', 'b', 'e', 'd', 'e', 'e')",8600
